geocod,geodsg,dim_3,dim_3_t,dim_4,dim_4_t,valor
16I1413,Mação,1,H,81,70 - 74 anos,164
16I1408,Constância,1,H,81,70 - 74 anos,96
2004802,Santa Cruz das Flores,2,M,21,10 - 14 anos,55
2004603,São Roque do Pico,2,M,21,10 - 14 anos,73
1840213,Serpa,1,H,21,10 - 14 anos,327
1840210,Moura,1,H,21,10 - 14 anos,363
1840209,Mértola,1,H,21,10 - 14 anos,99
16G,Viseu Dão Lafões,1,H,12,5 - 9 anos,5376
11B,Alto Tâmega,1,H,12,5 - 9 anos,1432
181,Alentejo Litoral,1,H,11,0 - 4 anos,1740
16D,Região de Aveiro,1,H,11,0 - 4 anos,7384
11C,Tâmega e Sousa,1,H,11,0 - 4 anos,8153
119,Ave,1,H,11,0 - 4 anos,8041
15,Algarve,2,M,T,Total,230130
20,Região Autónoma dos Açores,1,H,T,Total,119679
18,Alentejo,1,H,T,Total,345681
30,Região Autónoma da Madeira,2,M,92,85 e mais anos,3046
11,Norte,2,M,92,85 e mais anos,58954
11C1303,Felgueiras,1,H,31,20 - 24 anos,1956
11C1301,Amarante,1,H,31,20 - 24 anos,1659
11A1318,Trofa,1,H,31,20 - 24 anos,1129
11A1314,Santo Tirso,1,H,31,20 - 24 anos,1854
11A1310,Paredes,1,H,31,20 - 24 anos,2687
1120306,Esposende,1,H,31,20 - 24 anos,1069
1111606,Ponte da Barca,1,H,31,20 - 24 anos,332
3003201,Porto Santo,1,H,22,15 - 19 anos,143
1811513,Sines,1,H,21,10 - 14 anos,298
1810211,Odemira,1,H,21,10 - 14 anos,545
1701503,Almada,1,H,21,10 - 14 anos,4510
16J0504,Fundão,1,H,21,10 - 14 anos,623
11C1813,Resende,2,M,82,75 - 79 anos,300
16,Centro,2,M,41,30 - 34 anos,64477
20,Região Autónoma dos Açores,2,M,32,25 - 29 anos,8783
20,Região Autónoma dos Açores,2,M,31,20 - 24 anos,8267
15,Algarve,2,M,12,5 - 9 anos,11439
11,Norte,2,M,12,5 - 9 anos,78478
17,Área Metropolitana de Lisboa,1,H,92,85 e mais anos,22048
16D0112,Murtosa,T,HM,71,60 - 64 anos,519
16D0101,Águeda,T,HM,71,60 - 64 anos,3295
16I1413,Mação,2,M,T,Total,3464
16I1408,Constância,2,M,T,Total,2147
16I1401,Abrantes,2,M,T,Total,18970
16H0508,Proença-a-Nova,2,M,T,Total,4019
1701115,Amadora,T,HM,92,85 e mais anos,4773
16I1418,Tomar,T,HM,92,85 e mais anos,1652
16I1410,Entroncamento,T,HM,92,85 e mais anos,467
16H0508,Proença-a-Nova,T,HM,92,85 e mais anos,579
16H0506,Oleiros,T,HM,92,85 e mais anos,404
16G1824,Vouzela,T,HM,92,85 e mais anos,472
16G1822,Vila Nova de Paiva,T,HM,92,85 e mais anos,225
11D1710,Sabrosa,1,H,82,75 - 79 anos,135
11D1707,Murça,1,H,82,75 - 79 anos,131
11D1704,Mesão Frio,1,H,82,75 - 79 anos,76
16G1824,Vouzela,2,M,22,15 - 19 anos,255
16G1823,Viseu,2,M,22,15 - 19 anos,2832
16G1810,Oliveira de Frades,2,M,22,15 - 19 anos,291
16G1802,Carregal do Sal,2,M,22,15 - 19 anos,296
16F1016,Porto de Mós,2,M,22,15 - 19 anos,648
16F1015,Pombal,2,M,22,15 - 19 anos,1412
16E0617,Vila Nova de Poiares,2,M,22,15 - 19 anos,225
16E0615,Soure,2,M,22,15 - 19 anos,391
16E0613,Penacova,2,M,22,15 - 19 anos,371
16E0612,Pampilhosa da Serra,2,M,22,15 - 19 anos,61
16F1015,Pombal,2,M,12,5 - 9 anos,1033
16E0614,Penela,2,M,12,5 - 9 anos,113
16E0111,Mealhada,2,M,12,5 - 9 anos,411
16D0115,Ovar,2,M,12,5 - 9 anos,1162
16D0102,Albergaria-a-Velha,2,M,12,5 - 9 anos,538
16B1005,Bombarral,2,M,12,5 - 9 anos,247
11A1314,Santo Tirso,1,H,72,65 - 69 anos,2097
11A0109,Santa Maria da Feira,1,H,72,65 - 69 anos,3537
11A0104,Arouca,1,H,72,65 - 69 anos,535
1191705,Mondim de Basto,1,H,72,65 - 69 anos,149
18,Alentejo,1,H,91,80 - 84 anos,13233
16,Centro,1,H,82,75 - 79 anos,45177
17,Área Metropolitana de Lisboa,1,H,81,70 - 74 anos,66395
20,Região Autónoma dos Açores,1,H,72,65 - 69 anos,4995
17,Área Metropolitana de Lisboa,1,H,72,65 - 69 anos,77976
16,Centro,1,H,72,65 - 69 anos,62930
16I0510,Vila de Rei,2,M,92,85 e mais anos,239
16H0511,Vila Velha de Ródão,2,M,92,85 e mais anos,132
16G1822,Vila Nova de Paiva,2,M,92,85 e mais anos,149
1500816,Vila Real de Santo António,2,M,62,55 - 59 anos,723
1500811,Portimão,2,M,62,55 - 59 anos,1868
1500806,Lagoa,2,M,62,55 - 59 anos,736
11E0402,Bragança,2,M,62,55 - 59 anos,1310
11D1807,Moimenta da Beira,2,M,62,55 - 59 anos,380
16D0105,Aveiro,2,M,72,65 - 69 anos,2365
16B1101,Alenquer,2,M,72,65 - 69 anos,1199
1111603,Melgaço,T,HM,91,80 - 84 anos,672
3003201,Porto Santo,T,HM,82,75 - 79 anos,136
3003110,São Vicente,T,HM,82,75 - 79 anos,281
3003108,Santa Cruz,T,HM,82,75 - 79 anos,938
3003104,Machico,T,HM,82,75 - 79 anos,587
3003102,Câmara de Lobos,T,HM,82,75 - 79 anos,748
2004502,Velas,T,HM,82,75 - 79 anos,181
1870714,Vila Viçosa,T,HM,82,75 - 79 anos,411
1870713,Viana do Alentejo,T,HM,81,70 - 74 anos,245
1870712,Vendas Novas,T,HM,81,70 - 74 anos,779
1870706,Montemor-o-Novo,T,HM,81,70 - 74 anos,949
1861213,Ponte de Sor,T,HM,81,70 - 74 anos,792
1861204,Campo Maior,T,HM,81,70 - 74 anos,394
1851103,Azambuja,T,HM,81,70 - 74 anos,1174
1840204,Barrancos,T,HM,81,70 - 74 anos,61
1811505,Grândola,T,HM,81,70 - 74 anos,790
1701507,Montijo,T,HM,81,70 - 74 anos,2295
1861203,Avis,T,HM,82,75 - 79 anos,262
1851405,Benavente,T,HM,82,75 - 79 anos,1075
1840213,Serpa,T,HM,82,75 - 79 anos,790
1840205,Beja,T,HM,82,75 - 79 anos,1492
1701115,Amadora,T,HM,82,75 - 79 anos,7920
1701114,Vila Franca de Xira,T,HM,82,75 - 79 anos,4385
1701110,Oeiras,T,HM,82,75 - 79 anos,7505
16J0913,Trancoso,T,HM,82,75 - 79 anos,636
16J0911,Sabugal,T,HM,82,75 - 79 anos,876
1840212,Ourique,2,M,51,40 - 44 anos,159
1811505,Grândola,2,M,51,40 - 44 anos,507
1701512,Setúbal,2,M,51,40 - 44 anos,5162
1701109,Mafra,2,M,51,40 - 44 anos,4191
16J0911,Sabugal,2,M,51,40 - 44 anos,289
16J0906,Gouveia,2,M,51,40 - 44 anos,386
16G1823,Viseu,2,M,51,40 - 44 anos,4294
16G1814,Santa Comba Dão,2,M,51,40 - 44 anos,399
16E0612,Pampilhosa da Serra,2,M,51,40 - 44 anos,104
16E0609,Miranda do Corvo,2,M,51,40 - 44 anos,568
16E0603,Coimbra,2,M,51,40 - 44 anos,5222
16D0117,Sever do Vouga,2,M,51,40 - 44 anos,452
16D0103,Anadia,2,M,51,40 - 44 anos,989
16B1113,Torres Vedras,2,M,51,40 - 44 anos,3483
16B1005,Bombarral,2,M,51,40 - 44 anos,500
1500814,Tavira,2,M,51,40 - 44 anos,938
1870708,Mourão,2,M,42,35 - 39 anos,63
1861215,Sousel,2,M,42,35 - 39 anos,164
1861208,Fronteira,2,M,42,35 - 39 anos,136
1861206,Crato,2,M,42,35 - 39 anos,95
1851406,Cartaxo,2,M,42,35 - 39 anos,852
1840212,Ourique,2,M,42,35 - 39 anos,169
1840209,Mértola,2,M,42,35 - 39 anos,129
1840204,Barrancos,2,M,42,35 - 39 anos,51
1811505,Grândola,2,M,42,35 - 39 anos,463
1701511,Sesimbra,2,M,42,35 - 39 anos,2260
1701508,Palmela,1,H,12,5 - 9 anos,1778
1701507,Montijo,1,H,12,5 - 9 anos,1760
1701503,Almada,1,H,12,5 - 9 anos,4507
16I1420,Vila Nova da Barquinha,1,H,12,5 - 9 anos,152
16I1417,Sardoal,1,H,12,5 - 9 anos,73
16I0509,Sertã,1,H,12,5 - 9 anos,266
16H0505,Idanha-a-Nova,1,H,12,5 - 9 anos,140
16G1823,Viseu,1,H,12,5 - 9 anos,2338
16J0904,Figueira de Castelo Rodrigo,2,M,12,5 - 9 anos,117
16I1420,Vila Nova da Barquinha,2,M,12,5 - 9 anos,151
16I0509,Sertã,2,M,12,5 - 9 anos,286
16H0502,Castelo Branco,2,M,12,5 - 9 anos,1066
16G1814,Santa Comba Dão,2,M,12,5 - 9 anos,196
16B1011,Nazaré,1,H,72,65 - 69 anos,465
16B1006,Caldas da Rainha,1,H,72,65 - 69 anos,1315
16B1001,Alcobaça,1,H,72,65 - 69 anos,1554
1500807,Lagos,1,H,72,65 - 69 anos,785
1500804,Castro Marim,1,H,72,65 - 69 anos,189
11E0411,Vimioso,1,H,72,65 - 69 anos,135
11E0410,Vila Flor,1,H,72,65 - 69 anos,205
11D1820,Tarouca,1,H,72,65 - 69 anos,172
11D1714,Vila Real,1,H,72,65 - 69 anos,1338
11D1711,Santa Marta de Penaguião,1,H,72,65 - 69 anos,228
11D1704,Mesão Frio,1,H,72,65 - 69 anos,122
16D0114,Oliveira do Bairro,1,H,82,75 - 79 anos,424
16B1113,Torres Vedras,1,H,82,75 - 79 anos,1505
16B1108,Lourinhã,1,H,82,75 - 79 anos,453
1500810,Olhão,1,H,82,75 - 79 anos,752
1500807,Lagos,1,H,82,75 - 79 anos,537
11E0410,Vila Flor,1,H,82,75 - 79 anos,165
16J0910,Pinhel,T,HM,81,70 - 74 anos,606
16J0903,Celorico da Beira,T,HM,81,70 - 74 anos,403
16I1402,Alcanena,T,HM,81,70 - 74 anos,708
16J0903,Celorico da Beira,2,M,72,65 - 69 anos,231
16J0501,Belmonte,2,M,72,65 - 69 anos,182
16I1418,Tomar,2,M,72,65 - 69 anos,1375
16H0508,Proença-a-Nova,2,M,72,65 - 69 anos,279
16H0506,Oleiros,2,M,72,65 - 69 anos,196
16G1824,Vouzela,2,M,72,65 - 69 anos,332
16G1821,Tondela,2,M,72,65 - 69 anos,994
16G1816,São Pedro do Sul,2,M,72,65 - 69 anos,568
16G1809,Nelas,2,M,72,65 - 69 anos,453
16G1802,Carregal do Sal,2,M,72,65 - 69 anos,329
16G0901,Aguiar da Beira,2,M,72,65 - 69 anos,172
16F1009,Leiria,2,M,72,65 - 69 anos,3711
16E0616,Tábua,2,M,72,65 - 69 anos,350
16E0615,Soure,2,M,72,65 - 69 anos,630
16E0608,Mira,2,M,72,65 - 69 anos,416
1851406,Cartaxo,T,HM,12,5 - 9 anos,1058
1840208,Ferreira do Alentejo,T,HM,12,5 - 9 anos,330
1840205,Beja,T,HM,12,5 - 9 anos,1722
1840201,Aljustrel,T,HM,12,5 - 9 anos,341
1701510,Seixal,T,HM,12,5 - 9 anos,9158
1701507,Montijo,T,HM,12,5 - 9 anos,3358
1701504,Barreiro,T,HM,12,5 - 9 anos,3669
16H0508,Proença-a-Nova,2,M,52,45 - 49 anos,228
16E0614,Penela,T,HM,31,20 - 24 anos,288
16E0606,Góis,T,HM,31,20 - 24 anos,172
16E0602,Cantanhede,T,HM,31,20 - 24 anos,1660
16D0117,Sever do Vouga,T,HM,31,20 - 24 anos,626
16B1014,Peniche,T,HM,31,20 - 24 anos,1289
1701116,Odivelas,T,HM,12,5 - 9 anos,8579
1701114,Vila Franca de Xira,T,HM,12,5 - 9 anos,8002
1701107,Loures,T,HM,12,5 - 9 anos,11235
1701106,Lisboa,T,HM,12,5 - 9 anos,27165
1701510,Seixal,2,M,92,85 e mais anos,1632
1701116,Odivelas,2,M,92,85 e mais anos,2183
1701111,Sintra,2,M,92,85 e mais anos,4197
16J0908,Manteigas,2,M,92,85 e mais anos,79
16J0903,Celorico da Beira,2,M,92,85 e mais anos,348
16I1419,Torres Novas,2,M,92,85 e mais anos,927
16I1411,Ferreira do Zêzere,2,M,92,85 e mais anos,287
16G1803,Castro Daire,T,HM,61,50 - 54 anos,1048
1190308,Guimarães,T,HM,72,65 - 69 anos,8252
1190304,Cabeceiras de Basto,T,HM,72,65 - 69 anos,652
1120310,Terras de Bouro,T,HM,72,65 - 69 anos,404
1111607,Ponte de Lima,T,HM,72,65 - 69 anos,2219
1111603,Melgaço,T,HM,72,65 - 69 anos,558
1111602,Caminha,T,HM,72,65 - 69 anos,1060
2004603,São Roque do Pico,T,HM,71,60 - 64 anos,201
2004602,Madalena,T,HM,71,60 - 64 anos,351
2004301,Angra do Heroísmo,T,HM,71,60 - 64 anos,2181
2004204,Povoação,T,HM,71,60 - 64 anos,307
1870713,Viana do Alentejo,T,HM,71,60 - 64 anos,278
1870706,Montemor-o-Novo,T,HM,71,60 - 64 anos,1023
1861215,Sousel,T,HM,71,60 - 64 anos,281
11A0104,Arouca,T,HM,T,Total,21211
1190307,Fafe,T,HM,T,Total,48906
2004601,Lajes do Pico,2,M,T,Total,2373
2004301,Angra do Heroísmo,2,M,T,Total,17890
1870714,Vila Viçosa,2,M,T,Total,4056
1870712,Vendas Novas,2,M,T,Total,6048
1701511,Sesimbra,T,HM,92,85 e mais anos,936
1701116,Odivelas,T,HM,92,85 e mais anos,3137
16F1010,Marinha Grande,2,M,T,Total,20296
16E0617,Vila Nova de Poiares,2,M,T,Total,3705
11D1820,Tarouca,T,HM,92,85 e mais anos,260
11D1819,Tabuaço,T,HM,92,85 e mais anos,295
11B1702,Boticas,T,HM,92,85 e mais anos,338
11A1318,Trofa,T,HM,92,85 e mais anos,626
11A1310,Paredes,T,HM,92,85 e mais anos,1046
1190308,Guimarães,T,HM,92,85 e mais anos,2516
1120302,Barcelos,T,HM,92,85 e mais anos,2198
1870713,Viana do Alentejo,2,M,21,10 - 14 anos,118
1870701,Alandroal,2,M,21,10 - 14 anos,91
11A1316,Vila do Conde,1,H,52,45 - 49 anos,2896
11A1315,Valongo,1,H,52,45 - 49 anos,3454
11A1304,Gondomar,1,H,52,45 - 49 anos,6372
11A0113,Oliveira de Azeméis,1,H,52,45 - 49 anos,2612
2004802,Santa Cruz das Flores,1,H,51,40 - 44 anos,97
2004603,São Roque do Pico,1,H,51,40 - 44 anos,125
2004501,Calheta,1,H,51,40 - 44 anos,115
2004101,Vila do Porto,1,H,51,40 - 44 anos,208
1870709,Portel,1,H,51,40 - 44 anos,231
1870704,Estremoz,1,H,51,40 - 44 anos,393
11E0407,Mirandela,1,H,61,50 - 54 anos,745
11D1704,Mesão Frio,1,H,61,50 - 54 anos,165
11C1307,Marco de Canaveses,1,H,61,50 - 54 anos,2062
11B1702,Boticas,1,H,61,50 - 54 anos,187
11A1314,Santo Tirso,1,H,61,50 - 54 anos,2662
11A1304,Gondomar,1,H,61,50 - 54 anos,6492
11A0119,Vale de Cambra,1,H,61,50 - 54 anos,827
1111609,Viana do Castelo,1,H,61,50 - 54 anos,2951
11C1303,Felgueiras,2,M,82,75 - 79 anos,952
11C0305,Celorico de Basto,2,M,82,75 - 79 anos,490
11B1713,Vila Pouca de Aguiar,2,M,82,75 - 79 anos,406
11A1312,Porto,2,M,82,75 - 79 anos,6768
11D1819,Tabuaço,2,M,81,70 - 74 anos,130
11D1710,Sabrosa,2,M,81,70 - 74 anos,173
11B1703,Chaves,2,M,81,70 - 74 anos,1267
11A1316,Vila do Conde,2,M,81,70 - 74 anos,1891
11A1314,Santo Tirso,2,M,81,70 - 74 anos,1869
16G1806,Mangualde,T,HM,21,10 - 14 anos,957
16F1015,Pombal,T,HM,21,10 - 14 anos,2538
16F1007,Castanheira de Pêra,T,HM,21,10 - 14 anos,91
16E0615,Soure,T,HM,21,10 - 14 anos,771
16E0613,Penacova,T,HM,21,10 - 14 anos,581
16E0603,Coimbra,T,HM,21,10 - 14 anos,5682
16D0112,Murtosa,T,HM,21,10 - 14 anos,593
16B1113,Torres Vedras,T,HM,21,10 - 14 anos,4217
16B1112,Sobral de Monte Agraço,T,HM,21,10 - 14 anos,568
16B1102,Arruda dos Vinhos,T,HM,21,10 - 14 anos,907
16B1001,Alcobaça,T,HM,21,10 - 14 anos,2689
1500809,Monchique,T,HM,21,10 - 14 anos,162
11E0402,Bragança,T,HM,21,10 - 14 anos,1454
1111609,Viana do Castelo,T,HM,61,50 - 54 anos,6425
1111608,Valença,T,HM,61,50 - 54 anos,989
1111602,Caminha,T,HM,61,50 - 54 anos,1212
3003106,Porto Moniz,T,HM,52,45 - 49 anos,160
2004801,Lajes das Flores,T,HM,52,45 - 49 anos,106
2004701,Horta,T,HM,52,45 - 49 anos,1124
2004602,Madalena,T,HM,52,45 - 49 anos,414
2004502,Velas,T,HM,52,45 - 49 anos,399
1870710,Redondo,T,HM,52,45 - 49 anos,465
1870708,Mourão,T,HM,52,45 - 49 anos,221
1870703,Borba,T,HM,52,45 - 49 anos,516
1870701,Alandroal,T,HM,52,45 - 49 anos,367
1861211,Monforte,T,HM,52,45 - 49 anos,190
1861209,Gavião,T,HM,52,45 - 49 anos,249
1861208,Fronteira,T,HM,52,45 - 49 anos,204
1851416,Santarém,T,HM,52,45 - 49 anos,4246
16B1104,Cadaval,T,HM,71,60 - 64 anos,876
1500814,Tavira,T,HM,71,60 - 64 anos,1569
11E0412,Vinhais,T,HM,71,60 - 64 anos,623
11E0407,Mirandela,T,HM,71,60 - 64 anos,1694
11D1714,Vila Real,T,HM,71,60 - 64 anos,3235
11D1708,Peso da Régua,T,HM,71,60 - 64 anos,1168
11C1813,Resende,T,HM,71,60 - 64 anos,605
16B1104,Cadaval,2,M,T,Total,7133
1500812,São Brás de Alportel,2,M,T,Total,5418
16B1102,Arruda dos Vinhos,1,H,22,15 - 19 anos,538
1500812,São Brás de Alportel,1,H,22,15 - 19 anos,271
11E0411,Vimioso,1,H,22,15 - 19 anos,66
11E0410,Vila Flor,1,H,22,15 - 19 anos,149
11D1801,Armamar,1,H,22,15 - 19 anos,138
11D1714,Vila Real,1,H,22,15 - 19 anos,1413
3003104,Machico,1,H,52,45 - 49 anos,834
3003102,Câmara de Lobos,1,H,52,45 - 49 anos,1242
2004901,Corvo,1,H,52,45 - 49 anos,17
2004802,Santa Cruz das Flores,1,H,52,45 - 49 anos,78
2004701,Horta,1,H,52,45 - 49 anos,575
2004206,Vila Franca do Campo,1,H,52,45 - 49 anos,447
1870714,Vila Viçosa,1,H,52,45 - 49 anos,320
16F1013,Pedrógão Grande,1,H,62,55 - 59 anos,124
16F1009,Leiria,1,H,62,55 - 59 anos,4157
16E0612,Pampilhosa da Serra,1,H,62,55 - 59 anos,131
16E0603,Coimbra,1,H,62,55 - 59 anos,4665
16E0601,Arganil,1,H,62,55 - 59 anos,468
16D0108,Estarreja,1,H,62,55 - 59 anos,897
16D0103,Anadia,1,H,62,55 - 59 anos,935
16B1005,Bombarral,1,H,62,55 - 59 anos,419
1500805,Faro,1,H,62,55 - 59 anos,1992
11D1710,Sabrosa,1,H,62,55 - 59 anos,197
11D0409,Torre de Moncorvo,1,H,62,55 - 59 anos,307
11A1318,Trofa,T,HM,82,75 - 79 anos,1205
11A1304,Gondomar,T,HM,82,75 - 79 anos,5656
1190311,Vieira do Minho,T,HM,82,75 - 79 anos,601
1120301,Amares,T,HM,82,75 - 79 anos,614
3003108,Santa Cruz,T,HM,81,70 - 74 anos,1161
3003103,Funchal,T,HM,81,70 - 74 anos,4486
2004801,Lajes das Flores,T,HM,81,70 - 74 anos,68
2004602,Madalena,T,HM,81,70 - 74 anos,226
2004401,Santa Cruz da Graciosa,T,HM,81,70 - 74 anos,188
11A0109,Santa Maria da Feira,T,HM,91,80 - 84 anos,3563
11A0107,Espinho,T,HM,91,80 - 84 anos,1131
1191705,Mondim de Basto,T,HM,91,80 - 84 anos,279
16B1011,Nazaré,2,M,72,65 - 69 anos,522
1500814,Tavira,2,M,72,65 - 69 anos,854
1500806,Lagoa,2,M,72,65 - 69 anos,680
11E0412,Vinhais,2,M,72,65 - 69 anos,288
11D1820,Tarouca,2,M,72,65 - 69 anos,212
1861212,Nisa,2,M,21,10 - 14 anos,114
1861207,Elvas,2,M,21,10 - 14 anos,512
1851415,Salvaterra de Magos,2,M,21,10 - 14 anos,545
1840208,Ferreira do Alentejo,2,M,21,10 - 14 anos,168
1870712,Vendas Novas,2,M,11,0 - 4 anos,211
1870711,Reguengos de Monsaraz,2,M,11,0 - 4 anos,188
1870709,Portel,2,M,11,0 - 4 anos,94
1870707,Mora,2,M,11,0 - 4 anos,56
1870702,Arraiolos,2,M,11,0 - 4 anos,121
1861207,Elvas,2,M,11,0 - 4 anos,369
1861206,Crato,2,M,11,0 - 4 anos,50
1851415,Salvaterra de Magos,2,M,11,0 - 4 anos,374
1851414,Rio Maior,2,M,11,0 - 4 anos,415
16D0110,Ílhavo,T,HM,22,15 - 19 anos,2152
16B1108,Lourinhã,T,HM,22,15 - 19 anos,1481
16B1102,Arruda dos Vinhos,T,HM,22,15 - 19 anos,959
1190311,Vieira do Minho,2,M,82,75 - 79 anos,347
1111608,Valença,2,M,82,75 - 79 anos,405
1111607,Ponte de Lima,2,M,82,75 - 79 anos,1072
2004901,Corvo,2,M,81,70 - 74 anos,10
2004802,Santa Cruz das Flores,2,M,81,70 - 74 anos,45
2004201,Lagoa,2,M,81,70 - 74 anos,249
1870713,Viana do Alentejo,2,M,81,70 - 74 anos,148
1870706,Montemor-o-Novo,2,M,81,70 - 74 anos,563
1120310,Terras de Bouro,2,M,81,70 - 74 anos,184
1120302,Barcelos,2,M,81,70 - 74 anos,2498
1111606,Ponte da Barca,2,M,81,70 - 74 anos,361
3003201,Porto Santo,2,M,72,65 - 69 anos,106
3003105,Ponta do Sol,2,M,72,65 - 69 anos,175
11B1702,Boticas,2,M,52,45 - 49 anos,152
11A1318,Trofa,2,M,52,45 - 49 anos,1672
11A1317,Vila Nova de Gaia,2,M,52,45 - 49 anos,12781
11A1312,Porto,2,M,52,45 - 49 anos,7590
11A0107,Espinho,2,M,52,45 - 49 anos,1195
1190309,Póvoa de Lanhoso,2,M,52,45 - 49 anos,901
