geocod,geodsg,valor,municip,ars,nuts3,aces2,nuts1,nuts2,cod_geo_nuts2002
11C1301,Amarante,63.53,Amarante,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151301
11C1302,Baião,51.51,Baião,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151302
11C0106,Castelo de Paiva,55.61,Castelo de Paiva,Norte,Tâmega e Sousa,ACeS Vale do Sousa Sul,Continente,Norte,1150106
11C0305,Celorico de Basto,47.73,Celorico de Basto,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1150305
11C1804,Cinfães,49.35,Cinfães,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151804
11C1303,Felgueiras,66.96,Felgueiras,Norte,Tâmega e Sousa,ACeS Vale do Sousa Norte,Continente,Norte,1151303
11C1305,Lousada,64.04,Lousada,Norte,Tâmega e Sousa,ACeS Vale do Sousa Norte,Continente,Norte,1151305
11C1307,Marco de Canaveses,63.23,Marco de Canaveses,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151307
11C1309,Paços de Ferreira,70.56,Paços de Ferreira,Norte,Tâmega e Sousa,ACeS Vale do Sousa Norte,Continente,Norte,1151309
11C1311,Penafiel,68.96,Penafiel,Norte,Tâmega e Sousa,ACeS Vale do Sousa Sul,Continente,Norte,1151311
11C1813,Resende,49.43,Resende,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151813
11D1701,Alijó,55.66,Alijó,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171701
11D1801,Armamar,49.49,Armamar,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171801
11D0403,Carrazeda de Ansiães,50.61,Carrazeda de Ansiães,Norte,Douro,ULS Nordeste,Continente,Norte,1170403
11D0404,Freixo de Espada à Cinta,52.42,Freixo de Espada à Cinta,Norte,Douro,ULS Nordeste,Continente,Norte,1170404
11D1805,Lamego,78.95,Lamego,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171805
11D1704,Mesão Frio,59.01,Mesão Frio,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171704
11D1807,Moimenta da Beira,56.49,Moimenta da Beira,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171807
11D1707,Murça,56.44,Murça,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1181707
11D1812,Penedono,49.83,Penedono,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171812
11D1708,Peso da Régua,80.79,Peso da Régua,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171708
11D1710,Sabrosa,54.39,Sabrosa,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171710
11D1711,Santa Marta de Penaguião,51.55,Santa Marta de Penaguião,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171711
11D1815,São João da Pesqueira,55.56,São João da Pesqueira,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171815
11D1818,Sernancelhe,47.36,Sernancelhe,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171818
11D1819,Tabuaço,51.61,Tabuaço,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171819
11D1820,Tarouca,56.93,Tarouca,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171820
11D0409,Torre de Moncorvo,57.69,Torre de Moncorvo,Norte,Douro,ULS Nordeste,Continente,Norte,1170409
11D0914,Vila Nova de Foz Côa,54.49,Vila Nova de Foz Côa,Centro,Douro,ULS Guarda,Continente,Norte,1170914
11D1714,Vila Real,102.53,Vila Real,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171714
11E0401,Alfândega da Fé,53.14,Alfândega da Fé,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180401
11E0402,Bragança,93.75,Bragança,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180402
11E0405,Macedo de Cavaleiros,65.67,Macedo de Cavaleiros,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180405
11E0406,Miranda do Douro,65.19,Miranda do Douro,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180406
11E0407,Mirandela,73.1,Mirandela,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180407
11E0408,Mogadouro,56.45,Mogadouro,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180408
11E0410,Vila Flor,54.41,Vila Flor,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1170410
11E0411,Vimioso,52.91,Vimioso,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180411
11E0412,Vinhais,49,Vinhais,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180412
16B1001,Alcobaça,82.7,Alcobaça,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1001
16B1101,Alenquer,90.69,Alenquer,Lisboa e Vale do Tejo,Oeste,ACeS Estuário do Tejo,Continente,Centro,16B1101
16B1102,Arruda dos Vinhos,99.03,Arruda dos Vinhos,Lisboa e Vale do Tejo,Oeste,ACeS Estuário do Tejo,Continente,Centro,16B1102
16B1005,Bombarral,75.35,Bombarral,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1005
16B1104,Cadaval,66.42,Cadaval,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1104
16B1006,Caldas da Rainha,98.73,Caldas da Rainha,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1006
16B1108,Lourinhã,78.92,Lourinhã,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1108
16B1011,Nazaré,87.41,Nazaré,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1011
16B1012,Óbidos,77.54,Óbidos,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1012
16B1014,Peniche,86.08,Peniche,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1014
16B1112,Sobral de Monte Agraço,77.88,Sobral de Monte Agraço,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1112
16B1113,Torres Vedras,96.89,Torres Vedras,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1113
16D0101,Águeda,77.96,Águeda,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610101
16D0102,Albergaria-a-Velha,73.12,Albergaria-a-Velha,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610102
16D0103,Anadia,70.59,Anadia,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610103
16D0105,Aveiro,134.76,Aveiro,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610105
16D0108,Estarreja,74.75,Estarreja,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610108
16D0110,Ílhavo,82.75,Ílhavo,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610110
16D0112,Murtosa,67.29,Murtosa,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610112
16D0114,Oliveira do Bairro,75.25,Oliveira do Bairro,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610114
16D0115,Ovar,83.52,Ovar,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610115
16D0117,Sever do Vouga,65.81,Sever do Vouga,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610117
16D0118,Vagos,62.68,Vagos,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610118
16E0601,Arganil,61.63,Arganil,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640601
16E0602,Cantanhede,73.51,Cantanhede,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620602
16E0603,Coimbra,144.88,Coimbra,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620603
16E0604,Condeixa-a-Nova,78.45,Condeixa-a-Nova,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620604
16E0605,Figueira da Foz,96.83,Figueira da Foz,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620605
16E0606,Góis,58.99,Góis,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640606
16E0607,Lousã,72.29,Lousã,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640607
16E0111,Mealhada,75.36,Mealhada,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1610111
16E0608,Mira,66.51,Mira,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620608
16E0609,Miranda do Corvo,59.75,Miranda do Corvo,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640609
16E0610,Montemor-o-Velho,72.72,Montemor-o-Velho,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620610
16E1808,Mortágua,62.24,Mortágua,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1651808
16E0611,Oliveira do Hospital,64.59,Oliveira do Hospital,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640611
16E0612,Pampilhosa da Serra,55.59,Pampilhosa da Serra,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640612
16E0613,Penacova,52.84,Penacova,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620613
16E0614,Penela,58.63,Penela,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640614
16E0615,Soure,63.25,Soure,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620615
16E0616,Tábua,60.07,Tábua,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640616
16E0617,Vila Nova de Poiares,63.15,Vila Nova de Poiares,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640617
16F1002,Alvaiázere,58.47,Alvaiázere,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641002
16F1003,Ansião,65.03,Ansião,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641003
16F1004,Batalha,80.68,Batalha,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631004
16F1007,Castanheira de Pêra,59.91,Castanheira de Pêra,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641007
16F1008,Figueiró dos Vinhos,57.07,Figueiró dos Vinhos,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641008
16F1009,Leiria,99.91,Leiria,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631009
16F1010,Marinha Grande,91.56,Marinha Grande,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631010
16F1013,Pedrógão Grande,60.3,Pedrógão Grande,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641013
16F1015,Pombal,73.43,Pombal,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631015
16F1016,Porto de Mós,68.72,Porto de Mós,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631016
16G0901,Aguiar da Beira,52.44,Aguiar da Beira,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1650901
16G1802,Carregal do Sal,60.96,Carregal do Sal,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651802
16G1803,Castro Daire,53.45,Castro Daire,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651803
16G1806,Mangualde,72.09,Mangualde,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651806
16G1809,Nelas,66.52,Nelas,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651809
16G1810,Oliveira de Frades,76.13,Oliveira de Frades,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651810
16G1811,Penalva do Castelo,49.69,Penalva do Castelo,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651811
16G1814,Santa Comba Dão,67.64,Santa Comba Dão,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651814
16G1816,São Pedro do Sul,58.4,São Pedro do Sul,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651816
16G1817,Sátão,52.68,Sátão,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651817
16G1821,Tondela,63.82,Tondela,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651821
16G1822,Vila Nova de Paiva,49.35,Vila Nova de Paiva,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651822
16G1823,Viseu,93.67,Viseu,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651823
16G1824,Vouzela,57.33,Vouzela,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651824
16H0502,Castelo Branco,97.35,Castelo Branco,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690502
16H0505,Idanha-a-Nova,60.14,Idanha-a-Nova,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690505
16H0506,Oleiros,53.53,Oleiros,Centro,Beira Baixa,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660506
16H0507,Penamacor,52.53,Penamacor,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690507
16H0508,Proença-a-Nova,57.24,Proença-a-Nova,Centro,Beira Baixa,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660508
16H0511,Vila Velha de Ródão,69.11,Vila Velha de Ródão,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690511
16I1401,Abrantes,86.01,Abrantes,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1401
16I1402,Alcanena,73,Alcanena,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1402
16I1408,Constância,81.51,Constância,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1408
16I1410,Entroncamento,104.7,Entroncamento,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1410
16I1411,Ferreira do Zêzere,57.92,Ferreira do Zêzere,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1411
16I1413,Mação,66.04,Mação,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,1661413
16I1421,Ourém,71.91,Ourém,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1421
16I1417,Sardoal,66.98,Sardoal,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1417
16I0509,Sertã,64.19,Sertã,Centro,Médio Tejo,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660509
16I1418,Tomar,79.64,Tomar,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1418
16I1419,Torres Novas,93.2,Torres Novas,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1419
16I0510,Vila de Rei,60.11,Vila de Rei,Centro,Médio Tejo,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660510
16I1420,Vila Nova da Barquinha,65.18,Vila Nova da Barquinha,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1420
16J0902,Almeida,69.22,Almeida,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680902
16J0501,Belmonte,65.15,Belmonte,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,Continente,Centro,16A0501
16J0903,Celorico da Beira,56.72,Celorico da Beira,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680903
16J0503,Covilhã,84.62,Covilhã,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,Continente,Centro,16A0503
16J0904,Figueira de Castelo Rodrigo,68.01,Figueira de Castelo Rodrigo,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680904
16J0905,Fornos de Algodres,53.56,Fornos de Algodres,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1670905
16J0504,Fundão,71.96,Fundão,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,Continente,Centro,16A0504
16J0906,Gouveia,61.93,Gouveia,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1670906
16J0907,Guarda,94.69,Guarda,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680907
16J0908,Manteigas,56.43,Manteigas,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680908
16J0909,Mêda,52.88,Mêda,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680909
16J0910,Pinhel,60.25,Pinhel,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680910
16J0911,Sabugal,53.24,Sabugal,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680911
16J0912,Seia,67.74,Seia,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1670912
16J0913,Trancoso,58.57,Trancoso,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680913
1701502,Alcochete,132.58,Alcochete,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,Continente,Área Metropolitana de Lisboa,1721502
1701503,Almada,122.15,Almada,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Almada/Seixal,Continente,Área Metropolitana de Lisboa,1721503
1701115,Amadora,115.76,Amadora,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Amadora,Continente,Área Metropolitana de Lisboa,1711115
1701504,Barreiro,104.88,Barreiro,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,Continente,Área Metropolitana de Lisboa,1721504
1701105,Cascais,150.63,Cascais,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Cascais,Continente,Área Metropolitana de Lisboa,1711105
1701106,Lisboa,232.54,Lisboa,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Lisboa Norte + Lisboa Central,Continente,Área Metropolitana de Lisboa,1711106
1701107,Loures,121.6,Loures,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Loures/Odivelas,Continente,Área Metropolitana de Lisboa,1711107
1701109,Mafra,109.65,Mafra,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Oeste Sul,Continente,Área Metropolitana de Lisboa,1711109
1701506,Moita,81.37,Moita,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,Continente,Área Metropolitana de Lisboa,1721506
1701507,Montijo,136.85,Montijo,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,Continente,Área Metropolitana de Lisboa,1721507
1701116,Odivelas,94.2,Odivelas,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Loures/Odivelas,Continente,Área Metropolitana de Lisboa,1711116
1701110,Oeiras,185.27,Oeiras,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,Lisboa Ocidental/Oeiras,Continente,Área Metropolitana de Lisboa,1711110
1701508,Palmela,102.84,Palmela,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arrábida,Continente,Área Metropolitana de Lisboa,1721508
1701510,Seixal,93.23,Seixal,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Almada/Seixal,Continente,Área Metropolitana de Lisboa,1721510
1701511,Sesimbra,94.85,Sesimbra,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arrábida,Continente,Área Metropolitana de Lisboa,1721511
1701512,Setúbal,108.99,Setúbal,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arrábida,Continente,Área Metropolitana de Lisboa,1721512
1701111,Sintra,93.33,Sintra,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Sintra,Continente,Área Metropolitana de Lisboa,1711111
1701114,Vila Franca de Xira,103.12,Vila Franca de Xira,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Estuário do Tejo,Continente,Área Metropolitana de Lisboa,1711114
1811501,Alcácer do Sal,83.3,Alcácer do Sal,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811501
1811505,Grândola,99.14,Grândola,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811505
1810211,Odemira,73.31,Odemira,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1810211
1811509,Santiago do Cacém,100.23,Santiago do Cacém,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811509
1811513,Sines,132.62,Sines,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811513
1840201,Aljustrel,77.47,Aljustrel,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840201
