geocod,geodsg,dim_3,dim_3_t,dim_4,dim_4_t,valor
2004901,Corvo,T,HM,31,20 - 24 anos,20
3003101,Calheta,T,HM,31,20 - 24 anos,675
3003104,Machico,T,HM,31,20 - 24 anos,1263
16I1417,Sardoal,T,HM,12,5 - 9 anos,113
16J0908,Manteigas,T,HM,12,5 - 9 anos,66
16J0912,Seia,T,HM,12,5 - 9 anos,741
11A1313,Póvoa de Varzim,T,HM,22,15 - 19 anos,3633
16G1817,Sátão,1,H,51,40 - 44 anos,382
16G1822,Vila Nova de Paiva,1,H,51,40 - 44 anos,133
16H0505,Idanha-a-Nova,1,H,51,40 - 44 anos,252
16I1417,Sardoal,1,H,51,40 - 44 anos,155
16J0905,Fornos de Algodres,1,H,52,45 - 49 anos,147
3003201,Porto Santo,1,H,61,50 - 54 anos,168
16G1814,Santa Comba Dão,1,H,42,35 - 39 anos,287
16H0505,Idanha-a-Nova,1,H,42,35 - 39 anos,181
16J0503,Covilhã,1,H,51,40 - 44 anos,1556
16J0902,Almeida,1,H,51,40 - 44 anos,180
16J0910,Pinhel,1,H,51,40 - 44 anos,250
16J0912,Seia,1,H,52,45 - 49 anos,647
1701106,Lisboa,1,H,52,45 - 49 anos,17799
1701111,Sintra,1,H,52,45 - 49 anos,15278
16J0504,Fundão,1,H,61,50 - 54 anos,893
16J0903,Celorico da Beira,1,H,61,50 - 54 anos,221
16I0509,Sertã,1,H,42,35 - 39 anos,398
16I1413,Mação,1,H,42,35 - 39 anos,161
16I1418,Tomar,1,H,42,35 - 39 anos,955
16J0902,Almeida,1,H,42,35 - 39 anos,140
1701115,Amadora,1,H,51,40 - 44 anos,6268
1811505,Grândola,1,H,51,40 - 44 anos,648
1840201,Aljustrel,1,H,51,40 - 44 anos,260
1840205,Beja,1,H,52,45 - 49 anos,1264
16G1803,Castro Daire,T,HM,81,70 - 74 anos,884
16I1401,Abrantes,T,HM,82,75 - 79 anos,1777
16I1418,Tomar,T,HM,82,75 - 79 anos,1869
16I1420,Vila Nova da Barquinha,T,HM,82,75 - 79 anos,391
16J0903,Celorico da Beira,T,HM,82,75 - 79 anos,375
11C0106,Castelo de Paiva,2,M,T,Total,7893
16J0903,Celorico da Beira,2,M,62,55 - 59 anos,272
11A1304,Gondomar,2,M,72,65 - 69 anos,5725
11A1315,Valongo,2,M,72,65 - 69 anos,3093
11A1318,Trofa,2,M,72,65 - 69 anos,1255
11B1709,Ribeira de Pena,2,M,72,65 - 69 anos,198
1861214,Portalegre,2,M,72,65 - 69 anos,854
1870707,Mora,2,M,72,65 - 69 anos,172
16I0510,Vila de Rei,2,M,61,50 - 54 anos,88
16B1012,Óbidos,1,H,61,50 - 54 anos,397
16B1102,Arruda dos Vinhos,1,H,61,50 - 54 anos,516
11C1302,Baião,1,H,42,35 - 39 anos,582
11C1307,Marco de Canaveses,1,H,42,35 - 39 anos,1554
11D0403,Carrazeda de Ansiães,1,H,42,35 - 39 anos,133
11E0406,Miranda do Douro,1,H,51,40 - 44 anos,199
1500807,Lagos,1,H,51,40 - 44 anos,1064
11E0411,Vimioso,2,M,12,5 - 9 anos,76
16E0614,Penela,1,H,91,80 - 84 anos,134
16F1003,Ansião,1,H,91,80 - 84 anos,247
16G1824,Vouzela,1,H,92,85 e mais anos,190
16H0502,Castelo Branco,1,H,92,85 e mais anos,764
16H0506,Oleiros,1,H,92,85 e mais anos,177
16H0511,Vila Velha de Ródão,1,H,92,85 e mais anos,105
16I1402,Alcanena,1,H,92,85 e mais anos,207
16I1410,Entroncamento,1,H,92,85 e mais anos,206
16I1413,Mação,1,H,92,85 e mais anos,224
16J0905,Fornos de Algodres,2,M,11,0 - 4 anos,66
16J0913,Trancoso,2,M,11,0 - 4 anos,109
16E0608,Mira,2,M,12,5 - 9 anos,226
16E0609,Miranda do Corvo,2,M,12,5 - 9 anos,210
16E0610,Montemor-o-Velho,2,M,12,5 - 9 anos,523
16H0506,Oleiros,1,H,91,80 - 84 anos,128
16I0509,Sertã,1,H,91,80 - 84 anos,266
16J0504,Fundão,1,H,92,85 e mais anos,513
16J0912,Seia,1,H,92,85 e mais anos,221
1701109,Mafra,1,H,92,85 e mais anos,726
11C1804,Cinfães,T,HM,62,55 - 59 anos,1465
11D0914,Vila Nova de Foz Côa,T,HM,62,55 - 59 anos,435
16I1402,Alcanena,T,HM,62,55 - 59 anos,932
16I1410,Entroncamento,T,HM,62,55 - 59 anos,1647
16I1413,Mação,T,HM,62,55 - 59 anos,475
3,Região Autónoma da Madeira,T,HM,42,35 - 39 anos,17262
1,Continente,T,HM,52,45 - 49 anos,763202
3,Região Autónoma da Madeira,T,HM,82,75 - 79 anos,8387
20,Região Autónoma dos Açores,T,HM,22,15 - 19 anos,14521
18,Alentejo,T,HM,41,30 - 34 anos,36005
17,Área Metropolitana de Lisboa,T,HM,11,0 - 4 anos,147155
11,Norte,T,HM,22,15 - 19 anos,187034
15,Algarve,T,HM,22,15 - 19 anos,23202
PT,Portugal,T,HM,11,0 - 4 anos,436034
3,Região Autónoma da Madeira,T,HM,11,0 - 4 anos,9583
150,Algarve,T,HM,21,10 - 14 anos,23421
170,Área Metropolitana de Lisboa,T,HM,21,10 - 14 anos,158562
187,Alentejo Central,T,HM,21,10 - 14 anos,6448
300,Região Autónoma da Madeira,T,HM,21,10 - 14 anos,12768
16B,Oeste,T,HM,22,15 - 19 anos,19590
16G,Viseu Dão Lafões,T,HM,22,15 - 19 anos,12906
181,Alentejo Litoral,T,HM,22,15 - 19 anos,4258
20,Região Autónoma dos Açores,T,HM,51,40 - 44 anos,19879
20,Região Autónoma dos Açores,T,HM,61,50 - 54 anos,16619
2004202,Nordeste,T,HM,52,45 - 49 anos,361
2004205,Ribeira Grande,T,HM,52,45 - 49 anos,2382
2004502,Velas,T,HM,52,45 - 49 anos,398
16F1002,Alvaiázere,T,HM,41,30 - 34 anos,413
16F1008,Figueiró dos Vinhos,T,HM,41,30 - 34 anos,294
16G1824,Vouzela,T,HM,42,35 - 39 anos,520
16I0509,Sertã,T,HM,42,35 - 39 anos,820
16I0510,Vila de Rei,T,HM,42,35 - 39 anos,229
16I1417,Sardoal,T,HM,42,35 - 39 anos,226
16I1419,Torres Novas,T,HM,42,35 - 39 anos,2174
16J0501,Belmonte,T,HM,42,35 - 39 anos,363
11D1711,Santa Marta de Penaguião,T,HM,32,25 - 29 anos,328
11D1815,São João da Pesqueira,T,HM,32,25 - 29 anos,462
11D1818,Sernancelhe,T,HM,32,25 - 29 anos,388
1500810,Olhão,T,HM,21,10 - 14 anos,2475
1500815,Vila do Bispo,T,HM,21,10 - 14 anos,187
1861202,Arronches,T,HM,22,15 - 19 anos,86
1861209,Gavião,T,HM,22,15 - 19 anos,93
1861213,Ponte de Sor,T,HM,22,15 - 19 anos,709
11E0402,Bragança,T,HM,12,5 - 9 anos,1219
11E0406,Miranda do Douro,T,HM,12,5 - 9 anos,170
11E0411,Vimioso,T,HM,12,5 - 9 anos,156
11E0412,Vinhais,T,HM,12,5 - 9 anos,175
1500804,Castro Marim,T,HM,12,5 - 9 anos,203
1500806,Lagoa,T,HM,12,5 - 9 anos,998
1500811,Portimão,T,HM,12,5 - 9 anos,2876
16B1108,Lourinhã,T,HM,21,10 - 14 anos,1336
16D0118,Vagos,T,HM,21,10 - 14 anos,1094
1851407,Chamusca,T,HM,21,10 - 14 anos,360
16I1408,Constância,2,M,61,50 - 54 anos,165
16J0908,Manteigas,2,M,62,55 - 59 anos,115
16J0911,Sabugal,2,M,62,55 - 59 anos,425
1190307,Fafe,2,M,71,60 - 64 anos,1872
11A0116,São João da Madeira,2,M,71,60 - 64 anos,922
2004502,Velas,2,M,72,65 - 69 anos,149
2004601,Lajes do Pico,2,M,72,65 - 69 anos,142
16I1411,Ferreira do Zêzere,2,M,61,50 - 54 anos,257
1870704,Estremoz,T,HM,92,85 e mais anos,939
1870705,Évora,T,HM,92,85 e mais anos,1846
1870709,Portel,T,HM,92,85 e mais anos,312
2004201,Lagoa,T,HM,92,85 e mais anos,229
1701503,Almada,T,HM,81,70 - 74 anos,9809
1851103,Azambuja,T,HM,82,75 - 79 anos,1049
1851404,Alpiarça,T,HM,82,75 - 79 anos,368
1851415,Salvaterra de Magos,T,HM,82,75 - 79 anos,1024
1861211,Monforte,T,HM,91,80 - 84 anos,174
2004502,Velas,T,HM,92,85 e mais anos,115
2004601,Lajes do Pico,T,HM,92,85 e mais anos,173
2004802,Santa Cruz das Flores,T,HM,92,85 e mais anos,45
1840207,Cuba,T,HM,81,70 - 74 anos,225
1701116,Odivelas,2,M,11,0 - 4 anos,4672
1701511,Sesimbra,2,M,11,0 - 4 anos,1164
16E0617,Vila Nova de Poiares,1,H,82,75 - 79 anos,116
16G1810,Oliveira de Frades,1,H,82,75 - 79 anos,185
16I0510,Vila de Rei,1,H,91,80 - 84 anos,87
16I1408,Constância,1,H,91,80 - 84 anos,69
1811509,Santiago do Cacém,1,H,92,85 e mais anos,433
1840204,Barrancos,1,H,92,85 e mais anos,23
1840201,Aljustrel,2,M,11,0 - 4 anos,170
1851404,Alpiarça,2,M,11,0 - 4 anos,111
1851406,Cartaxo,2,M,11,0 - 4 anos,441
16H0506,Oleiros,1,H,82,75 - 79 anos,140
16I0509,Sertã,1,H,82,75 - 79 anos,329
16I1401,Abrantes,1,H,82,75 - 79 anos,735
16I1402,Alcanena,1,H,82,75 - 79 anos,288
16J0910,Pinhel,1,H,91,80 - 84 anos,221
1701109,Mafra,1,H,91,80 - 84 anos,896
1701507,Montijo,1,H,91,80 - 84 anos,582
1840207,Cuba,1,H,92,85 e mais anos,61
1851416,Santarém,1,H,92,85 e mais anos,735
1851414,Rio Maior,2,M,11,0 - 4 anos,444
1861202,Arronches,2,M,11,0 - 4 anos,42
1861208,Fronteira,2,M,11,0 - 4 anos,40
1500813,Silves,2,M,61,50 - 54 anos,1232
16D0101,Águeda,T,HM,T,Total,46349
16D0103,Anadia,T,HM,T,Total,27366
16D0108,Estarreja,T,HM,T,Total,26147
16D0118,Vagos,T,HM,T,Total,22981
16E0608,Mira,T,HM,T,Total,11877
2004401,Santa Cruz da Graciosa,1,H,T,Total,2022
2004501,Calheta,1,H,T,Total,1555
1190308,Guimarães,T,HM,T,Total,151621
11C1311,Penafiel,1,H,31,20 - 24 anos,2338
11D0403,Carrazeda de Ansiães,1,H,31,20 - 24 anos,120
11D0409,Torre de Moncorvo,1,H,31,20 - 24 anos,177
11D1710,Sabrosa,1,H,31,20 - 24 anos,159
11D1711,Santa Marta de Penaguião,1,H,31,20 - 24 anos,177
2004206,Vila Franca do Campo,1,H,31,20 - 24 anos,431
2004302,Vila da Praia da Vitória,1,H,31,20 - 24 anos,643
2004802,Santa Cruz das Flores,1,H,31,20 - 24 anos,62
3003105,Ponta do Sol,1,H,31,20 - 24 anos,318
3003108,Santa Cruz,1,H,31,20 - 24 anos,1425
1190314,Vizela,1,H,41,30 - 34 anos,785
1811513,Sines,1,H,21,10 - 14 anos,302
11D1807,Moimenta da Beira,1,H,31,20 - 24 anos,348
1111601,Arcos de Valdevez,T,HM,72,65 - 69 anos,1337
1111605,Paredes de Coura,T,HM,72,65 - 69 anos,490
1120303,Braga,T,HM,72,65 - 69 anos,10358
1120313,Vila Verde,T,HM,72,65 - 69 anos,2380
1500811,Portimão,T,HM,81,70 - 74 anos,2957
16B1104,Cadaval,T,HM,81,70 - 74 anos,765
16B1112,Sobral de Monte Agraço,T,HM,81,70 - 74 anos,507
16B1113,Torres Vedras,T,HM,81,70 - 74 anos,3948
1861207,Elvas,T,HM,61,50 - 54 anos,1504
1861213,Ponte de Sor,T,HM,61,50 - 54 anos,1079
1861214,Portalegre,T,HM,61,50 - 54 anos,1479
1500809,Monchique,T,HM,71,60 - 64 anos,402
16B1005,Bombarral,T,HM,71,60 - 64 anos,825
16B1104,Cadaval,T,HM,71,60 - 64 anos,937
16D0101,Águeda,T,HM,71,60 - 64 anos,3272
16J0908,Manteigas,1,H,12,5 - 9 anos,29
1701105,Cascais,1,H,12,5 - 9 anos,5758
1701511,Sesimbra,1,H,12,5 - 9 anos,1354
11E0408,Mogadouro,1,H,12,5 - 9 anos,109
11E0412,Vinhais,1,H,12,5 - 9 anos,86
1500801,Albufeira,1,H,12,5 - 9 anos,1062
1500803,Aljezur,1,H,12,5 - 9 anos,108
1500808,Loulé,1,H,12,5 - 9 anos,1597
16B1011,Nazaré,1,H,12,5 - 9 anos,335
16B1012,Óbidos,1,H,12,5 - 9 anos,246
16D0105,Aveiro,1,H,12,5 - 9 anos,1865
16D0112,Murtosa,1,H,12,5 - 9 anos,210
1701115,Amadora,2,M,51,40 - 44 anos,7204
1701512,Setúbal,2,M,51,40 - 44 anos,4620
1840210,Moura,2,M,52,45 - 49 anos,463
1851412,Golegã,2,M,52,45 - 49 anos,195
1861204,Campo Maior,2,M,52,45 - 49 anos,307
16I0510,Vila de Rei,2,M,41,30 - 34 anos,114
16I1401,Abrantes,2,M,41,30 - 34 anos,778
11,Norte,1,H,51,40 - 44 anos,123812
15,Algarve,1,H,51,40 - 44 anos,16234
17,Área Metropolitana de Lisboa,1,H,51,40 - 44 anos,102149
18,Alentejo,1,H,51,40 - 44 anos,25010
15,Algarve,1,H,52,45 - 49 anos,16587
16,Centro,1,H,52,45 - 49 anos,79576
17,Área Metropolitana de Lisboa,1,H,52,45 - 49 anos,106977
15,Algarve,1,H,61,50 - 54 anos,14709
15,Algarve,1,H,62,55 - 59 anos,13796
30,Região Autónoma da Madeira,1,H,72,65 - 69 anos,5974
30,Região Autónoma da Madeira,1,H,82,75 - 79 anos,2950
15,Algarve,1,H,91,80 - 84 anos,6067
20,Região Autónoma dos Açores,2,M,11,0 - 4 anos,5209
15,Algarve,2,M,21,10 - 14 anos,11643
16D,Região de Aveiro,1,H,21,10 - 14 anos,8584
16F,Região de Leiria,1,H,21,10 - 14 anos,6818
11A,Área Metropolitana do Porto,T,HM,71,60 - 64 anos,120849
184,Baixo Alentejo,T,HM,71,60 - 64 anos,8076
112,Cávado,T,HM,72,65 - 69 anos,22855
11B,Alto Tâmega,T,HM,72,65 - 69 anos,6126
16B,Oeste,T,HM,72,65 - 69 anos,21577
119,Ave,T,HM,81,70 - 74 anos,19394
11A,Área Metropolitana do Porto,T,HM,81,70 - 74 anos,95205
16B,Oeste,T,HM,81,70 - 74 anos,18763
16H,Beira Baixa,T,HM,81,70 - 74 anos,4883
11B,Alto Tâmega,T,HM,82,75 - 79 anos,4922
16I1401,Abrantes,1,H,71,60 - 64 anos,1304
16I1417,Sardoal,1,H,71,60 - 64 anos,115
16I1420,Vila Nova da Barquinha,1,H,71,60 - 64 anos,219
16I1421,Ourém,1,H,71,60 - 64 anos,1459
16E0606,Góis,1,H,81,70 - 74 anos,83
16E0610,Montemor-o-Velho,1,H,81,70 - 74 anos,593
16E0611,Oliveira do Hospital,1,H,81,70 - 74 anos,495
16E0617,Vila Nova de Poiares,1,H,81,70 - 74 anos,130
16F1002,Alvaiázere,1,H,81,70 - 74 anos,175
11A0113,Oliveira de Azeméis,1,H,62,55 - 59 anos,2580
11A1312,Porto,1,H,62,55 - 59 anos,6783
11D0914,Vila Nova de Foz Côa,1,H,71,60 - 64 anos,239
16G1803,Castro Daire,1,H,81,70 - 74 anos,383
16G1806,Mangualde,1,H,81,70 - 74 anos,541
16G1811,Penalva do Castelo,1,H,81,70 - 74 anos,189
16H0502,Castelo Branco,1,H,81,70 - 74 anos,1473
11C1309,Paços de Ferreira,1,H,62,55 - 59 anos,2204
11D1704,Mesão Frio,1,H,62,55 - 59 anos,168
11D1801,Armamar,1,H,62,55 - 59 anos,251
11A0109,Santa Maria da Feira,2,M,32,25 - 29 anos,3752
1840205,Beja,2,M,32,25 - 29 anos,754
1840207,Cuba,2,M,32,25 - 29 anos,143
1840214,Vidigueira,2,M,32,25 - 29 anos,159
1861208,Fronteira,2,M,21,10 - 14 anos,59
1870706,Montemor-o-Novo,2,M,21,10 - 14 anos,272
1870708,Mourão,2,M,21,10 - 14 anos,61
16B1012,Óbidos,2,M,31,20 - 24 anos,326
16G,Viseu Dão Lafões,2,M,12,5 - 9 anos,4634
200,Região Autónoma dos Açores,2,M,12,5 - 9 anos,5891
111,Alto Minho,2,M,21,10 - 14 anos,4616
16B,Oeste,2,M,21,10 - 14 anos,8665
16D,Região de Aveiro,2,M,21,10 - 14 anos,8188
