geocod,geodsg,dim_3,dim_3_t,dim_4,dim_4_t,valor
16E0606,Góis,T,HM,81,70 - 74 anos,244
16D0118,Vagos,T,HM,81,70 - 74 anos,1138
16H0508,Proença-a-Nova,T,HM,92,85 e mais anos,568
16G1806,Mangualde,T,HM,92,85 e mais anos,725
16F1016,Porto de Mós,T,HM,92,85 e mais anos,777
16E0614,Penela,T,HM,92,85 e mais anos,300
16E0611,Oliveira do Hospital,T,HM,92,85 e mais anos,853
16D0118,Vagos,T,HM,92,85 e mais anos,674
185,Lezíria do Tejo,2,M,31,20 - 24 anos,5720
11E,Terras de Trás-os-Montes,2,M,31,20 - 24 anos,2473
11B,Alto Tâmega,2,M,31,20 - 24 anos,2158
112,Cávado,2,M,31,20 - 24 anos,11806
2,Região Autónoma dos Açores,1,H,12,5 - 9 anos,6819
PT,Portugal,2,M,T,Total,5423335
PT,Portugal,2,M,32,25 - 29 anos,274677
PT,Portugal,1,H,82,75 - 79 anos,178645
16F,Região de Leiria,T,HM,T,Total,286309
16E,Região de Coimbra,T,HM,T,Total,436948
1111610,Vila Nova de Cerveira,1,H,31,20 - 24 anos,231
3003201,Porto Santo,1,H,22,15 - 19 anos,149
3003105,Ponta do Sol,1,H,22,15 - 19 anos,321
2004302,Vila da Praia da Vitória,1,H,22,15 - 19 anos,636
1870713,Viana do Alentejo,1,H,22,15 - 19 anos,150
1870712,Vendas Novas,1,H,22,15 - 19 anos,278
1111601,Arcos de Valdevez,1,H,21,10 - 14 anos,437
3003110,São Vicente,1,H,12,5 - 9 anos,101
2004801,Lajes das Flores,1,H,12,5 - 9 anos,35
2004701,Horta,1,H,12,5 - 9 anos,365
1870714,Vila Viçosa,1,H,12,5 - 9 anos,167
1870703,Borba,1,H,12,5 - 9 anos,115
187,Alentejo Central,2,M,22,15 - 19 anos,3597
185,Lezíria do Tejo,2,M,22,15 - 19 anos,6274
11D,Douro,2,M,22,15 - 19 anos,5122
119,Ave,2,M,22,15 - 19 anos,11975
1861209,Gavião,2,M,21,10 - 14 anos,41
1861206,Crato,2,M,21,10 - 14 anos,33
1861204,Campo Maior,2,M,21,10 - 14 anos,170
1851414,Rio Maior,2,M,21,10 - 14 anos,508
16F1008,Figueiró dos Vinhos,2,M,62,55 - 59 anos,261
16E0608,Mira,2,M,62,55 - 59 anos,437
16E0603,Coimbra,2,M,62,55 - 59 anos,5654
16E0111,Mealhada,2,M,62,55 - 59 anos,762
16D0115,Ovar,2,M,62,55 - 59 anos,2197
11B1702,Boticas,2,M,81,70 - 74 anos,175
11A1314,Santo Tirso,2,M,81,70 - 74 anos,1938
1120301,Amares,2,M,81,70 - 74 anos,423
1111609,Viana do Castelo,2,M,81,70 - 74 anos,2431
16G1821,Tondela,T,HM,31,20 - 24 anos,1333
16G1814,Santa Comba Dão,T,HM,31,20 - 24 anos,574
16G1802,Carregal do Sal,T,HM,31,20 - 24 anos,565
16F1009,Leiria,T,HM,31,20 - 24 anos,6711
16F1003,Ansião,T,HM,31,20 - 24 anos,596
16E0613,Penacova,T,HM,31,20 - 24 anos,686
2004801,Lajes das Flores,T,HM,12,5 - 9 anos,60
2004502,Velas,T,HM,12,5 - 9 anos,204
2004501,Calheta,T,HM,12,5 - 9 anos,134
2004201,Lagoa,T,HM,12,5 - 9 anos,918
1870706,Montemor-o-Novo,T,HM,12,5 - 9 anos,548
1870703,Borba,T,HM,12,5 - 9 anos,242
16F,Região de Leiria,1,H,82,75 - 79 anos,5511
186,Alto Alentejo,1,H,81,70 - 74 anos,2575
150,Algarve,T,HM,72,65 - 69 anos,25535
300,Região Autónoma da Madeira,T,HM,71,60 - 64 anos,14972
170,Área Metropolitana de Lisboa,T,HM,71,60 - 64 anos,170998
16F,Região de Leiria,T,HM,71,60 - 64 anos,18527
11B,Alto Tâmega,T,HM,71,60 - 64 anos,6496
11A,Área Metropolitana do Porto,T,HM,71,60 - 64 anos,115498
112,Cávado,T,HM,71,60 - 64 anos,24760
16H,Beira Baixa,T,HM,62,55 - 59 anos,5919
1870701,Alandroal,1,H,22,15 - 19 anos,101
1861212,Nisa,1,H,22,15 - 19 anos,134
1861204,Campo Maior,1,H,22,15 - 19 anos,243
1861203,Avis,1,H,22,15 - 19 anos,71
1861201,Alter do Chão,1,H,22,15 - 19 anos,80
1851403,Almeirim,1,H,22,15 - 19 anos,666
16F1013,Pedrógão Grande,1,H,12,5 - 9 anos,73
16E1808,Mortágua,1,H,12,5 - 9 anos,168
16E0615,Soure,1,H,12,5 - 9 anos,324
16E0607,Lousã,1,H,12,5 - 9 anos,433
16E0601,Arganil,1,H,12,5 - 9 anos,177
16B1014,Peniche,1,H,12,5 - 9 anos,663
16H,Beira Baixa,1,H,81,70 - 74 anos,2172
16F,Região de Leiria,1,H,81,70 - 74 anos,6366
16E,Região de Coimbra,1,H,81,70 - 74 anos,10777
16D0114,Oliveira do Bairro,T,HM,81,70 - 74 anos,1136
16D0103,Anadia,T,HM,81,70 - 74 anos,1595
16B1113,Torres Vedras,T,HM,81,70 - 74 anos,4003
16B1011,Nazaré,T,HM,81,70 - 74 anos,849
1500808,Loulé,T,HM,81,70 - 74 anos,3281
11E0408,Mogadouro,T,HM,81,70 - 74 anos,552
11D1815,São João da Pesqueira,T,HM,81,70 - 74 anos,309
11D1807,Moimenta da Beira,T,HM,81,70 - 74 anos,517
11D1704,Mesão Frio,T,HM,81,70 - 74 anos,173
2004901,Corvo,T,HM,T,Total,462
2004205,Ribeira Grande,T,HM,T,Total,32721
2004202,Nordeste,T,HM,T,Total,4907
1870712,Vendas Novas,T,HM,T,Total,11381
1870711,Reguengos de Monsaraz,T,HM,T,Total,10128
1870710,Redondo,T,HM,T,Total,6475
1870704,Estremoz,T,HM,T,Total,12975
1870703,Borba,T,HM,T,Total,6879
1861215,Sousel,T,HM,T,Total,4536
16D0110,Ílhavo,T,HM,92,85 e mais anos,795
16D0103,Anadia,T,HM,92,85 e mais anos,1143
16B1101,Alenquer,T,HM,92,85 e mais anos,985
16B1011,Nazaré,T,HM,92,85 e mais anos,370
16B1006,Caldas da Rainha,T,HM,92,85 e mais anos,1553
11E0406,Miranda do Douro,T,HM,92,85 e mais anos,413
11D0914,Vila Nova de Foz Côa,T,HM,92,85 e mais anos,385
11C1303,Felgueiras,T,HM,81,70 - 74 anos,2017
11B1713,Vila Pouca de Aguiar,T,HM,81,70 - 74 anos,813
11B1712,Valpaços,T,HM,81,70 - 74 anos,1090
11A1318,Trofa,T,HM,81,70 - 74 anos,1652
185,Lezíria do Tejo,2,M,21,10 - 14 anos,5828
16D,Região de Aveiro,2,M,21,10 - 14 anos,8445
112,Cávado,T,HM,T,Total,403953
111,Alto Minho,T,HM,T,Total,232178
300,Região Autónoma da Madeira,T,HM,92,85 e mais anos,4353
16I1410,Entroncamento,2,M,61,50 - 54 anos,889
16H0506,Oleiros,2,M,61,50 - 54 anos,183
16H0505,Idanha-a-Nova,2,M,61,50 - 54 anos,213
16G1823,Viseu,2,M,61,50 - 54 anos,3559
16G1809,Nelas,2,M,61,50 - 54 anos,514
16F1010,Marinha Grande,2,M,61,50 - 54 anos,1452
16F1008,Figueiró dos Vinhos,2,M,61,50 - 54 anos,201
16E0616,Tábua,2,M,61,50 - 54 anos,452
16E0612,Pampilhosa da Serra,2,M,61,50 - 54 anos,128
1190309,Póvoa de Lanhoso,2,M,51,40 - 44 anos,862
1120303,Braga,2,M,51,40 - 44 anos,8205
1111604,Monção,2,M,51,40 - 44 anos,582
1111603,Melgaço,2,M,51,40 - 44 anos,229
1111602,Caminha,2,M,51,40 - 44 anos,581
3003104,Machico,2,M,42,35 - 39 anos,651
1870705,Évora,2,M,31,20 - 24 anos,1232
1861212,Nisa,2,M,31,20 - 24 anos,154
1851416,Santarém,2,M,31,20 - 24 anos,1336
1701506,Moita,2,M,91,80 - 84 anos,1038
1701503,Almada,2,M,91,80 - 84 anos,3688
1701115,Amadora,2,M,91,80 - 84 anos,3615
1701109,Mafra,2,M,91,80 - 84 anos,1221
1701106,Lisboa,2,M,91,80 - 84 anos,14895
16J0912,Seia,2,M,91,80 - 84 anos,655
16E0606,Góis,T,HM,11,0 - 4 anos,127
16D0114,Oliveira do Bairro,T,HM,11,0 - 4 anos,957
16D0110,Ílhavo,T,HM,11,0 - 4 anos,1610
16G1822,Vila Nova de Paiva,2,M,31,20 - 24 anos,133
16F1002,Alvaiázere,2,M,31,20 - 24 anos,154
16E1808,Mortágua,2,M,31,20 - 24 anos,189
16E0607,Lousã,2,M,31,20 - 24 anos,473
16E0604,Condeixa-a-Nova,2,M,31,20 - 24 anos,393
16D0115,Ovar,2,M,31,20 - 24 anos,1514
16D0114,Oliveira do Bairro,2,M,31,20 - 24 anos,660
1811501,Alcácer do Sal,2,M,12,5 - 9 anos,238
1701115,Amadora,2,M,12,5 - 9 anos,4730
1701109,Mafra,2,M,12,5 - 9 anos,2590
16J0912,Seia,2,M,12,5 - 9 anos,359
16I1419,Torres Novas,2,M,12,5 - 9 anos,746
16H0506,Oleiros,2,M,12,5 - 9 anos,49
16H0505,Idanha-a-Nova,2,M,42,35 - 39 anos,220
16F1010,Marinha Grande,2,M,42,35 - 39 anos,1523
1840206,Castro Verde,T,HM,91,80 - 84 anos,318
1811501,Alcácer do Sal,T,HM,91,80 - 84 anos,645
1701511,Sesimbra,T,HM,91,80 - 84 anos,1260
150,Algarve,1,H,72,65 - 69 anos,12193
16E,Região de Coimbra,T,HM,61,50 - 54 anos,32556
150,Algarve,T,HM,61,50 - 54 anos,30679
11C,Tâmega e Sousa,T,HM,61,50 - 54 anos,34280
300,Região Autónoma da Madeira,T,HM,52,45 - 49 anos,19946
181,Alentejo Litoral,T,HM,52,45 - 49 anos,5932
111,Alto Minho,T,HM,52,45 - 49 anos,16629
300,Região Autónoma da Madeira,T,HM,42,35 - 39 anos,18611
3003104,Machico,1,H,31,20 - 24 anos,667
2004801,Lajes das Flores,1,H,31,20 - 24 anos,58
2004701,Horta,1,H,31,20 - 24 anos,432
2004205,Ribeira Grande,1,H,31,20 - 24 anos,1308
2004202,Nordeste,1,H,31,20 - 24 anos,168
2004201,Lagoa,1,H,31,20 - 24 anos,560
1851414,Rio Maior,T,HM,T,Total,20437
1851409,Coruche,T,HM,T,Total,17980
1840201,Aljustrel,T,HM,T,Total,8396
1811513,Sines,T,HM,T,Total,13662
1811501,Alcácer do Sal,T,HM,T,Total,11853
1701504,Barreiro,T,HM,T,Total,75715
1701111,Sintra,T,HM,T,Total,386038
1701107,Loures,T,HM,T,Total,209442
16J0912,Seia,T,HM,T,Total,22742
11C1813,Resende,T,HM,92,85 e mais anos,388
11C1307,Marco de Canaveses,T,HM,92,85 e mais anos,914
11B1702,Boticas,T,HM,92,85 e mais anos,347
11A1317,Vila Nova de Gaia,T,HM,92,85 e mais anos,5826
11A1310,Paredes,T,HM,92,85 e mais anos,1112
11A1304,Gondomar,T,HM,92,85 e mais anos,3011
1190312,Vila Nova de Famalicão,T,HM,92,85 e mais anos,2429
1190304,Cabeceiras de Basto,T,HM,92,85 e mais anos,524
1111610,Vila Nova de Cerveira,T,HM,92,85 e mais anos,297
2004801,Lajes das Flores,T,HM,72,65 - 69 anos,84
2004701,Horta,T,HM,72,65 - 69 anos,735
2004601,Lajes do Pico,T,HM,72,65 - 69 anos,298
2004501,Calheta,T,HM,72,65 - 69 anos,186
1870712,Vendas Novas,T,HM,72,65 - 69 anos,777
1861206,Crato,T,HM,72,65 - 69 anos,263
1851103,Azambuja,2,M,31,20 - 24 anos,468
1191705,Mondim de Basto,2,M,21,10 - 14 anos,161
1190304,Cabeceiras de Basto,2,M,21,10 - 14 anos,419
3003108,Santa Cruz,2,M,12,5 - 9 anos,1218
3003106,Porto Moniz,2,M,12,5 - 9 anos,44
16H0506,Oleiros,1,H,61,50 - 54 anos,157
16H0505,Idanha-a-Nova,1,H,61,50 - 54 anos,241
16H0502,Castelo Branco,1,H,61,50 - 54 anos,1846
16G1814,Santa Comba Dão,1,H,61,50 - 54 anos,326
16F1013,Pedrógão Grande,1,H,61,50 - 54 anos,112
11A0107,Espinho,2,M,11,0 - 4 anos,511
1500811,Portimão,2,M,61,50 - 54 anos,1933
1500803,Aljezur,2,M,61,50 - 54 anos,196
11E0411,Vimioso,2,M,61,50 - 54 anos,106
11E0402,Bragança,2,M,61,50 - 54 anos,1259
2004301,Angra do Heroísmo,2,M,42,35 - 39 anos,1238
2004204,Povoação,2,M,42,35 - 39 anos,223
2004202,Nordeste,2,M,42,35 - 39 anos,170
1870706,Montemor-o-Novo,2,M,42,35 - 39 anos,436
1870702,Arraiolos,2,M,42,35 - 39 anos,234
1861208,Fronteira,2,M,42,35 - 39 anos,124
1861206,Crato,2,M,42,35 - 39 anos,106
1861203,Avis,2,M,42,35 - 39 anos,95
1861202,Arronches,2,M,42,35 - 39 anos,91
1851414,Rio Maior,2,M,42,35 - 39 anos,651
1851407,Chamusca,2,M,42,35 - 39 anos,272
1810211,Odemira,2,M,31,20 - 24 anos,527
1701503,Almada,2,M,31,20 - 24 anos,4168
1701110,Oeiras,2,M,31,20 - 24 anos,3924
16E0612,Pampilhosa da Serra,T,HM,91,80 - 84 anos,346
16E0605,Figueira da Foz,T,HM,91,80 - 84 anos,2442
16D0115,Ovar,T,HM,72,65 - 69 anos,3243
16D0112,Murtosa,T,HM,72,65 - 69 anos,521
16B1104,Cadaval,T,HM,72,65 - 69 anos,796
1500809,Monchique,T,HM,72,65 - 69 anos,358
11E0408,Mogadouro,T,HM,72,65 - 69 anos,587
11D1815,São João da Pesqueira,T,HM,72,65 - 69 anos,411
11D1812,Penedono,T,HM,72,65 - 69 anos,157
16F,Região de Leiria,T,HM,32,25 - 29 anos,15711
16E,Região de Coimbra,T,HM,32,25 - 29 anos,20620
150,Algarve,T,HM,32,25 - 29 anos,22194
16J0910,Pinhel,1,H,22,15 - 19 anos,203
16J0908,Manteigas,1,H,22,15 - 19 anos,66
16J0905,Fornos de Algodres,1,H,22,15 - 19 anos,100
16I1419,Torres Novas,1,H,22,15 - 19 anos,923
16I1413,Mação,1,H,22,15 - 19 anos,152
16H0505,Idanha-a-Nova,1,H,22,15 - 19 anos,180
11B1702,Boticas,1,H,12,5 - 9 anos,75
11A1318,Trofa,1,H,12,5 - 9 anos,813
1190304,Cabeceiras de Basto,1,H,12,5 - 9 anos,356
1111608,Valença,1,H,12,5 - 9 anos,265
1111601,Arcos de Valdevez,1,H,12,5 - 9 anos,353
3003108,Santa Cruz,1,H,11,0 - 4 anos,990
1,Continente,T,HM,92,85 e mais anos,289477
3,Região Autónoma da Madeira,T,HM,81,70 - 74 anos,10084
16E0607,Lousã,1,H,11,0 - 4 anos,347
16E0605,Figueira da Foz,1,H,11,0 - 4 anos,1041
16E0602,Cantanhede,1,H,11,0 - 4 anos,615
16D0108,Estarreja,1,H,11,0 - 4 anos,491
16B1112,Sobral de Monte Agraço,1,H,11,0 - 4 anos,214
16B1101,Alenquer,1,H,11,0 - 4 anos,940
16B1011,Nazaré,1,H,11,0 - 4 anos,322
16B1005,Bombarral,1,H,11,0 - 4 anos,223
1500811,Portimão,1,H,11,0 - 4 anos,1437
1500807,Lagos,1,H,11,0 - 4 anos,647
1500806,Lagoa,1,H,11,0 - 4 anos,505
11A0104,Arouca,2,M,61,50 - 54 anos,848
1120306,Esposende,2,M,42,35 - 39 anos,1399
1111608,Valença,2,M,42,35 - 39 anos,474
1111606,Ponte da Barca,2,M,42,35 - 39 anos,383
1500809,Monchique,2,M,52,45 - 49 anos,160
1500806,Lagoa,2,M,52,45 - 49 anos,882
1500804,Castro Marim,2,M,52,45 - 49 anos,249
1500803,Aljezur,2,M,52,45 - 49 anos,192
11D1807,Moimenta da Beira,2,M,52,45 - 49 anos,334
11D1805,Lamego,2,M,52,45 - 49 anos,990
11D0404,Freixo de Espada à Cinta,2,M,52,45 - 49 anos,111
11C0106,Castelo de Paiva,2,M,41,30 - 34 anos,439
11A1317,Vila Nova de Gaia,2,M,41,30 - 34 anos,9346
11A1312,Porto,2,M,41,30 - 34 anos,5422
11A0107,Espinho,2,M,41,30 - 34 anos,698
1120306,Esposende,2,M,41,30 - 34 anos,1056
1111604,Monção,2,M,41,30 - 34 anos,579
1500807,Lagos,2,M,22,15 - 19 anos,900
11E0405,Macedo de Cavaleiros,2,M,22,15 - 19 anos,370
11D0404,Freixo de Espada à Cinta,2,M,22,15 - 19 anos,81
11D0403,Carrazeda de Ansiães,2,M,22,15 - 19 anos,138
11C1804,Cinfães,2,M,22,15 - 19 anos,538
11B1713,Vila Pouca de Aguiar,2,M,22,15 - 19 anos,337
11A1316,Vila do Conde,2,M,62,55 - 59 anos,2885
11A1313,Póvoa de Varzim,2,M,62,55 - 59 anos,2440
11A1310,Paredes,2,M,62,55 - 59 anos,3147
11A1308,Matosinhos,2,M,62,55 - 59 anos,7128
11A0119,Vale de Cambra,2,M,62,55 - 59 anos,854
11A0116,São João da Madeira,2,M,62,55 - 59 anos,981
16I1402,Alcanena,2,M,T,Total,6813
16H0506,Oleiros,2,M,T,Total,2728
16G1823,Viseu,2,M,T,Total,51769
16G1822,Vila Nova de Paiva,2,M,T,Total,2532
16E0605,Figueira da Foz,2,M,T,Total,31477
16E0603,Coimbra,2,M,T,Total,71952
16D0105,Aveiro,T,HM,91,80 - 84 anos,2274
1500816,Vila Real de Santo António,T,HM,91,80 - 84 anos,588
11E0411,Vimioso,T,HM,91,80 - 84 anos,349
11E0407,Mirandela,T,HM,91,80 - 84 anos,1059
11D1807,Moimenta da Beira,T,HM,91,80 - 84 anos,446
11D1801,Armamar,T,HM,91,80 - 84 anos,281
16D0118,Vagos,2,M,T,Total,11993
16D0101,Águeda,2,M,T,Total,24141
16B1112,Sobral de Monte Agraço,2,M,T,Total,5297
16B1101,Alenquer,2,M,T,Total,22474
1500815,Vila do Bispo,2,M,T,Total,2661
1500813,Silves,2,M,T,Total,18535
1500812,São Brás de Alportel,2,M,T,Total,5378
1500809,Monchique,2,M,T,Total,2713
1500807,Lagos,2,M,T,Total,16073
11D1714,Vila Real,2,M,T,Total,26225
11C1311,Penafiel,T,HM,91,80 - 84 anos,1602
11C1309,Paços de Ferreira,T,HM,91,80 - 84 anos,1012
11C1305,Lousada,T,HM,91,80 - 84 anos,838
11C0106,Castelo de Paiva,T,HM,91,80 - 84 anos,426
11B1713,Vila Pouca de Aguiar,T,HM,91,80 - 84 anos,612
16F1013,Pedrógão Grande,1,H,32,25 - 29 anos,100
16E0616,Tábua,1,H,32,25 - 29 anos,338
16E0615,Soure,1,H,32,25 - 29 anos,348
16E0612,Pampilhosa da Serra,1,H,32,25 - 29 anos,100
16E0610,Montemor-o-Velho,1,H,32,25 - 29 anos,690
16E0608,Mira,1,H,32,25 - 29 anos,314
16D0115,Ovar,1,H,32,25 - 29 anos,1548
16B1011,Nazaré,1,H,32,25 - 29 anos,344
1870704,Estremoz,1,H,21,10 - 14 anos,251
1851403,Almeirim,1,H,21,10 - 14 anos,579
1851103,Azambuja,1,H,21,10 - 14 anos,579
1840213,Serpa,1,H,21,10 - 14 anos,314
1840207,Cuba,1,H,21,10 - 14 anos,110
187,Alentejo Central,2,M,82,75 - 79 anos,4607
185,Lezíria do Tejo,2,M,82,75 - 79 anos,6680
170,Área Metropolitana de Lisboa,2,M,82,75 - 79 anos,66995
16F,Região de Leiria,2,M,82,75 - 79 anos,7400
16E,Região de Coimbra,2,M,82,75 - 79 anos,12937
184,Baixo Alentejo,2,M,81,70 - 74 anos,3595
16B,Oeste,2,M,81,70 - 74 anos,10189
185,Lezíria do Tejo,2,M,72,65 - 69 anos,7823
15,Algarve,2,M,21,10 - 14 anos,11527
16,Centro,2,M,12,5 - 9 anos,44944
11,Norte,2,M,12,5 - 9 anos,76768
20,Região Autónoma dos Açores,2,M,11,0 - 4 anos,5496
18,Alentejo,2,M,11,0 - 4 anos,12987
16,Centro,2,M,11,0 - 4 anos,39196
11,Norte,2,M,11,0 - 4 anos,65923
16D0103,Anadia,1,H,92,85 e mais anos,373
16D0102,Albergaria-a-Velha,1,H,92,85 e mais anos,213
16B1012,Óbidos,1,H,92,85 e mais anos,141
1500816,Vila Real de Santo António,1,H,92,85 e mais anos,163
1500805,Faro,1,H,92,85 e mais anos,484
1500804,Castro Marim,1,H,92,85 e mais anos,145
1500803,Aljezur,1,H,92,85 e mais anos,139
11E0405,Macedo de Cavaleiros,1,H,92,85 e mais anos,263
11D1801,Armamar,1,H,92,85 e mais anos,85
1870714,Vila Viçosa,1,H,81,70 - 74 anos,175
1870713,Viana do Alentejo,1,H,81,70 - 74 anos,101
1861207,Elvas,1,H,81,70 - 74 anos,469
1861204,Campo Maior,1,H,81,70 - 74 anos,181
16D0108,Estarreja,T,HM,62,55 - 59 anos,1960
11E0411,Vimioso,T,HM,62,55 - 59 anos,272
11E0405,Macedo de Cavaleiros,T,HM,62,55 - 59 anos,1156
11D1815,São João da Pesqueira,T,HM,62,55 - 59 anos,590
11D1805,Lamego,T,HM,62,55 - 59 anos,2063
11D1711,Santa Marta de Penaguião,T,HM,62,55 - 59 anos,594
11D0914,Vila Nova de Foz Côa,T,HM,62,55 - 59 anos,479
11C1309,Paços de Ferreira,T,HM,62,55 - 59 anos,4146
11C1305,Lousada,T,HM,62,55 - 59 anos,3415
11B1709,Ribeira de Pena,T,HM,62,55 - 59 anos,502
11A0109,Santa Maria da Feira,T,HM,62,55 - 59 anos,10894
1190308,Guimarães,T,HM,62,55 - 59 anos,11774
1120302,Barcelos,2,M,62,55 - 59 anos,4444
1111606,Ponte da Barca,2,M,62,55 - 59 anos,417
1870704,Estremoz,2,M,61,50 - 54 anos,503
1861213,Ponte de Sor,2,M,61,50 - 54 anos,610
11A1310,Paredes,1,H,61,50 - 54 anos,3340
1190314,Vizela,1,H,61,50 - 54 anos,965
1120313,Vila Verde,1,H,61,50 - 54 anos,1593
1120302,Barcelos,1,H,61,50 - 54 anos,4481
1111609,Viana do Castelo,1,H,61,50 - 54 anos,2910
3003106,Porto Moniz,1,H,52,45 - 49 anos,70
2004602,Madalena,1,H,52,45 - 49 anos,223
2004301,Angra do Heroísmo,1,H,92,85 e mais anos,164
1870712,Vendas Novas,1,H,92,85 e mais anos,160
1870710,Redondo,1,H,92,85 e mais anos,113
1870708,Mourão,1,H,92,85 e mais anos,30
1870707,Mora,1,H,92,85 e mais anos,72
1870704,Estremoz,1,H,92,85 e mais anos,317
1861206,Crato,1,H,92,85 e mais anos,78
1861202,Arronches,1,H,92,85 e mais anos,64
1851415,Salvaterra de Magos,1,H,92,85 e mais anos,287
1851409,Coruche,1,H,92,85 e mais anos,324
1840210,Moura,1,H,92,85 e mais anos,120
3003103,Funchal,1,H,82,75 - 79 anos,1256
2004801,Lajes das Flores,1,H,82,75 - 79 anos,20
2004601,Lajes do Pico,1,H,82,75 - 79 anos,82
2004401,Santa Cruz da Graciosa,1,H,82,75 - 79 anos,69
2004301,Angra do Heroísmo,1,H,82,75 - 79 anos,409
1851415,Salvaterra de Magos,1,H,82,75 - 79 anos,429
1840210,Moura,1,H,71,60 - 64 anos,475
1190311,Vieira do Minho,T,HM,82,75 - 79 anos,563
1120313,Vila Verde,T,HM,82,75 - 79 anos,1688
1120302,Barcelos,T,HM,82,75 - 79 anos,3551
11C1813,Resende,1,H,T,Total,5001
11B1709,Ribeira de Pena,1,H,T,Total,2968
11A1314,Santo Tirso,1,H,T,Total,32367
11A1308,Matosinhos,1,H,T,Total,81474
1191705,Mondim de Basto,1,H,T,Total,3364
1190312,Vila Nova de Famalicão,1,H,T,Total,63161
1190304,Cabeceiras de Basto,1,H,T,Total,7623
