geocod,geodsg,valor,municip,ars,nuts3,aces2,nuts1,nuts2,cod_geo_nuts2002
1701508,Palmela,108.69,Palmela,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arrábida,Continente,Área Metropolitana de Lisboa,1721508
1701510,Seixal,107.49,Seixal,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Almada/Seixal,Continente,Área Metropolitana de Lisboa,1721510
1701511,Sesimbra,111,Sesimbra,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arrábida,Continente,Área Metropolitana de Lisboa,1721511
1701512,Setúbal,120.39,Setúbal,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arrábida,Continente,Área Metropolitana de Lisboa,1721512
1701111,Sintra,104.13,Sintra,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Sintra,Continente,Área Metropolitana de Lisboa,1711111
1701114,Vila Franca de Xira,109.83,Vila Franca de Xira,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Estuário do Tejo,Continente,Área Metropolitana de Lisboa,1711114
1811501,Alcácer do Sal,77.67,Alcácer do Sal,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811501
1811505,Grândola,83.12,Grândola,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811505
1810211,Odemira,65.35,Odemira,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1810211
1811509,Santiago do Cacém,94.82,Santiago do Cacém,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811509
1811513,Sines,114.53,Sines,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811513
1840201,Aljustrel,72.21,Aljustrel,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840201
1840202,Almodôvar,65.79,Almodôvar,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840202
1840203,Alvito,58.69,Alvito,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840203
1840204,Barrancos,52.12,Barrancos,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840204
1840205,Beja,108.06,Beja,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840205
1840206,Castro Verde,71.68,Castro Verde,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840206
1840207,Cuba,64.87,Cuba,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840207
1840208,Ferreira do Alentejo,68.27,Ferreira do Alentejo,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840208
1840209,Mértola,53.86,Mértola,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840209
1840210,Moura,69.56,Moura,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840210
1840212,Ourique,61.82,Ourique,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840212
1840213,Serpa,64.27,Serpa,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840213
1840214,Vidigueira,62.02,Vidigueira,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840214
1851403,Almeirim,90.86,Almeirim,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851403
1851404,Alpiarça,75.47,Alpiarça,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851404
1851103,Azambuja,87.77,Azambuja,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Estuário do Tejo,Continente,Alentejo,1851103
1851405,Benavente,106.62,Benavente,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Estuário do Tejo,Continente,Alentejo,1851405
1851406,Cartaxo,95.8,Cartaxo,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851406
1851407,Chamusca,61.94,Chamusca,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851407
1851409,Coruche,73.09,Coruche,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851409
1851412,Golegã,78.68,Golegã,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851412
1851414,Rio Maior,84.49,Rio Maior,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851414
1851415,Salvaterra de Magos,80.52,Salvaterra de Magos,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851415
1851416,Santarém,99.2,Santarém,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851416
1861201,Alter do Chão,73.6,Alter do Chão,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821201
1861202,Arronches,59.3,Arronches,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821202
1861203,Avis,59.96,Avis,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821203
1861204,Campo Maior,91.32,Campo Maior,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821204
1861205,Castelo de Vide,69.31,Castelo de Vide,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821205
1861206,Crato,69.36,Crato,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821206
1861207,Elvas,90.19,Elvas,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821207
1861208,Fronteira,76.3,Fronteira,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821208
1861209,Gavião,58.92,Gavião,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821209
1861210,Marvão,59.33,Marvão,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821210
1861211,Monforte,63.34,Monforte,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821211
1861212,Nisa,67.14,Nisa,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821212
1861213,Ponte de Sor,75.51,Ponte de Sor,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821213
1861214,Portalegre,106.52,Portalegre,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821214
1861215,Sousel,64.02,Sousel,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1831215
1870701,Alandroal,54.78,Alandroal,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830701
1870702,Arraiolos,65.85,Arraiolos,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830702
1870703,Borba,69.4,Borba,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830703
1870704,Estremoz,81.78,Estremoz,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830704
1870705,Évora,117.48,Évora,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830705
1870706,Montemor-o-Novo,80.04,Montemor-o-Novo,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830706
1870707,Mora,68.68,Mora,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1820707
1870708,Mourão,51.61,Mourão,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830708
1870709,Portel,55.47,Portel,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830709
1870710,Redondo,64.63,Redondo,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830710
1870711,Reguengos de Monsaraz,80.11,Reguengos de Monsaraz,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830711
1870712,Vendas Novas,92.24,Vendas Novas,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830712
1870713,Viana do Alentejo,68.14,Viana do Alentejo,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830713
1870714,Vila Viçosa,81.85,Vila Viçosa,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830714
1500801,Albufeira,138.17,Albufeira,Algarve,Algarve,ACeS Central,Continente,Algarve,1500801
1500802,Alcoutim,48.92,Alcoutim,Algarve,Algarve,ACeS Sotavento,Continente,Algarve,1500802
1500803,Aljezur,69.35,Aljezur,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500803
1500804,Castro Marim,83.28,Castro Marim,Algarve,Algarve,ACeS Sotavento,Continente,Algarve,1500804
1500805,Faro,144.87,Faro,Algarve,Algarve,ACeS Central,Continente,Algarve,1500805
1500806,Lagoa,100.33,Lagoa,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500806
1500807,Lagos,124.29,Lagos,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500807
1500808,Loulé,122.98,Loulé,Algarve,Algarve,ACeS Central,Continente,Algarve,1500808
1500809,Monchique,56.22,Monchique,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500809
1500810,Olhão,93.65,Olhão,Algarve,Algarve,ACeS Central,Continente,Algarve,1500810
1500811,Portimão,124.36,Portimão,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500811
1500812,São Brás de Alportel,84.53,São Brás de Alportel,Algarve,Algarve,ACeS Central,Continente,Algarve,1500812
1500813,Silves,84.3,Silves,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500813
1500814,Tavira,93.7,Tavira,Algarve,Algarve,ACeS Sotavento,Continente,Algarve,1500814
1500815,Vila do Bispo,75.32,Vila do Bispo,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500815
1500816,Vila Real de Santo António,106.52,Vila Real de Santo António,Algarve,Algarve,ACeS Sotavento,Continente,Algarve,1500816
2004301,Angra do Heroísmo,86.57,Angra do Heroísmo,Açores,Região Autónoma dos Açores,USI Terceira,Região Autónoma dos Açores,Região Autónoma dos Açores,2004301
2004501,Calheta,73.62,Calheta [R.A. Açores],Açores,Região Autónoma dos Açores,USI São Jorge,Região Autónoma dos Açores,Região Autónoma dos Açores,2004501
2004901,Corvo,49.72,Corvo,Açores,Região Autónoma dos Açores,USI Corvo,Região Autónoma dos Açores,Região Autónoma dos Açores,2004901
2004701,Horta,86.46,Horta,Açores,Região Autónoma dos Açores,USI Faial,Região Autónoma dos Açores,Região Autónoma dos Açores,2004701
2004201,Lagoa,68.45,Lagoa [R.A. Açores],Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004201
2004801,Lajes das Flores,56.19,Lajes das Flores,Açores,Região Autónoma dos Açores,USI Flores,Região Autónoma dos Açores,Região Autónoma dos Açores,2004801
2004601,Lajes do Pico,60.37,Lajes do Pico,Açores,Região Autónoma dos Açores,USI Pico,Região Autónoma dos Açores,Região Autónoma dos Açores,2004601
2004602,Madalena,70.96,Madalena,Açores,Região Autónoma dos Açores,USI Pico,Região Autónoma dos Açores,Região Autónoma dos Açores,2004602
2004202,Nordeste,48.52,Nordeste,Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004202
2004203,Ponta Delgada,109.54,Ponta Delgada,Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004203
2004204,Povoação,52.48,Povoação,Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004204
2004205,Ribeira Grande,63.68,Ribeira Grande,Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004205
2004401,Santa Cruz da Graciosa,58.35,Santa Cruz da Graciosa,Açores,Região Autónoma dos Açores,USI Graciosa,Região Autónoma dos Açores,Região Autónoma dos Açores,2004401
2004802,Santa Cruz das Flores,71.73,Santa Cruz das Flores,Açores,Região Autónoma dos Açores,USI Flores,Região Autónoma dos Açores,Região Autónoma dos Açores,2004802
2004603,São Roque do Pico,64.59,São Roque do Pico,Açores,Região Autónoma dos Açores,USI Pico,Região Autónoma dos Açores,Região Autónoma dos Açores,2004603
2004502,Velas,63.49,Velas,Açores,Região Autónoma dos Açores,USI São Jorge,Região Autónoma dos Açores,Região Autónoma dos Açores,2004502
2004302,Vila da Praia da Vitória,77.11,Vila da Praia da Vitória,Açores,Região Autónoma dos Açores,USI Terceira,Região Autónoma dos Açores,Região Autónoma dos Açores,2004302
2004101,Vila do Porto,80.55,Vila do Porto,Açores,Região Autónoma dos Açores,USI Santa Maria,Região Autónoma dos Açores,Região Autónoma dos Açores,2004101
2004206,Vila Franca do Campo,55.89,Vila Franca do Campo,Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004206
3003101,Calheta,57.95,Calheta [R.A. Madeira],Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003101
3003102,Câmara de Lobos,54.4,Câmara de Lobos,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003102
3003103,Funchal,134.27,Funchal,Madeira,Região Autónoma da Madeira,ACeS Funchal,Região Autónoma da Madeira,Região Autónoma da Madeira,3003103
3003104,Machico,67.95,Machico,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,Região Autónoma da Madeira,Região Autónoma da Madeira,3003104
3003105,Ponta do Sol,58.13,Ponta do Sol,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003105
3003106,Porto Moniz,53.69,Porto Moniz,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003106
3003201,Porto Santo,124.09,Porto Santo,Madeira,Região Autónoma da Madeira,ACeS Porto Santo,Região Autónoma da Madeira,Região Autónoma da Madeira,3003201
3003107,Ribeira Brava,67.99,Ribeira Brava,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003107
3003108,Santa Cruz,99.22,Santa Cruz,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,Região Autónoma da Madeira,Região Autónoma da Madeira,3003108
3003109,Santana,51.2,Santana,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,Região Autónoma da Madeira,Região Autónoma da Madeira,3003109
3003110,São Vicente,55.63,São Vicente,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003110
