"","geocod","geodsg","valor","municip","ars","nuts3","aces2","nuts1","nuts2","cod_geo_nuts2002","year","aggregation"
"1219","2004401","Santa Cruz da Graciosa",64.78,"Santa Cruz da Graciosa","Açores","Região Autónoma dos Açores","USI Graciosa","Região Autónoma dos Açores","Região Autónoma dos Açores","2004401","2009","NUTSIII"
"1220","2004802","Santa Cruz das Flores",73.52,"Santa Cruz das Flores","Açores","Região Autónoma dos Açores","USI Flores","Região Autónoma dos Açores","Região Autónoma dos Açores","2004802","2009","NUTSIII"
"1221","2004603","São Roque do Pico",66.98,"São Roque do Pico","Açores","Região Autónoma dos Açores","USI Pico","Região Autónoma dos Açores","Região Autónoma dos Açores","2004603","2009","NUTSIII"
"1222","2004502","Velas",68.92,"Velas","Açores","Região Autónoma dos Açores","USI São Jorge","Região Autónoma dos Açores","Região Autónoma dos Açores","2004502","2009","NUTSIII"
"1223","2004302","Vila da Praia da Vitória",75.97,"Vila da Praia da Vitória","Açores","Região Autónoma dos Açores","USI Terceira","Região Autónoma dos Açores","Região Autónoma dos Açores","2004302","2009","NUTSIII"
"1224","2004101","Vila do Porto",87.16,"Vila do Porto","Açores","Região Autónoma dos Açores","USI Santa Maria","Região Autónoma dos Açores","Região Autónoma dos Açores","2004101","2009","NUTSIII"
"1225","2004206","Vila Franca do Campo",59.06,"Vila Franca do Campo","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004206","2009","NUTSIII"
"1226","3003101","Calheta",55.65,"Calheta [R.A. Madeira]","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003101","2009","NUTSIII"
"1227","3003102","Câmara de Lobos",55.74,"Câmara de Lobos","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003102","2009","NUTSIII"
"1228","3003103","Funchal",133.28,"Funchal","Madeira","Região Autónoma da Madeira","ACeS Funchal","Região Autónoma da Madeira","Região Autónoma da Madeira","3003103","2009","NUTSIII"
"1229","3003104","Machico",74.96,"Machico","Madeira","Região Autónoma da Madeira","ACeS Madeira Este","Região Autónoma da Madeira","Região Autónoma da Madeira","3003104","2009","NUTSIII"
"1230","3003105","Ponta do Sol",54.81,"Ponta do Sol","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003105","2009","NUTSIII"
"1231","3003106","Porto Moniz",52.72,"Porto Moniz","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003106","2009","NUTSIII"
"1232","3003201","Porto Santo",120.24,"Porto Santo","Madeira","Região Autónoma da Madeira","ACeS Porto Santo","Região Autónoma da Madeira","Região Autónoma da Madeira","3003201","2009","NUTSIII"
"1233","3003107","Ribeira Brava",66.02,"Ribeira Brava","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003107","2009","NUTSIII"
"1234","3003108","Santa Cruz",89.07,"Santa Cruz","Madeira","Região Autónoma da Madeira","ACeS Madeira Este","Região Autónoma da Madeira","Região Autónoma da Madeira","3003108","2009","NUTSIII"
"1235","3003109","Santana",53.89,"Santana","Madeira","Região Autónoma da Madeira","ACeS Madeira Este","Região Autónoma da Madeira","Região Autónoma da Madeira","3003109","2009","NUTSIII"
"1236","3003110","São Vicente",57.23,"São Vicente","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003110","2009","NUTSIII"
"1237","1111601","Arcos de Valdevez",61.97,"Arcos de Valdevez","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111601","2011","NUTSIII"
"1238","1111601","Arcos de Valdevez",61.97,"Arcos de Valdevez","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111601","2011","NUTSIII"
"1239","1111602","Caminha",81.83,"Caminha","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111602","2011","NUTSIII"
"1240","1111603","Melgaço",62.47,"Melgaço","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111603","2011","NUTSIII"
"1241","1111604","Monção",69.43,"Monção","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111604","2011","NUTSIII"
"1242","1111605","Paredes de Coura",59.25,"Paredes de Coura","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111605","2011","NUTSIII"
"1243","1111606","Ponte da Barca",60.15,"Ponte da Barca","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111606","2011","NUTSIII"
"1244","1111607","Ponte de Lima",64.97,"Ponte de Lima","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111607","2011","NUTSIII"
"1245","1111608","Valença",85.13,"Valença","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111608","2011","NUTSIII"
"1246","1111609","Viana do Castelo",93.09,"Viana do Castelo","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111609","2011","NUTSIII"
"1247","1111610","Vila Nova de Cerveira",79.91,"Vila Nova de Cerveira","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111610","2011","NUTSIII"
"1248","1120301","Amares",68.12,"Amares","Norte","Cávado","ACeS Gerês/Cabreira","Continente","Norte","1120301","2011","NUTSIII"
"1249","1120302","Barcelos",72.59,"Barcelos","Norte","Cávado","ACeS Barcelos/Esposende","Continente","Norte","1120302","2011","NUTSIII"
"1250","1120303","Braga",104.17,"Braga","Norte","Cávado","ACeS Braga","Continente","Norte","1120303","2011","NUTSIII"
"1251","1120306","Esposende",81.51,"Esposende","Norte","Cávado","ACeS Barcelos/Esposende","Continente","Norte","1120306","2011","NUTSIII"
"1252","1120310","Terras de Bouro",56.97,"Terras de Bouro","Norte","Cávado","ACeS Gerês/Cabreira","Continente","Norte","1120310","2011","NUTSIII"
"1253","1120313","Vila Verde",64.25,"Vila Verde","Norte","Cávado","ACeS Gerês/Cabreira","Continente","Norte","1120313","2011","NUTSIII"
"1254","1190304","Cabeceiras de Basto",57.46,"Cabeceiras de Basto","Norte","Ave","ACeS Guimarães/Vizela/Terras de Basto","Continente","Norte","1150304","2011","NUTSIII"
"1255","1190307","Fafe",69.71,"Fafe","Norte","Ave","ACeS Guimarães/Vizela/Terras de Basto","Continente","Norte","1130307","2011","NUTSIII"
"1256","1190308","Guimarães",85.78,"Guimarães","Norte","Ave","ACeS Guimarães/Vizela/Terras de Basto","Continente","Norte","1130308","2011","NUTSIII"
"1257","1191705","Mondim de Basto",57.23,"Mondim de Basto","Norte","Ave","ACeS Guimarães/Vizela/Terras de Basto","Continente","Norte","1151705","2011","NUTSIII"
"1258","1190309","Póvoa de Lanhoso",68.37,"Póvoa de Lanhoso","Norte","Ave","ACeS Gerês/Cabreira","Continente","Norte","1130309","2011","NUTSIII"
"1259","1190311","Vieira do Minho",66.05,"Vieira do Minho","Norte","Ave","ACeS Gerês/Cabreira","Continente","Norte","1130311","2011","NUTSIII"
"1260","1190312","Vila Nova de Famalicão",83.92,"Vila Nova de Famalicão","Norte","Ave","ACeS Famalicão","Continente","Norte","1130312","2011","NUTSIII"
"1261","1190314","Vizela",72.06,"Vizela","Norte","Ave","ACeS Guimarães/Vizela/Terras de Basto","Continente","Norte","1130314","2011","NUTSIII"
"1262","11A0104","Arouca",65.2,"Arouca","Norte","Área Metropolitana do Porto","ACeS Feira/Arouca","Continente","Norte","1160104","2011","NUTSIII"
"1263","11A0107","Espinho",99.65,"Espinho","Norte","Área Metropolitana do Porto","ACeS Gaia e Espinho/Gaia","Continente","Norte","1140107","2011","NUTSIII"
"1264","11A1304","Gondomar",80.35,"Gondomar","Norte","Área Metropolitana do Porto","ACeS Gondomar","Continente","Norte","1141304","2011","NUTSIII"
"1265","11A1306","Maia",112.25,"Maia","Norte","Área Metropolitana do Porto","ACeS Maia/Valongo","Continente","Norte","1141306","2011","NUTSIII"
"1266","11A1308","Matosinhos",124.35,"Matosinhos","Norte","Área Metropolitana do Porto","ULS Matosinhos","Continente","Norte","1141308","2011","NUTSIII"
"1267","11A0113","Oliveira de Azeméis",80.63,"Oliveira de Azeméis","Norte","Área Metropolitana do Porto","ACeS Aveiro Norte","Continente","Norte","1160113","2011","NUTSIII"
"1268","11A1310","Paredes",74.55,"Paredes","Norte","Área Metropolitana do Porto","ACeS Vale do Sousa Sul","Continente","Norte","1151310","2011","NUTSIII"
"1269","11A1312","Porto",161.65,"Porto","Norte","Área Metropolitana do Porto","ACeS Porto Ocidental e Porto Oriental","Continente","Norte","1141312","2011","NUTSIII"
"1270","11A1313","Póvoa de Varzim",92.71,"Póvoa de Varzim","Norte","Área Metropolitana do Porto","ACeS Póvoa de Varzim/Vila do Conde","Continente","Norte","1141313","2011","NUTSIII"
"1271","11A0109","Santa Maria da Feira",82.57,"Santa Maria da Feira","Norte","Área Metropolitana do Porto","ACeS Feira/Arouca","Continente","Norte","1160109","2011","NUTSIII"
"1272","11A1314","Santo Tirso",80.55,"Santo Tirso","Norte","Área Metropolitana do Porto","ACeS Santo Tirso/Trofa","Continente","Norte","1131314","2011","NUTSIII"
"1273","11A0116","São João da Madeira",129.86,"São João da Madeira","Norte","Área Metropolitana do Porto","ACeS Aveiro Norte","Continente","Norte","1160116","2011","NUTSIII"
"1274","11A1318","Trofa",86.54,"Trofa","Norte","Área Metropolitana do Porto","ACeS Santo Tirso/Trofa","Continente","Norte","1131318","2011","NUTSIII"
"1275","11A0119","Vale de Cambra",82.52,"Vale de Cambra","Norte","Área Metropolitana do Porto","ACeS Aveiro Norte","Continente","Norte","1160119","2011","NUTSIII"
"1276","11A1315","Valongo",86.45,"Valongo","Norte","Área Metropolitana do Porto","ACeS Maia/Valongo","Continente","Norte","1141315","2011","NUTSIII"
"1277","11A1316","Vila do Conde",93.89,"Vila do Conde","Norte","Área Metropolitana do Porto","ACeS Póvoa de Varzim/Vila do Conde","Continente","Norte","1141316","2011","NUTSIII"
"1278","11A1317","Vila Nova de Gaia",99.13,"Vila Nova de Gaia","Norte","Área Metropolitana do Porto","ACeS Gaia e Espinho/Gaia","Continente","Norte","1141317","2011","NUTSIII"
"1279","11B1702","Boticas",52.64,"Boticas","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1181702","2011","NUTSIII"
"1280","11B1703","Chaves",79.09,"Chaves","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1181703","2011","NUTSIII"
"1281","11B1706","Montalegre",57.81,"Montalegre","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1181706","2011","NUTSIII"
"1282","11B1709","Ribeira de Pena",50.8,"Ribeira de Pena","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1151709","2011","NUTSIII"
"1283","11B1712","Valpaços",54.62,"Valpaços","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1181712","2011","NUTSIII"
"1284","11B1713","Vila Pouca de Aguiar",62.41,"Vila Pouca de Aguiar","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1181713","2011","NUTSIII"
"1285","11C1301","Amarante",69.09,"Amarante","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1151301","2011","NUTSIII"
"1286","11C1302","Baião",52.63,"Baião","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1151302","2011","NUTSIII"
"1287","11C0106","Castelo de Paiva",58.9,"Castelo de Paiva","Norte","Tâmega e Sousa","ACeS Vale do Sousa Sul","Continente","Norte","1150106","2011","NUTSIII"
"1288","11C0305","Celorico de Basto",49.83,"Celorico de Basto","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1150305","2011","NUTSIII"
"1289","11C1804","Cinfães",49.87,"Cinfães","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1151804","2011","NUTSIII"
"1290","11C1303","Felgueiras",73.63,"Felgueiras","Norte","Tâmega e Sousa","ACeS Vale do Sousa Norte","Continente","Norte","1151303","2011","NUTSIII"
"1291","11C1305","Lousada",64.55,"Lousada","Norte","Tâmega e Sousa","ACeS Vale do Sousa Norte","Continente","Norte","1151305","2011","NUTSIII"
"1292","11C1307","Marco de Canaveses",70.52,"Marco de Canaveses","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1151307","2011","NUTSIII"
"1293","11C1309","Paços de Ferreira",71.62,"Paços de Ferreira","Norte","Tâmega e Sousa","ACeS Vale do Sousa Norte","Continente","Norte","1151309","2011","NUTSIII"
"1294","11C1311","Penafiel",69.56,"Penafiel","Norte","Tâmega e Sousa","ACeS Vale do Sousa Sul","Continente","Norte","1151311","2011","NUTSIII"
"1295","11C1813","Resende",54.67,"Resende","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1151813","2011","NUTSIII"
"1296","11D1701","Alijó",60.85,"Alijó","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171701","2011","NUTSIII"
"1297","11D1801","Armamar",58.35,"Armamar","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171801","2011","NUTSIII"
"1298","11D0403","Carrazeda de Ansiães",54.62,"Carrazeda de Ansiães","Norte","Douro","ULS Nordeste","Continente","Norte","1170403","2011","NUTSIII"
"1299","11D0404","Freixo de Espada à Cinta",57.01,"Freixo de Espada à Cinta","Norte","Douro","ULS Nordeste","Continente","Norte","1170404","2011","NUTSIII"
"1300","11D1805","Lamego",79.41,"Lamego","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171805","2011","NUTSIII"
"1301","11D1704","Mesão Frio",57.76,"Mesão Frio","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171704","2011","NUTSIII"
"1302","11D1807","Moimenta da Beira",63.11,"Moimenta da Beira","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171807","2011","NUTSIII"
"1303","11D1707","Murça",57.63,"Murça","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1181707","2011","NUTSIII"
"1304","11D1812","Penedono",56.47,"Penedono","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171812","2011","NUTSIII"
"1305","11D1708","Peso da Régua",79.17,"Peso da Régua","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171708","2011","NUTSIII"
"1306","11D1710","Sabrosa",60.31,"Sabrosa","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171710","2011","NUTSIII"
"1307","11D1711","Santa Marta de Penaguião",55.71,"Santa Marta de Penaguião","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171711","2011","NUTSIII"
"1308","11D1815","São João da Pesqueira",57.92,"São João da Pesqueira","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171815","2011","NUTSIII"
"1309","11D1818","Sernancelhe",54.31,"Sernancelhe","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171818","2011","NUTSIII"
"1310","11D1819","Tabuaço",50.93,"Tabuaço","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171819","2011","NUTSIII"
"1311","11D1820","Tarouca",63.6,"Tarouca","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171820","2011","NUTSIII"
"1312","11D0409","Torre de Moncorvo",61,"Torre de Moncorvo","Norte","Douro","ULS Nordeste","Continente","Norte","1170409","2011","NUTSIII"
"1313","11D0914","Vila Nova de Foz Côa",63.56,"Vila Nova de Foz Côa","Centro","Douro","ULS Guarda","Continente","Norte","1170914","2011","NUTSIII"
"1314","11D1714","Vila Real",101.46,"Vila Real","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171714","2011","NUTSIII"
"1315","11E0401","Alfândega da Fé",57.13,"Alfândega da Fé","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180401","2011","NUTSIII"
"1316","11E0402","Bragança",96.47,"Bragança","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180402","2011","NUTSIII"
"1317","11E0405","Macedo de Cavaleiros",69.45,"Macedo de Cavaleiros","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180405","2011","NUTSIII"
"1318","11E0406","Miranda do Douro",68.28,"Miranda do Douro","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180406","2011","NUTSIII"
"1319","11E0407","Mirandela",80.36,"Mirandela","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180407","2011","NUTSIII"
"1320","11E0408","Mogadouro",59.9,"Mogadouro","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180408","2011","NUTSIII"
"1321","11E0410","Vila Flor",60.15,"Vila Flor","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1170410","2011","NUTSIII"
"1322","11E0411","Vimioso",54.35,"Vimioso","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180411","2011","NUTSIII"
"1323","11E0412","Vinhais",51.33,"Vinhais","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180412","2011","NUTSIII"
"1324","16B1001","Alcobaça",83.41,"Alcobaça","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1001","2011","NUTSIII"
"1325","16B1101","Alenquer",92.56,"Alenquer","Lisboa e Vale do Tejo","Oeste","ACeS Estuário do Tejo","Continente","Centro","16B1101","2011","NUTSIII"
"1326","16B1102","Arruda dos Vinhos",93.43,"Arruda dos Vinhos","Lisboa e Vale do Tejo","Oeste","ACeS Estuário do Tejo","Continente","Centro","16B1102","2011","NUTSIII"
"1327","16B1005","Bombarral",77.73,"Bombarral","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1005","2011","NUTSIII"
"1328","16B1104","Cadaval",71.08,"Cadaval","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Sul","Continente","Centro","16B1104","2011","NUTSIII"
"1329","16B1006","Caldas da Rainha",100.5,"Caldas da Rainha","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1006","2011","NUTSIII"
"1330","16B1108","Lourinhã",77.77,"Lourinhã","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Sul","Continente","Centro","16B1108","2011","NUTSIII"
"1331","16B1011","Nazaré",84.63,"Nazaré","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1011","2011","NUTSIII"
"1332","16B1012","Óbidos",78.24,"Óbidos","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1012","2011","NUTSIII"
"1333","16B1014","Peniche",86.34,"Peniche","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1014","2011","NUTSIII"
"1334","16B1112","Sobral de Monte Agraço",84.08,"Sobral de Monte Agraço","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Sul","Continente","Centro","16B1112","2011","NUTSIII"
"1335","16B1113","Torres Vedras",97.76,"Torres Vedras","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Sul","Continente","Centro","16B1113","2011","NUTSIII"
"1336","16D0101","Águeda",85.17,"Águeda","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610101","2011","NUTSIII"
"1337","16D0102","Albergaria-a-Velha",80.24,"Albergaria-a-Velha","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610102","2011","NUTSIII"
"1338","16D0103","Anadia",76.33,"Anadia","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610103","2011","NUTSIII"
"1339","16D0105","Aveiro",126.68,"Aveiro","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610105","2011","NUTSIII"
"1340","16D0108","Estarreja",80.05,"Estarreja","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610108","2011","NUTSIII"
"1341","16D0110","Ílhavo",89.39,"Ílhavo","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610110","2011","NUTSIII"
"1342","16D0112","Murtosa",69.79,"Murtosa","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610112","2011","NUTSIII"
"1343","16D0114","Oliveira do Bairro",81.81,"Oliveira do Bairro","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610114","2011","NUTSIII"
"1344","16D0115","Ovar",87.31,"Ovar","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610115","2011","NUTSIII"
"1345","16D0117","Sever do Vouga",71.46,"Sever do Vouga","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610117","2011","NUTSIII"
"1346","16D0118","Vagos",69.95,"Vagos","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610118","2011","NUTSIII"
"1347","16E0601","Arganil",65.21,"Arganil","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640601","2011","NUTSIII"
"1348","16E0602","Cantanhede",80.74,"Cantanhede","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620602","2011","NUTSIII"
"1349","16E0603","Coimbra",131.69,"Coimbra","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620603","2011","NUTSIII"
"1350","16E0604","Condeixa-a-Nova",80.5,"Condeixa-a-Nova","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620604","2011","NUTSIII"
"1351","16E0605","Figueira da Foz",96.5,"Figueira da Foz","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620605","2011","NUTSIII"
"1352","16E0606","Góis",59.31,"Góis","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640606","2011","NUTSIII"
"1353","16E0607","Lousã",80.07,"Lousã","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640607","2011","NUTSIII"
"1354","16E0111","Mealhada",83.85,"Mealhada","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1610111","2011","NUTSIII"
"1355","16E0608","Mira",73.61,"Mira","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620608","2011","NUTSIII"
"1356","16E0609","Miranda do Corvo",63.99,"Miranda do Corvo","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640609","2011","NUTSIII"
"1357","16E0610","Montemor-o-Velho",71.34,"Montemor-o-Velho","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620610","2011","NUTSIII"
"1358","16E1808","Mortágua",69.69,"Mortágua","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1651808","2011","NUTSIII"
"1359","16E0611","Oliveira do Hospital",70.14,"Oliveira do Hospital","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640611","2011","NUTSIII"
"1360","16E0612","Pampilhosa da Serra",56.32,"Pampilhosa da Serra","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640612","2011","NUTSIII"
"1361","16E0613","Penacova",59.12,"Penacova","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620613","2011","NUTSIII"
"1362","16E0614","Penela",65.65,"Penela","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640614","2011","NUTSIII"
"1363","16E0615","Soure",68.61,"Soure","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620615","2011","NUTSIII"
"1364","16E0616","Tábua",63.69,"Tábua","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640616","2011","NUTSIII"
"1365","16E0617","Vila Nova de Poiares",68.88,"Vila Nova de Poiares","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640617","2011","NUTSIII"
"1366","16F1002","Alvaiázere",63.45,"Alvaiázere","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641002","2011","NUTSIII"
"1367","16F1003","Ansião",69.1,"Ansião","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641003","2011","NUTSIII"
"1368","16F1004","Batalha",86.82,"Batalha","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631004","2011","NUTSIII"
"1369","16F1007","Castanheira de Pêra",60.07,"Castanheira de Pêra","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641007","2011","NUTSIII"
"1370","16F1008","Figueiró dos Vinhos",63.07,"Figueiró dos Vinhos","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641008","2011","NUTSIII"
"1371","16F1009","Leiria",102.92,"Leiria","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631009","2011","NUTSIII"
"1372","16F1010","Marinha Grande",95.79,"Marinha Grande","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631010","2011","NUTSIII"
"1373","16F1013","Pedrógão Grande",61.45,"Pedrógão Grande","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641013","2011","NUTSIII"
"1374","16F1015","Pombal",81.98,"Pombal","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631015","2011","NUTSIII"
"1375","16F1016","Porto de Mós",79.4,"Porto de Mós","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631016","2011","NUTSIII"
"1376","16G0901","Aguiar da Beira",61.58,"Aguiar da Beira","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1650901","2011","NUTSIII"
"1377","16G1802","Carregal do Sal",69.03,"Carregal do Sal","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651802","2011","NUTSIII"
"1378","16G1803","Castro Daire",60.48,"Castro Daire","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651803","2011","NUTSIII"
"1379","16G1806","Mangualde",80.74,"Mangualde","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651806","2011","NUTSIII"
"1380","16G1809","Nelas",74.18,"Nelas","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651809","2011","NUTSIII"
"1381","16G1810","Oliveira de Frades",79.47,"Oliveira de Frades","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651810","2011","NUTSIII"
"1382","16G1811","Penalva do Castelo",54.46,"Penalva do Castelo","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651811","2011","NUTSIII"
"1383","16G1814","Santa Comba Dão",69.09,"Santa Comba Dão","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651814","2011","NUTSIII"
"1384","16G1816","São Pedro do Sul",63.87,"São Pedro do Sul","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651816","2011","NUTSIII"
"1385","16G1817","Sátão",59.57,"Sátão","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651817","2011","NUTSIII"
"1386","16G1821","Tondela",69.66,"Tondela","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651821","2011","NUTSIII"
"1387","16G1822","Vila Nova de Paiva",57.56,"Vila Nova de Paiva","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651822","2011","NUTSIII"
"1388","16G1823","Viseu",96.11,"Viseu","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651823","2011","NUTSIII"
"1389","16G1824","Vouzela",60.99,"Vouzela","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651824","2011","NUTSIII"
