"","geocod","geodsg","valor","municip","ars","nuts3","aces2","nuts1","nuts2","cod_geo_nuts2002","year","aggregation"
"407","16B1112","Sobral de Monte Agraço",75.99,"Sobral de Monte Agraço","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Sul","Continente","Centro","16B1112","2005","NUTSIII"
"408","16B1113","Torres Vedras",89.53,"Torres Vedras","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Sul","Continente","Centro","16B1113","2005","NUTSIII"
"409","16D0101","Águeda",76.84,"Águeda","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610101","2005","NUTSIII"
"410","16D0102","Albergaria-a-Velha",75.54,"Albergaria-a-Velha","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610102","2005","NUTSIII"
"411","16D0103","Anadia",71.15,"Anadia","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610103","2005","NUTSIII"
"412","16D0105","Aveiro",125.28,"Aveiro","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610105","2005","NUTSIII"
"413","16D0108","Estarreja",73.17,"Estarreja","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610108","2005","NUTSIII"
"414","16D0110","Ílhavo",90.17,"Ílhavo","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610110","2005","NUTSIII"
"415","16D0112","Murtosa",69.41,"Murtosa","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610112","2005","NUTSIII"
"416","16D0114","Oliveira do Bairro",77.12,"Oliveira do Bairro","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610114","2005","NUTSIII"
"417","16D0115","Ovar",81.54,"Ovar","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610115","2005","NUTSIII"
"418","16D0117","Sever do Vouga",62.32,"Sever do Vouga","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610117","2005","NUTSIII"
"419","16D0118","Vagos",67.37,"Vagos","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610118","2005","NUTSIII"
"420","16E0601","Arganil",58.87,"Arganil","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640601","2005","NUTSIII"
"421","16E0602","Cantanhede",71.22,"Cantanhede","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620602","2005","NUTSIII"
"422","16E0603","Coimbra",137.64,"Coimbra","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620603","2005","NUTSIII"
"423","16E0604","Condeixa-a-Nova",82.3,"Condeixa-a-Nova","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620604","2005","NUTSIII"
"424","16E0605","Figueira da Foz",99.29,"Figueira da Foz","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620605","2005","NUTSIII"
"425","16E0606","Góis",54.26,"Góis","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640606","2005","NUTSIII"
"426","16E0607","Lousã",81.23,"Lousã","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640607","2005","NUTSIII"
"427","16E0111","Mealhada",76.78,"Mealhada","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1610111","2005","NUTSIII"
"428","16E0608","Mira",71.02,"Mira","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620608","2005","NUTSIII"
"429","16E0609","Miranda do Corvo",65.89,"Miranda do Corvo","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640609","2005","NUTSIII"
"430","16E0610","Montemor-o-Velho",65.37,"Montemor-o-Velho","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620610","2005","NUTSIII"
"431","16E1808","Mortágua",59.65,"Mortágua","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1651808","2005","NUTSIII"
"432","16E0611","Oliveira do Hospital",63.06,"Oliveira do Hospital","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640611","2005","NUTSIII"
"433","16E0612","Pampilhosa da Serra",55.82,"Pampilhosa da Serra","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640612","2005","NUTSIII"
"434","16E0613","Penacova",54.71,"Penacova","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620613","2005","NUTSIII"
"435","16E0614","Penela",53.3,"Penela","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640614","2005","NUTSIII"
"436","16E0615","Soure",66.05,"Soure","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620615","2005","NUTSIII"
"437","16E0616","Tábua",55.94,"Tábua","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640616","2005","NUTSIII"
"438","16E0617","Vila Nova de Poiares",67.92,"Vila Nova de Poiares","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640617","2005","NUTSIII"
"439","16F1002","Alvaiázere",60.26,"Alvaiázere","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641002","2005","NUTSIII"
"440","16F1003","Ansião",64.69,"Ansião","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641003","2005","NUTSIII"
"441","16F1004","Batalha",86.92,"Batalha","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631004","2005","NUTSIII"
"442","16F1007","Castanheira de Pêra",61.62,"Castanheira de Pêra","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641007","2005","NUTSIII"
"443","16F1008","Figueiró dos Vinhos",55.51,"Figueiró dos Vinhos","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641008","2005","NUTSIII"
"444","16F1009","Leiria",99.32,"Leiria","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631009","2005","NUTSIII"
"445","16F1010","Marinha Grande",104.76,"Marinha Grande","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631010","2005","NUTSIII"
"446","16F1013","Pedrógão Grande",54.41,"Pedrógão Grande","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641013","2005","NUTSIII"
"447","16F1015","Pombal",70.93,"Pombal","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631015","2005","NUTSIII"
"448","16F1016","Porto de Mós",71.45,"Porto de Mós","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631016","2005","NUTSIII"
"449","16G0901","Aguiar da Beira",49.92,"Aguiar da Beira","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1650901","2005","NUTSIII"
"450","16G1802","Carregal do Sal",64.73,"Carregal do Sal","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651802","2005","NUTSIII"
"451","16G1803","Castro Daire",53.15,"Castro Daire","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651803","2005","NUTSIII"
"452","16G1806","Mangualde",71.39,"Mangualde","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651806","2005","NUTSIII"
"453","16G1809","Nelas",68.14,"Nelas","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651809","2005","NUTSIII"
"454","16G1810","Oliveira de Frades",63.42,"Oliveira de Frades","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651810","2005","NUTSIII"
"455","16G1811","Penalva do Castelo",50.18,"Penalva do Castelo","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651811","2005","NUTSIII"
"456","16G1814","Santa Comba Dão",66.29,"Santa Comba Dão","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651814","2005","NUTSIII"
"457","16G1816","São Pedro do Sul",55.03,"São Pedro do Sul","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651816","2005","NUTSIII"
"458","16G1817","Sátão",58.6,"Sátão","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651817","2005","NUTSIII"
"459","16G1821","Tondela",61.07,"Tondela","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651821","2005","NUTSIII"
"460","16G1822","Vila Nova de Paiva",49.81,"Vila Nova de Paiva","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651822","2005","NUTSIII"
"461","16G1823","Viseu",94.31,"Viseu","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651823","2005","NUTSIII"
"462","16G1824","Vouzela",52.25,"Vouzela","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651824","2005","NUTSIII"
"463","16H0502","Castelo Branco",99.99,"Castelo Branco","Centro","Beira Baixa","ACeS Beira Interior Sul (ULS Castelo Branco)","Continente","Centro","1690502","2005","NUTSIII"
"464","16H0505","Idanha-a-Nova",55.68,"Idanha-a-Nova","Centro","Beira Baixa","ACeS Beira Interior Sul (ULS Castelo Branco)","Continente","Centro","1690505","2005","NUTSIII"
"465","16H0506","Oleiros",51.08,"Oleiros","Centro","Beira Baixa","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660506","2005","NUTSIII"
"466","16H0507","Penamacor",51.23,"Penamacor","Centro","Beira Baixa","ACeS Beira Interior Sul (ULS Castelo Branco)","Continente","Centro","1690507","2005","NUTSIII"
"467","16H0508","Proença-a-Nova",56.53,"Proença-a-Nova","Centro","Beira Baixa","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660508","2005","NUTSIII"
"468","16H0511","Vila Velha de Ródão",59.01,"Vila Velha de Ródão","Centro","Beira Baixa","ACeS Beira Interior Sul (ULS Castelo Branco)","Continente","Centro","1690511","2005","NUTSIII"
"469","16I1401","Abrantes",86.06,"Abrantes","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1401","2005","NUTSIII"
"470","16I1402","Alcanena",74.01,"Alcanena","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1402","2005","NUTSIII"
"471","16I1408","Constância",82.86,"Constância","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1408","2005","NUTSIII"
"472","16I1410","Entroncamento",122.16,"Entroncamento","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1410","2005","NUTSIII"
"473","16I1411","Ferreira do Zêzere",56.94,"Ferreira do Zêzere","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1411","2005","NUTSIII"
"474","16I1413","Mação",61.34,"Mação","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","1661413","2005","NUTSIII"
"475","16I1421","Ourém",70.84,"Ourém","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1421","2005","NUTSIII"
"476","16I1417","Sardoal",70.09,"Sardoal","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1417","2005","NUTSIII"
"477","16I0509","Sertã",58.12,"Sertã","Centro","Médio Tejo","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660509","2005","NUTSIII"
"478","16I1418","Tomar",84.89,"Tomar","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1418","2005","NUTSIII"
"479","16I1419","Torres Novas",88.37,"Torres Novas","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1419","2005","NUTSIII"
"480","16I0510","Vila de Rei",57.01,"Vila de Rei","Centro","Médio Tejo","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660510","2005","NUTSIII"
"481","16I1420","Vila Nova da Barquinha",73.27,"Vila Nova da Barquinha","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1420","2005","NUTSIII"
"482","16J0902","Almeida",69.68,"Almeida","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680902","2005","NUTSIII"
"483","16J0501","Belmonte",58.88,"Belmonte","Centro","Beiras e Serra da Estrela","ACeS Cova Da Beira","Continente","Centro","16A0501","2005","NUTSIII"
"484","16J0903","Celorico da Beira",56.76,"Celorico da Beira","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680903","2005","NUTSIII"
"485","16J0503","Covilhã",83.8,"Covilhã","Centro","Beiras e Serra da Estrela","ACeS Cova Da Beira","Continente","Centro","16A0503","2005","NUTSIII"
"486","16J0904","Figueira de Castelo Rodrigo",54.82,"Figueira de Castelo Rodrigo","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680904","2005","NUTSIII"
"487","16J0905","Fornos de Algodres",55.07,"Fornos de Algodres","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1670905","2005","NUTSIII"
"488","16J0504","Fundão",71.03,"Fundão","Centro","Beiras e Serra da Estrela","ACeS Cova Da Beira","Continente","Centro","16A0504","2005","NUTSIII"
"489","16J0906","Gouveia",58.36,"Gouveia","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1670906","2005","NUTSIII"
"490","16J0907","Guarda",92.15,"Guarda","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680907","2005","NUTSIII"
"491","16J0908","Manteigas",54.03,"Manteigas","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680908","2005","NUTSIII"
"492","16J0909","Mêda",51.13,"Mêda","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680909","2005","NUTSIII"
"493","16J0910","Pinhel",56.23,"Pinhel","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680910","2005","NUTSIII"
"494","16J0911","Sabugal",50.04,"Sabugal","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680911","2005","NUTSIII"
"495","16J0912","Seia",64.96,"Seia","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1670912","2005","NUTSIII"
"496","16J0913","Trancoso",58.45,"Trancoso","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680913","2005","NUTSIII"
"497","1701502","Alcochete",141.46,"Alcochete","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721502","2005","NUTSIII"
"498","1701503","Almada",128.2,"Almada","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Almada/Seixal","Continente","Área Metropolitana de Lisboa","1721503","2005","NUTSIII"
"499","1701115","Amadora",111.98,"Amadora","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Amadora","Continente","Área Metropolitana de Lisboa","1711115","2005","NUTSIII"
"500","1701504","Barreiro",116,"Barreiro","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721504","2005","NUTSIII"
"501","1701105","Cascais",157.12,"Cascais","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Cascais","Continente","Área Metropolitana de Lisboa","1711105","2005","NUTSIII"
"502","1701106","Lisboa",216.04,"Lisboa","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Lisboa Norte + Lisboa Central","Continente","Área Metropolitana de Lisboa","1711106","2005","NUTSIII"
"503","1701107","Loures",114.05,"Loures","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Loures/Odivelas","Continente","Área Metropolitana de Lisboa","1711107","2005","NUTSIII"
"504","1701109","Mafra",108.94,"Mafra","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Oeste Sul","Continente","Área Metropolitana de Lisboa","1711109","2005","NUTSIII"
"505","1701506","Moita",90.56,"Moita","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721506","2005","NUTSIII"
"506","1701507","Montijo",132.8,"Montijo","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721507","2005","NUTSIII"
"507","1701116","Odivelas",99.53,"Odivelas","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Loures/Odivelas","Continente","Área Metropolitana de Lisboa","1711116","2005","NUTSIII"
"508","1701110","Oeiras",173.33,"Oeiras","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","Lisboa Ocidental/Oeiras","Continente","Área Metropolitana de Lisboa","1711110","2005","NUTSIII"
"509","1701508","Palmela",108.69,"Palmela","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arrábida","Continente","Área Metropolitana de Lisboa","1721508","2005","NUTSIII"
"510","1701510","Seixal",107.49,"Seixal","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Almada/Seixal","Continente","Área Metropolitana de Lisboa","1721510","2005","NUTSIII"
"511","1701511","Sesimbra",111,"Sesimbra","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arrábida","Continente","Área Metropolitana de Lisboa","1721511","2005","NUTSIII"
"512","1701512","Setúbal",120.39,"Setúbal","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arrábida","Continente","Área Metropolitana de Lisboa","1721512","2005","NUTSIII"
"513","1701111","Sintra",104.13,"Sintra","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Sintra","Continente","Área Metropolitana de Lisboa","1711111","2005","NUTSIII"
"514","1701114","Vila Franca de Xira",109.83,"Vila Franca de Xira","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Estuário do Tejo","Continente","Área Metropolitana de Lisboa","1711114","2005","NUTSIII"
"515","1811501","Alcácer do Sal",77.67,"Alcácer do Sal","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811501","2005","NUTSIII"
"516","1811505","Grândola",83.12,"Grândola","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811505","2005","NUTSIII"
"517","1810211","Odemira",65.35,"Odemira","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1810211","2005","NUTSIII"
"518","1811509","Santiago do Cacém",94.82,"Santiago do Cacém","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811509","2005","NUTSIII"
"519","1811513","Sines",114.53,"Sines","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811513","2005","NUTSIII"
"520","1840201","Aljustrel",72.21,"Aljustrel","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840201","2005","NUTSIII"
"521","1840202","Almodôvar",65.79,"Almodôvar","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840202","2005","NUTSIII"
"522","1840203","Alvito",58.69,"Alvito","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840203","2005","NUTSIII"
"523","1840204","Barrancos",52.12,"Barrancos","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840204","2005","NUTSIII"
"524","1840205","Beja",108.06,"Beja","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840205","2005","NUTSIII"
"525","1840206","Castro Verde",71.68,"Castro Verde","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840206","2005","NUTSIII"
"526","1840207","Cuba",64.87,"Cuba","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840207","2005","NUTSIII"
"527","1840208","Ferreira do Alentejo",68.27,"Ferreira do Alentejo","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840208","2005","NUTSIII"
"528","1840209","Mértola",53.86,"Mértola","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840209","2005","NUTSIII"
"529","1840210","Moura",69.56,"Moura","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840210","2005","NUTSIII"
"530","1840212","Ourique",61.82,"Ourique","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840212","2005","NUTSIII"
"531","1840213","Serpa",64.27,"Serpa","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840213","2005","NUTSIII"
"532","1840214","Vidigueira",62.02,"Vidigueira","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840214","2005","NUTSIII"
"533","1851403","Almeirim",90.86,"Almeirim","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851403","2005","NUTSIII"
"534","1851404","Alpiarça",75.47,"Alpiarça","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851404","2005","NUTSIII"
"535","1851103","Azambuja",87.77,"Azambuja","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Estuário do Tejo","Continente","Alentejo","1851103","2005","NUTSIII"
"536","1851405","Benavente",106.62,"Benavente","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Estuário do Tejo","Continente","Alentejo","1851405","2005","NUTSIII"
"537","1851406","Cartaxo",95.8,"Cartaxo","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851406","2005","NUTSIII"
"538","1851407","Chamusca",61.94,"Chamusca","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851407","2005","NUTSIII"
"539","1851409","Coruche",73.09,"Coruche","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851409","2005","NUTSIII"
"540","1851412","Golegã",78.68,"Golegã","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851412","2005","NUTSIII"
"541","1851414","Rio Maior",84.49,"Rio Maior","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851414","2005","NUTSIII"
"542","1851415","Salvaterra de Magos",80.52,"Salvaterra de Magos","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851415","2005","NUTSIII"
"543","1851416","Santarém",99.2,"Santarém","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851416","2005","NUTSIII"
"544","1861201","Alter do Chão",73.6,"Alter do Chão","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821201","2005","NUTSIII"
"545","1861202","Arronches",59.3,"Arronches","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821202","2005","NUTSIII"
"546","1861203","Avis",59.96,"Avis","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821203","2005","NUTSIII"
"547","1861204","Campo Maior",91.32,"Campo Maior","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821204","2005","NUTSIII"
"548","1861205","Castelo de Vide",69.31,"Castelo de Vide","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821205","2005","NUTSIII"
"549","1861206","Crato",69.36,"Crato","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821206","2005","NUTSIII"
"550","1861207","Elvas",90.19,"Elvas","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821207","2005","NUTSIII"
"551","1861208","Fronteira",76.3,"Fronteira","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821208","2005","NUTSIII"
"552","1861209","Gavião",58.92,"Gavião","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821209","2005","NUTSIII"
"553","1861210","Marvão",59.33,"Marvão","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821210","2005","NUTSIII"
"554","1861211","Monforte",63.34,"Monforte","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821211","2005","NUTSIII"
"555","1861212","Nisa",67.14,"Nisa","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821212","2005","NUTSIII"
"556","1861213","Ponte de Sor",75.51,"Ponte de Sor","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821213","2005","NUTSIII"
"557","1861214","Portalegre",106.52,"Portalegre","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821214","2005","NUTSIII"
"558","1861215","Sousel",64.02,"Sousel","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1831215","2005","NUTSIII"
"559","1870701","Alandroal",54.78,"Alandroal","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830701","2005","NUTSIII"
"560","1870702","Arraiolos",65.85,"Arraiolos","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830702","2005","NUTSIII"
"561","1870703","Borba",69.4,"Borba","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830703","2005","NUTSIII"
"562","1870704","Estremoz",81.78,"Estremoz","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830704","2005","NUTSIII"
"563","1870705","Évora",117.48,"Évora","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830705","2005","NUTSIII"
"564","1870706","Montemor-o-Novo",80.04,"Montemor-o-Novo","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830706","2005","NUTSIII"
"565","1870707","Mora",68.68,"Mora","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1820707","2005","NUTSIII"
"566","1870708","Mourão",51.61,"Mourão","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830708","2005","NUTSIII"
"567","1870709","Portel",55.47,"Portel","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830709","2005","NUTSIII"
"568","1870710","Redondo",64.63,"Redondo","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830710","2005","NUTSIII"
"569","1870711","Reguengos de Monsaraz",80.11,"Reguengos de Monsaraz","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830711","2005","NUTSIII"
"570","1870712","Vendas Novas",92.24,"Vendas Novas","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830712","2005","NUTSIII"
"571","1870713","Viana do Alentejo",68.14,"Viana do Alentejo","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830713","2005","NUTSIII"
"572","1870714","Vila Viçosa",81.85,"Vila Viçosa","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830714","2005","NUTSIII"
"573","1500801","Albufeira",138.17,"Albufeira","Algarve","Algarve","ACeS Central","Continente","Algarve","1500801","2005","NUTSIII"
"574","1500802","Alcoutim",48.92,"Alcoutim","Algarve","Algarve","ACeS Sotavento","Continente","Algarve","1500802","2005","NUTSIII"
"575","1500803","Aljezur",69.35,"Aljezur","Algarve","Algarve","ACeS Barlavento","Continente","Algarve","1500803","2005","NUTSIII"
"576","1500804","Castro Marim",83.28,"Castro Marim","Algarve","Algarve","ACeS Sotavento","Continente","Algarve","1500804","2005","NUTSIII"
"577","1500805","Faro",144.87,"Faro","Algarve","Algarve","ACeS Central","Continente","Algarve","1500805","2005","NUTSIII"
