"","geocod","geodsg","valor","sinal_conv","sinal_conv_desc","municip","ars","nuts3","aces2","nuts1","nuts2","cod_geo_nuts2002","year","aggregation"
"779","16I1411","Ferreira do Zêzere",3.13,"","","Ferreira do Zêzere","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1411","1.º Semestre de 2020","NUTSIII"
"780","16I1413","Mação",NA,"-","Dado nulo ou não aplicável","Mação","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","1661413","1.º Semestre de 2020","NUTSIII"
"781","16I1421","Ourém",3.68,"","","Ourém","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1421","1.º Semestre de 2020","NUTSIII"
"782","16I1417","Sardoal",NA,"-","Dado nulo ou não aplicável","Sardoal","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1417","1.º Semestre de 2020","NUTSIII"
"783","16I0509","Sertã",2.98,"","","Sertã","Centro","Médio Tejo","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660509","1.º Semestre de 2020","NUTSIII"
"784","16I1418","Tomar",3.98,"","","Tomar","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1418","1.º Semestre de 2020","NUTSIII"
"785","16I1419","Torres Novas",3.44,"","","Torres Novas","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1419","1.º Semestre de 2020","NUTSIII"
"786","16I0510","Vila de Rei",NA,"-","Dado nulo ou não aplicável","Vila de Rei","Centro","Médio Tejo","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660510","1.º Semestre de 2020","NUTSIII"
"787","16I1420","Vila Nova da Barquinha",2.98,"","","Vila Nova da Barquinha","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1420","1.º Semestre de 2020","NUTSIII"
"788","16J0902","Almeida",NA,"-","Dado nulo ou não aplicável","Almeida","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680902","1.º Semestre de 2020","NUTSIII"
"789","16J0501","Belmonte",NA,"-","Dado nulo ou não aplicável","Belmonte","Centro","Beiras e Serra da Estrela","ACeS Cova Da Beira","Continente","Centro","16A0501","1.º Semestre de 2020","NUTSIII"
"790","16J0903","Celorico da Beira",NA,"-","Dado nulo ou não aplicável","Celorico da Beira","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680903","1.º Semestre de 2020","NUTSIII"
"791","16J0503","Covilhã",3.32,"","","Covilhã","Centro","Beiras e Serra da Estrela","ACeS Cova Da Beira","Continente","Centro","16A0503","1.º Semestre de 2020","NUTSIII"
"792","16J0904","Figueira de Castelo Rodrigo",NA,"-","Dado nulo ou não aplicável","Figueira de Castelo Rodrigo","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680904","1.º Semestre de 2020","NUTSIII"
"793","16J0905","Fornos de Algodres",NA,"-","Dado nulo ou não aplicável","Fornos de Algodres","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1670905","1.º Semestre de 2020","NUTSIII"
"794","16J0504","Fundão",3.3,"","","Fundão","Centro","Beiras e Serra da Estrela","ACeS Cova Da Beira","Continente","Centro","16A0504","1.º Semestre de 2020","NUTSIII"
"795","16J0906","Gouveia",2.69,"","","Gouveia","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1670906","1.º Semestre de 2020","NUTSIII"
"796","16J0907","Guarda",3.17,"","","Guarda","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680907","1.º Semestre de 2020","NUTSIII"
"797","16J0908","Manteigas",NA,"-","Dado nulo ou não aplicável","Manteigas","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680908","1.º Semestre de 2020","NUTSIII"
"798","16J0909","Mêda",NA,"-","Dado nulo ou não aplicável","Mêda","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680909","1.º Semestre de 2020","NUTSIII"
"799","16J0910","Pinhel",NA,"-","Dado nulo ou não aplicável","Pinhel","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680910","1.º Semestre de 2020","NUTSIII"
"800","16J0911","Sabugal",NA,"-","Dado nulo ou não aplicável","Sabugal","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680911","1.º Semestre de 2020","NUTSIII"
"801","16J0912","Seia",2.56,"","","Seia","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1670912","1.º Semestre de 2020","NUTSIII"
"802","16J0913","Trancoso",NA,"-","Dado nulo ou não aplicável","Trancoso","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680913","1.º Semestre de 2020","NUTSIII"
"803","1701502","Alcochete",5.9,"","","Alcochete","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721502","1.º Semestre de 2020","NUTSIII"
"804","1701503","Almada",8.01,"","","Almada","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Almada/Seixal","Continente","Área Metropolitana de Lisboa","1721503","1.º Semestre de 2020","NUTSIII"
"805","1701115","Amadora",8.74,"","","Amadora","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Amadora","Continente","Área Metropolitana de Lisboa","1711115","1.º Semestre de 2020","NUTSIII"
"806","1701504","Barreiro",6.67,"","","Barreiro","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721504","1.º Semestre de 2020","NUTSIII"
"807","1701105","Cascais",10.58,"","","Cascais","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Cascais","Continente","Área Metropolitana de Lisboa","1711105","1.º Semestre de 2020","NUTSIII"
"808","1701106","Lisboa",11.92,"","","Lisboa","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Lisboa Norte + Lisboa Central","Continente","Área Metropolitana de Lisboa","1711106","1.º Semestre de 2020","NUTSIII"
"809","1701107","Loures",7.54,"","","Loures","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Loures/Odivelas","Continente","Área Metropolitana de Lisboa","1711107","1.º Semestre de 2020","NUTSIII"
"810","1701109","Mafra",6.25,"","","Mafra","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Oeste Sul","Continente","Área Metropolitana de Lisboa","1711109","1.º Semestre de 2020","NUTSIII"
"811","1701506","Moita",5.25,"","","Moita","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721506","1.º Semestre de 2020","NUTSIII"
"812","1701507","Montijo",6.36,"","","Montijo","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721507","1.º Semestre de 2020","NUTSIII"
"813","1701116","Odivelas",8.06,"","","Odivelas","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Loures/Odivelas","Continente","Área Metropolitana de Lisboa","1711116","1.º Semestre de 2020","NUTSIII"
"814","1701110","Oeiras",10.35,"","","Oeiras","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","Lisboa Ocidental/Oeiras","Continente","Área Metropolitana de Lisboa","1711110","1.º Semestre de 2020","NUTSIII"
"815","1701508","Palmela",5.52,"","","Palmela","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arrábida","Continente","Área Metropolitana de Lisboa","1721508","1.º Semestre de 2020","NUTSIII"
"816","1701510","Seixal",6.58,"","","Seixal","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Almada/Seixal","Continente","Área Metropolitana de Lisboa","1721510","1.º Semestre de 2020","NUTSIII"
"817","1701511","Sesimbra",5.42,"","","Sesimbra","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arrábida","Continente","Área Metropolitana de Lisboa","1721511","1.º Semestre de 2020","NUTSIII"
"818","1701512","Setúbal",6.24,"","","Setúbal","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arrábida","Continente","Área Metropolitana de Lisboa","1721512","1.º Semestre de 2020","NUTSIII"
"819","1701111","Sintra",7.1,"","","Sintra","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Sintra","Continente","Área Metropolitana de Lisboa","1711111","1.º Semestre de 2020","NUTSIII"
"820","1701114","Vila Franca de Xira",6.67,"","","Vila Franca de Xira","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Estuário do Tejo","Continente","Área Metropolitana de Lisboa","1711114","1.º Semestre de 2020","NUTSIII"
"821","1811501","Alcácer do Sal",4.48,"","","Alcácer do Sal","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811501","1.º Semestre de 2020","NUTSIII"
"822","1811505","Grândola",4.86,"","","Grândola","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811505","1.º Semestre de 2020","NUTSIII"
"823","1810211","Odemira",4.37,"","","Odemira","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1810211","1.º Semestre de 2020","NUTSIII"
"824","1811509","Santiago do Cacém",4.75,"","","Santiago do Cacém","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811509","1.º Semestre de 2020","NUTSIII"
"825","1811513","Sines",5.42,"","","Sines","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811513","1.º Semestre de 2020","NUTSIII"
"826","1840201","Aljustrel",NA,"-","Dado nulo ou não aplicável","Aljustrel","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840201","1.º Semestre de 2020","NUTSIII"
"827","1840202","Almodôvar",NA,"-","Dado nulo ou não aplicável","Almodôvar","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840202","1.º Semestre de 2020","NUTSIII"
"828","1840203","Alvito",NA,"-","Dado nulo ou não aplicável","Alvito","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840203","1.º Semestre de 2020","NUTSIII"
"829","1840204","Barrancos",NA,"-","Dado nulo ou não aplicável","Barrancos","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840204","1.º Semestre de 2020","NUTSIII"
"830","1840205","Beja",4.41,"","","Beja","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840205","1.º Semestre de 2020","NUTSIII"
"831","1840206","Castro Verde",4.02,"","","Castro Verde","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840206","1.º Semestre de 2020","NUTSIII"
"832","1840207","Cuba",NA,"-","Dado nulo ou não aplicável","Cuba","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840207","1.º Semestre de 2020","NUTSIII"
"833","1840208","Ferreira do Alentejo",NA,"-","Dado nulo ou não aplicável","Ferreira do Alentejo","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840208","1.º Semestre de 2020","NUTSIII"
"834","1840209","Mértola",NA,"-","Dado nulo ou não aplicável","Mértola","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840209","1.º Semestre de 2020","NUTSIII"
"835","1840210","Moura",3.39,"","","Moura","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840210","1.º Semestre de 2020","NUTSIII"
"836","1840212","Ourique",NA,"-","Dado nulo ou não aplicável","Ourique","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840212","1.º Semestre de 2020","NUTSIII"
"837","1840213","Serpa",NA,"-","Dado nulo ou não aplicável","Serpa","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840213","1.º Semestre de 2020","NUTSIII"
"838","1840214","Vidigueira",NA,"-","Dado nulo ou não aplicável","Vidigueira","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840214","1.º Semestre de 2020","NUTSIII"
"839","1851403","Almeirim",3.62,"","","Almeirim","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851403","1.º Semestre de 2020","NUTSIII"
"840","1851404","Alpiarça",2.69,"","","Alpiarça","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851404","1.º Semestre de 2020","NUTSIII"
"841","1851103","Azambuja",5,"","","Azambuja","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Estuário do Tejo","Continente","Alentejo","1851103","1.º Semestre de 2020","NUTSIII"
"842","1851405","Benavente",4.23,"","","Benavente","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Estuário do Tejo","Continente","Alentejo","1851405","1.º Semestre de 2020","NUTSIII"
"843","1851406","Cartaxo",3.55,"","","Cartaxo","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851406","1.º Semestre de 2020","NUTSIII"
"844","1851407","Chamusca",NA,"-","Dado nulo ou não aplicável","Chamusca","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851407","1.º Semestre de 2020","NUTSIII"
"845","1851409","Coruche",3.72,"","","Coruche","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851409","1.º Semestre de 2020","NUTSIII"
"846","1851412","Golegã",NA,"-","Dado nulo ou não aplicável","Golegã","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851412","1.º Semestre de 2020","NUTSIII"
"847","1851414","Rio Maior",3.18,"","","Rio Maior","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851414","1.º Semestre de 2020","NUTSIII"
"848","1851415","Salvaterra de Magos",4.2,"","","Salvaterra de Magos","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851415","1.º Semestre de 2020","NUTSIII"
"849","1851416","Santarém",4,"","","Santarém","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851416","1.º Semestre de 2020","NUTSIII"
"850","1861201","Alter do Chão",NA,"-","Dado nulo ou não aplicável","Alter do Chão","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821201","1.º Semestre de 2020","NUTSIII"
"851","1861202","Arronches",NA,"-","Dado nulo ou não aplicável","Arronches","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821202","1.º Semestre de 2020","NUTSIII"
"852","1861203","Avis",NA,"-","Dado nulo ou não aplicável","Avis","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821203","1.º Semestre de 2020","NUTSIII"
"853","1861204","Campo Maior",2.38,"","","Campo Maior","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821204","1.º Semestre de 2020","NUTSIII"
"854","1861205","Castelo de Vide",NA,"-","Dado nulo ou não aplicável","Castelo de Vide","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821205","1.º Semestre de 2020","NUTSIII"
"855","1861206","Crato",NA,"-","Dado nulo ou não aplicável","Crato","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821206","1.º Semestre de 2020","NUTSIII"
"856","1861207","Elvas",3.09,"","","Elvas","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821207","1.º Semestre de 2020","NUTSIII"
"857","1861208","Fronteira",NA,"-","Dado nulo ou não aplicável","Fronteira","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821208","1.º Semestre de 2020","NUTSIII"
"858","1861209","Gavião",NA,"-","Dado nulo ou não aplicável","Gavião","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821209","1.º Semestre de 2020","NUTSIII"
"859","1861210","Marvão",NA,"-","Dado nulo ou não aplicável","Marvão","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821210","1.º Semestre de 2020","NUTSIII"
"860","1861211","Monforte",NA,"-","Dado nulo ou não aplicável","Monforte","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821211","1.º Semestre de 2020","NUTSIII"
"861","1861212","Nisa",NA,"-","Dado nulo ou não aplicável","Nisa","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821212","1.º Semestre de 2020","NUTSIII"
"862","1861213","Ponte de Sor",3.46,"","","Ponte de Sor","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821213","1.º Semestre de 2020","NUTSIII"
"863","1861214","Portalegre",2.99,"","","Portalegre","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821214","1.º Semestre de 2020","NUTSIII"
"864","1861215","Sousel",NA,"-","Dado nulo ou não aplicável","Sousel","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1831215","1.º Semestre de 2020","NUTSIII"
"865","1870701","Alandroal",NA,"-","Dado nulo ou não aplicável","Alandroal","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830701","1.º Semestre de 2020","NUTSIII"
"866","1870702","Arraiolos",3.53,"","","Arraiolos","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830702","1.º Semestre de 2020","NUTSIII"
"867","1870703","Borba",NA,"-","Dado nulo ou não aplicável","Borba","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830703","1.º Semestre de 2020","NUTSIII"
"868","1870704","Estremoz",3.06,"","","Estremoz","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830704","1.º Semestre de 2020","NUTSIII"
"869","1870705","Évora",5.44,"","","Évora","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830705","1.º Semestre de 2020","NUTSIII"
"870","1870706","Montemor-o-Novo",3.61,"","","Montemor-o-Novo","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830706","1.º Semestre de 2020","NUTSIII"
"871","1870707","Mora",NA,"-","Dado nulo ou não aplicável","Mora","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1820707","1.º Semestre de 2020","NUTSIII"
"872","1870708","Mourão",NA,"-","Dado nulo ou não aplicável","Mourão","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830708","1.º Semestre de 2020","NUTSIII"
"873","1870709","Portel",NA,"-","Dado nulo ou não aplicável","Portel","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830709","1.º Semestre de 2020","NUTSIII"
"874","1870710","Redondo",NA,"-","Dado nulo ou não aplicável","Redondo","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830710","1.º Semestre de 2020","NUTSIII"
"875","1870711","Reguengos de Monsaraz",3.33,"","","Reguengos de Monsaraz","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830711","1.º Semestre de 2020","NUTSIII"
