geocod.x,geodsg,dim_3,dim_3_t,dim_4,dim_4_t,valor,municip,ars,nuts3,aces2,nuts1,nuts2,cod_geo_nuts2002,geocod.y
16I1402,Alcanena,2,M,11,0 - 4 anos,260,Alcanena,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1402,16I1402
16I1401,Abrantes,2,M,11,0 - 4 anos,560,Abrantes,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1401,16I1401
16G1809,Nelas,2,M,11,0 - 4 anos,226,Nelas,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651809,16G1809
16G1806,Mangualde,2,M,11,0 - 4 anos,347,Mangualde,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651806,16G1806
16F1004,Batalha,2,M,11,0 - 4 anos,309,Batalha,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631004,16F1004
16F1002,Alvaiázere,2,M,11,0 - 4 anos,100,Alvaiázere,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641002,16F1002
16E0111,Mealhada,2,M,11,0 - 4 anos,345,Mealhada,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1610111,16E0111
11D1815,São João da Pesqueira,1,H,82,75 - 79 anos,172,São João da Pesqueira,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171815,11D1815
11C1303,Felgueiras,1,H,82,75 - 79 anos,688,Felgueiras,Norte,Tâmega e Sousa,ACeS Vale do Sousa Norte,Continente,Norte,1151303,11C1303
11B1713,Vila Pouca de Aguiar,1,H,82,75 - 79 anos,328,Vila Pouca de Aguiar,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1181713,11B1713
11A1318,Trofa,1,H,82,75 - 79 anos,501,Trofa,Norte,Área Metropolitana do Porto,ACeS Santo Tirso/Trofa,Continente,Norte,1131318,11A1318
11A0119,Vale de Cambra,1,H,82,75 - 79 anos,421,Vale de Cambra,Norte,Área Metropolitana do Porto,ACeS Aveiro Norte,Continente,Norte,1160119,11A0119
1190312,Vila Nova de Famalicão,1,H,82,75 - 79 anos,1702,Vila Nova de Famalicão,Norte,Ave,ACeS Famalicão,Continente,Norte,1130312,1190312
1190311,Vieira do Minho,1,H,82,75 - 79 anos,297,Vieira do Minho,Norte,Ave,ACeS Gerês/Cabreira,Continente,Norte,1130311,1190311
16I1402,Alcanena,2,M,12,5 - 9 anos,292,Alcanena,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1402,16I1402
16I1401,Abrantes,2,M,12,5 - 9 anos,745,Abrantes,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1401,16I1401
16H0505,Idanha-a-Nova,2,M,12,5 - 9 anos,145,Idanha-a-Nova,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690505,16H0505
16G0901,Aguiar da Beira,2,M,12,5 - 9 anos,72,Aguiar da Beira,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1650901,16G0901
16F1016,Porto de Mós,2,M,12,5 - 9 anos,499,Porto de Mós,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631016,16F1016
16E1808,Mortágua,2,M,12,5 - 9 anos,152,Mortágua,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1651808,16E1808
16D0117,Sever do Vouga,1,H,12,5 - 9 anos,234,Sever do Vouga,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610117,16D0117
16D0115,Ovar,1,H,12,5 - 9 anos,1248,Ovar,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610115,16D0115
16D0102,Albergaria-a-Velha,1,H,12,5 - 9 anos,565,Albergaria-a-Velha,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610102,16D0102
1861207,Elvas,2,M,81,70 - 74 anos,595,Elvas,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821207,1861207
1861201,Alter do Chão,2,M,81,70 - 74 anos,89,Alter do Chão,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821201,1861201
1851414,Rio Maior,2,M,81,70 - 74 anos,596,Rio Maior,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851414,1851414
1840212,Ourique,2,M,81,70 - 74 anos,198,Ourique,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840212,1840212
1840210,Moura,2,M,81,70 - 74 anos,456,Moura,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840210,1840210
1840203,Alvito,2,M,81,70 - 74 anos,72,Alvito,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840203,1840203
1701111,Sintra,2,M,81,70 - 74 anos,8052,Sintra,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Sintra,Continente,Área Metropolitana de Lisboa,1711111,1701111
16J0504,Fundão,2,M,81,70 - 74 anos,909,Fundão,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,Continente,Centro,16A0504,16J0504
16I1417,Sardoal,2,M,81,70 - 74 anos,106,Sardoal,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1417,16I1417
16G1817,Sátão,2,M,81,70 - 74 anos,341,Sátão,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651817,16G1817
11D1710,Sabrosa,2,M,61,50 - 54 anos,212,Sabrosa,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171710,11D1710
11D0404,Freixo de Espada à Cinta,2,M,61,50 - 54 anos,100,Freixo de Espada à Cinta,Norte,Douro,ULS Nordeste,Continente,Norte,1170404,11D0404
11B1703,Chaves,2,M,61,50 - 54 anos,1594,Chaves,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1181703,11B1703
11A1310,Paredes,2,M,61,50 - 54 anos,3441,Paredes,Norte,Área Metropolitana do Porto,ACeS Vale do Sousa Sul,Continente,Norte,1151310,11A1310
11A1308,Matosinhos,2,M,61,50 - 54 anos,7354,Matosinhos,Norte,Área Metropolitana do Porto,ULS Matosinhos,Continente,Norte,1141308,11A1308
11A0116,São João da Madeira,2,M,61,50 - 54 anos,971,São João da Madeira,Norte,Área Metropolitana do Porto,ACeS Aveiro Norte,Continente,Norte,1160116,11A0116
1120301,Amares,2,M,61,50 - 54 anos,704,Amares,Norte,Cávado,ACeS Gerês/Cabreira,Continente,Norte,1120301,1120301
1111607,Ponte de Lima,2,M,61,50 - 54 anos,1613,Ponte de Lima,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111607,1111607
3003104,Machico,2,M,52,45 - 49 anos,953,Machico,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,Região Autónoma da Madeira,Região Autónoma da Madeira,3003104,3003104
3003103,Funchal,2,M,52,45 - 49 anos,4560,Funchal,Madeira,Região Autónoma da Madeira,ACeS Funchal,Região Autónoma da Madeira,Região Autónoma da Madeira,3003103,3003103
2004701,Horta,2,M,52,45 - 49 anos,560,Horta,Açores,Região Autónoma dos Açores,USI Faial,Região Autónoma dos Açores,Região Autónoma dos Açores,2004701,2004701
1870712,Vendas Novas,2,M,72,65 - 69 anos,462,Vendas Novas,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830712,1870712
1870710,Redondo,2,M,72,65 - 69 anos,184,Redondo,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830710,1870710
1861211,Monforte,2,M,72,65 - 69 anos,73,Monforte,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821211,1861211
1861210,Marvão,2,M,72,65 - 69 anos,109,Marvão,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821210,1861210
1861204,Campo Maior,2,M,72,65 - 69 anos,211,Campo Maior,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821204,1861204
1851416,Santarém,2,M,72,65 - 69 anos,2054,Santarém,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851416,1851416
1851407,Chamusca,2,M,72,65 - 69 anos,346,Chamusca,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851407,1851407
1840209,Mértola,2,M,72,65 - 69 anos,223,Mértola,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840209,1840209
1840206,Castro Verde,2,M,72,65 - 69 anos,195,Castro Verde,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840206,1840206
16J0913,Trancoso,2,M,72,65 - 69 anos,331,Trancoso,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680913,16J0913
16J0504,Fundão,2,M,72,65 - 69 anos,859,Fundão,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,Continente,Centro,16A0504,16J0504
11E0411,Vimioso,2,M,52,45 - 49 anos,114,Vimioso,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180411,11E0411
11E0408,Mogadouro,2,M,52,45 - 49 anos,265,Mogadouro,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180408,11E0408
11E0407,Mirandela,2,M,52,45 - 49 anos,804,Mirandela,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180407,11E0407
11E,Terras de Trás-os-Montes,1,H,51,40 - 44 anos,3527,Terras de Trás-os-Montes,,,,,,,
112,Cávado,1,H,51,40 - 44 anos,15824,Cávado,,,,,,,
185,Lezíria do Tejo,1,H,42,35 - 39 anos,9039,Lezíria do Tejo,,,,,,,
16E,Região de Coimbra,1,H,42,35 - 39 anos,15453,Região de Coimbra,,,,,,,
150,Algarve,1,H,42,35 - 39 anos,17004,Algarve,,,,,,,
170,Área Metropolitana de Lisboa,1,H,41,30 - 34 anos,89202,Área Metropolitana de Lisboa,,,,,,,
16E,Região de Coimbra,1,H,41,30 - 34 anos,13037,Região de Coimbra,,,,,,,
16B,Oeste,1,H,41,30 - 34 anos,11367,Oeste,,,,,,,
11E,Terras de Trás-os-Montes,1,H,41,30 - 34 anos,3022,Terras de Trás-os-Montes,,,,,,,
16J,Beiras e Serra da Estrela,1,H,32,25 - 29 anos,5559,Beiras e Serra da Estrela,,,,,,,
16D,Região de Aveiro,1,H,32,25 - 29 anos,9772,Região de Aveiro,,,,,,,
119,Ave,1,H,32,25 - 29 anos,12331,Ave,,,,,,,
1190308,Guimarães,2,M,91,80 - 84 anos,2086,Guimarães,Norte,Ave,ACeS Guimarães/Vizela/Terras de Basto,Continente,Norte,1130308,1190308
1120313,Vila Verde,2,M,91,80 - 84 anos,882,Vila Verde,Norte,Cávado,ACeS Gerês/Cabreira,Continente,Norte,1120313,1120313
1111608,Valença,2,M,91,80 - 84 anos,347,Valença,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111608,1111608
1111606,Ponte da Barca,2,M,91,80 - 84 anos,322,Ponte da Barca,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111606,1111606
1111601,Arcos de Valdevez,2,M,91,80 - 84 anos,778,Arcos de Valdevez,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111601,1111601
16E0612,Pampilhosa da Serra,2,M,12,5 - 9 anos,55,Pampilhosa da Serra,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640612,16E0612
16E0603,Coimbra,2,M,12,5 - 9 anos,2717,Coimbra,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620603,16E0603
16E0602,Cantanhede,2,M,12,5 - 9 anos,716,Cantanhede,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620602,16E0602
16D0101,Águeda,2,M,12,5 - 9 anos,970,Águeda,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610101,16D0101
16B1112,Sobral de Monte Agraço,2,M,12,5 - 9 anos,257,Sobral de Monte Agraço,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1112,16B1112
1500812,São Brás de Alportel,2,M,12,5 - 9 anos,249,São Brás de Alportel,Algarve,Algarve,ACeS Central,Continente,Algarve,1500812,1500812
1500809,Monchique,2,M,12,5 - 9 anos,81,Monchique,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500809,1500809
1500802,Alcoutim,2,M,12,5 - 9 anos,27,Alcoutim,Algarve,Algarve,ACeS Sotavento,Continente,Algarve,1500802,1500802
11E0401,Alfândega da Fé,1,H,62,55 - 59 anos,196,Alfândega da Fé,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180401,11E0401
11D1815,São João da Pesqueira,1,H,62,55 - 59 anos,260,São João da Pesqueira,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171815,11D1815
11D1812,Penedono,1,H,62,55 - 59 anos,103,Penedono,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171812,11D1812
11C1309,Paços de Ferreira,1,H,62,55 - 59 anos,1703,Paços de Ferreira,Norte,Tâmega e Sousa,ACeS Vale do Sousa Norte,Continente,Norte,1151309,11C1309
11C1305,Lousada,1,H,62,55 - 59 anos,1481,Lousada,Norte,Tâmega e Sousa,ACeS Vale do Sousa Norte,Continente,Norte,1151305,11C1305
11A0104,Arouca,1,H,62,55 - 59 anos,712,Arouca,Norte,Área Metropolitana do Porto,ACeS Feira/Arouca,Continente,Norte,1160104,11A0104
1111610,Vila Nova de Cerveira,1,H,62,55 - 59 anos,302,Vila Nova de Cerveira,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111610,1111610
3003201,Porto Santo,1,H,61,50 - 54 anos,230,Porto Santo,Madeira,Região Autónoma da Madeira,ACeS Porto Santo,Região Autónoma da Madeira,Região Autónoma da Madeira,3003201,3003201
3003108,Santa Cruz,1,H,61,50 - 54 anos,1449,Santa Cruz,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,Região Autónoma da Madeira,Região Autónoma da Madeira,3003108,3003108
1701510,Seixal,2,M,42,35 - 39 anos,7170,Seixal,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Almada/Seixal,Continente,Área Metropolitana de Lisboa,1721510,1701510
1701111,Sintra,2,M,42,35 - 39 anos,15893,Sintra,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Sintra,Continente,Área Metropolitana de Lisboa,1711111,1701111
1701110,Oeiras,2,M,42,35 - 39 anos,7284,Oeiras,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,Lisboa Ocidental/Oeiras,Continente,Área Metropolitana de Lisboa,1711110,1701110
1701109,Mafra,2,M,42,35 - 39 anos,4228,Mafra,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Oeste Sul,Continente,Área Metropolitana de Lisboa,1711109,1701109
16J0910,Pinhel,2,M,42,35 - 39 anos,249,Pinhel,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680910,16J0910
16J0909,Mêda,2,M,42,35 - 39 anos,136,Mêda,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680909,16J0909
16J0501,Belmonte,2,M,42,35 - 39 anos,227,Belmonte,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,Continente,Centro,16A0501,16J0501
16I1417,Sardoal,2,M,42,35 - 39 anos,162,Sardoal,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1417,16I1417
16I0510,Vila de Rei,2,M,42,35 - 39 anos,86,Vila de Rei,Centro,Médio Tejo,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660510,16I0510
16H0511,Vila Velha de Ródão,2,M,42,35 - 39 anos,93,Vila Velha de Ródão,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690511,16H0511
16H0507,Penamacor,2,M,42,35 - 39 anos,117,Penamacor,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690507,16H0507
2004202,Nordeste,2,M,52,45 - 49 anos,195,Nordeste,Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004202,2004202
1870714,Vila Viçosa,1,H,92,85 e mais anos,91,Vila Viçosa,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830714,1870714
1861215,Sousel,1,H,92,85 e mais anos,80,Sousel,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1831215,1861215
1861214,Portalegre,1,H,92,85 e mais anos,317,Portalegre,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821214,1861214
1861213,Ponte de Sor,1,H,92,85 e mais anos,249,Ponte de Sor,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821213,1861213
1861208,Fronteira,1,H,92,85 e mais anos,37,Fronteira,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821208,1861208
1861206,Crato,1,H,92,85 e mais anos,77,Crato,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821206,1861206
16J0908,Manteigas,1,H,81,70 - 74 anos,81,Manteigas,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680908,16J0908
16J0906,Gouveia,1,H,81,70 - 74 anos,380,Gouveia,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1670906,16J0906
16J0902,Almeida,1,H,81,70 - 74 anos,184,Almeida,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680902,16J0902
16I1419,Torres Novas,1,H,81,70 - 74 anos,864,Torres Novas,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1419,16I1419
16I1417,Sardoal,1,H,81,70 - 74 anos,58,Sardoal,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1417,16I1417
16I1410,Entroncamento,1,H,81,70 - 74 anos,403,Entroncamento,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1410,16I1410
16G1816,São Pedro do Sul,1,H,81,70 - 74 anos,405,São Pedro do Sul,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651816,16G1816
11D1819,Tabuaço,2,M,52,45 - 49 anos,211,Tabuaço,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171819,11D1819
11D1708,Peso da Régua,2,M,52,45 - 49 anos,652,Peso da Régua,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171708,11D1708
2004601,Lajes do Pico,1,H,51,40 - 44 anos,168,Lajes do Pico,Açores,Região Autónoma dos Açores,USI Pico,Região Autónoma dos Açores,Região Autónoma dos Açores,2004601,2004601
2004203,Ponta Delgada,1,H,51,40 - 44 anos,2728,Ponta Delgada,Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004203,2004203
1870705,Évora,1,H,51,40 - 44 anos,1815,Évora,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830705,1870705
1861215,Sousel,1,H,51,40 - 44 anos,161,Sousel,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1831215,1861215
1861214,Portalegre,1,H,51,40 - 44 anos,784,Portalegre,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821214,1861214
1861209,Gavião,1,H,51,40 - 44 anos,145,Gavião,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821209,1861209
16I0509,Sertã,2,M,32,25 - 29 anos,398,Sertã,Centro,Médio Tejo,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660509,16I0509
16G1821,Tondela,2,M,32,25 - 29 anos,654,Tondela,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651821,16G1821
16G1817,Sátão,2,M,32,25 - 29 anos,323,Sátão,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651817,16G1817
16G1803,Castro Daire,2,M,32,25 - 29 anos,304,Castro Daire,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651803,16G1803
16D0114,Oliveira do Bairro,2,M,32,25 - 29 anos,649,Oliveira do Bairro,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610114,16D0114
16B1112,Sobral de Monte Agraço,2,M,32,25 - 29 anos,283,Sobral de Monte Agraço,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1112,16B1112
16B1012,Óbidos,2,M,32,25 - 29 anos,316,Óbidos,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1012,16B1012
16F1008,Figueiró dos Vinhos,1,H,61,50 - 54 anos,206,Figueiró dos Vinhos,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641008,16F1008
16F1002,Alvaiázere,1,H,61,50 - 54 anos,275,Alvaiázere,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641002,16F1002
16E0614,Penela,1,H,61,50 - 54 anos,190,Penela,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640614,16E0614
16E0603,Coimbra,1,H,61,50 - 54 anos,4864,Coimbra,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620603,16E0603
