geocod,geodsg,dim_3,dim_3_t,dim_4,dim_4_t,valor
1601,Arcos de Valdevez,T,HM,65,64 anos,320
1601,Arcos de Valdevez,T,HM,25,24 anos,168
1601,Arcos de Valdevez,T,HM,14,13 anos,178
1601,Arcos de Valdevez,T,HM,46,45 anos,245
1601,Arcos de Valdevez,T,HM,1,Menos de 1 ano,110
1601,Arcos de Valdevez,T,HM,93,92 anos,66
1601,Arcos de Valdevez,T,HM,34,33 anos,198
1601,Arcos de Valdevez,T,HM,43,42 anos,229
1601,Arcos de Valdevez,T,HM,84,83 anos,261
1601,Arcos de Valdevez,1,H,50,49 anos,123
1601,Arcos de Valdevez,1,H,T,Total,9483
1601,Arcos de Valdevez,1,H,67,66 anos,167
1601,Arcos de Valdevez,1,H,32,31 anos,87
1601,Arcos de Valdevez,1,H,96,95 anos,8
1601,Arcos de Valdevez,1,H,20,19 anos,87
1601,Arcos de Valdevez,1,H,24,23 anos,87
1601,Arcos de Valdevez,1,H,81,80 anos,96
1601,Arcos de Valdevez,1,H,79,78 anos,130
1601,Arcos de Valdevez,1,H,90,89 anos,37
1601,Arcos de Valdevez,1,H,76,75 anos,136
1601,Arcos de Valdevez,1,H,11,10 anos,76
1601,Arcos de Valdevez,1,H,66,65 anos,153
1601,Arcos de Valdevez,2,M,47,46 anos,138
1601,Arcos de Valdevez,2,M,68,67 anos,185
1601,Arcos de Valdevez,2,M,17,16 anos,99
1601,Arcos de Valdevez,2,M,14,13 anos,86
1601,Arcos de Valdevez,2,M,75,74 anos,167
1601,Arcos de Valdevez,2,M,80,79 anos,145
1601,Arcos de Valdevez,2,M,92,91 anos,55
1601,Arcos de Valdevez,2,M,90,89 anos,84
1601,Arcos de Valdevez,2,M,61,60 anos,163
1601,Arcos de Valdevez,2,M,15,14 anos,78
1601,Arcos de Valdevez,2,M,43,42 anos,119
1601,Arcos de Valdevez,2,M,22,21 anos,103
1601,Arcos de Valdevez,2,M,89,88 anos,99
1601,Arcos de Valdevez,2,M,62,61 anos,180
1601,Arcos de Valdevez,2,M,32,31 anos,90
1601,Arcos de Valdevez,2,M,83,82 anos,170
1601,Arcos de Valdevez,2,M,73,72 anos,194
1601,Arcos de Valdevez,T,HM,88,87 anos,139
1601,Arcos de Valdevez,T,HM,69,68 anos,335
1601,Arcos de Valdevez,T,HM,86,85 anos,233
1601,Arcos de Valdevez,T,HM,41,40 anos,226
1601,Arcos de Valdevez,T,HM,92,91 anos,76
1601,Arcos de Valdevez,T,HM,52,51 anos,232
1601,Arcos de Valdevez,T,HM,45,44 anos,257
1601,Arcos de Valdevez,T,HM,19,18 anos,168
1601,Arcos de Valdevez,T,HM,22,21 anos,207
1601,Arcos de Valdevez,T,HM,77,76 anos,364
1601,Arcos de Valdevez,T,HM,71,70 anos,359
