geocod,geodsg,dim_3_t,85 e mais anos,0 - 4 anos,20 - 24 anos,25 - 29 anos,15 - 19 anos,40 - 44 anos,5 - 9 anos,70 - 74 anos,45 - 49 anos,56 - 59 anos,10 - 14 anos,35 - 39 anos,60 - 65 anos,50 - 55 anos,65 - 69 anos,Total,30 - 34 anos,81 - 85 anos,75 - 80 anos,<1 ano,cod_geo,nivel_geo,cod_dicofre11,dicofre11_2,cod_nuts3,nuts3,cod_nuts2,nuts2,cod_nuts1,nuts1,cod_pais,pais,cod_tot,tot,cod_geo_nuts2002,cod_aces,aces1,aces2,cod_ars,ars
1822,Vila Nova de Paiva,M,203,43,109,113,117,129,71,153,140,181,78,116,196,160,201,2427,95,140,174,8,16G1822,4,'1822,1822,'16G,Viseu Dão Lafões,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1651822,206,DÃO LAFÕES,ACeS Dão Lafões,12,Centro
1823,Viseu,H,1147,1662,2699,2400,2688,3718,2139,2586,3616,3007,2442,3041,3087,3310,2948,46802,2406,1420,2102,384,16G1823,4,'1823,1823,'16G,Viseu Dão Lafões,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1651823,206,DÃO LAFÕES,ACeS Dão Lafões,12,Centro
1823,Viseu,M,2217,1583,2697,2500,2542,4133,2143,3031,4153,3716,2319,3371,3549,3736,3378,52749,2677,2033,2618,353,16G1823,4,'1823,1823,'16G,Viseu Dão Lafões,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1651823,206,DÃO LAFÕES,ACeS Dão Lafões,12,Centro
1823,Viseu,HM,3364,3245,5396,4900,5230,7851,4282,5617,7769,6723,4761,6412,6636,7046,6326,99551,5083,3453,4720,737,16G1823,4,'1823,1823,'16G,Viseu Dão Lafões,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1651823,206,DÃO LAFÕES,ACeS Dão Lafões,12,Centro
1824,Vouzela,HM,504,236,511,407,433,598,313,658,647,711,345,487,662,676,693,9580,470,503,662,64,16G1824,4,'1824,1824,'16G,Viseu Dão Lafões,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1651824,206,DÃO LAFÕES,ACeS Dão Lafões,12,Centro
1824,Vouzela,H,177,116,254,207,230,291,137,297,324,345,180,236,300,334,323,4515,228,207,296,33,16G1824,4,'1824,1824,'16G,Viseu Dão Lafões,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1651824,206,DÃO LAFÕES,ACeS Dão Lafões,12,Centro
1824,Vouzela,M,327,120,257,200,203,307,176,361,323,366,165,251,362,342,370,5065,242,296,366,31,16G1824,4,'1824,1824,'16G,Viseu Dão Lafões,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1651824,206,DÃO LAFÕES,ACeS Dão Lafões,12,Centro
0502,Castelo Branco,HM,2584,1438,2488,2286,2362,3692,1994,3420,3751,3841,2237,3034,3868,3725,3750,52272,2392,2254,2866,290,16H0502,4,'0502,502,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1690502,207,BEIRA INTERIOR SUL,ACeS Beira Interior Sul (ULS Castelo Branco),12,Centro
0502,Castelo Branco,H,880,750,1271,1161,1237,1781,998,1636,1777,1848,1088,1478,1764,1727,1796,24703,1165,908,1277,161,16H0502,4,'0502,502,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1690502,207,BEIRA INTERIOR SUL,ACeS Beira Interior Sul (ULS Castelo Branco),12,Centro
0502,Castelo Branco,M,1704,688,1217,1125,1125,1911,996,1784,1974,1993,1149,1556,2104,1998,1954,27569,1227,1346,1589,129,16H0502,4,'0502,502,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1690502,207,BEIRA INTERIOR SUL,ACeS Beira Interior Sul (ULS Castelo Branco),12,Centro
0505,Idanha-a-Nova,H,308,92,159,119,155,212,120,347,225,296,154,160,339,264,322,3998,160,271,274,21,16H0505,4,'0505,505,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1690505,207,BEIRA INTERIOR SUL,ACeS Beira Interior Sul (ULS Castelo Branco),12,Centro
0505,Idanha-a-Nova,M,503,84,148,106,136,216,103,371,232,268,127,156,323,233,345,4357,146,443,393,24,16H0505,4,'0505,505,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1690505,207,BEIRA INTERIOR SUL,ACeS Beira Interior Sul (ULS Castelo Branco),12,Centro
0505,Idanha-a-Nova,HM,811,176,307,225,291,428,223,718,457,564,281,316,662,497,667,8355,306,714,667,45,16H0505,4,'0505,505,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1690505,207,BEIRA INTERIOR SUL,ACeS Beira Interior Sul (ULS Castelo Branco),12,Centro
0506,Oleiros,H,162,32,84,82,54,129,57,218,113,208,59,99,229,149,232,2333,77,158,183,8,16H0506,4,'0506,506,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1660506,208,PINHAL INTERIOR SUL,ACeS Pinhal Interior Sul (ULS Castelo Branco),12,Centro
0506,Oleiros,M,293,30,83,67,71,106,43,263,119,186,47,95,213,143,248,2571,72,241,240,11,16H0506,4,'0506,506,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1660506,208,PINHAL INTERIOR SUL,ACeS Pinhal Interior Sul (ULS Castelo Branco),12,Centro
0506,Oleiros,HM,455,62,167,149,125,235,100,481,232,394,106,194,442,292,480,4904,149,399,423,19,16H0506,4,'0506,506,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1660506,208,PINHAL INTERIOR SUL,ACeS Pinhal Interior Sul (ULS Castelo Branco),12,Centro
0507,Penamacor,H,207,40,88,78,74,107,54,188,132,202,73,89,216,169,200,2349,96,156,168,12,16H0507,4,'0507,507,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1690507,207,BEIRA INTERIOR SUL,ACeS Beira Interior Sul (ULS Castelo Branco),12,Centro
0507,Penamacor,M,324,37,71,67,55,91,47,203,120,171,51,89,199,150,196,2419,65,244,232,7,16H0507,4,'0507,507,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1690507,207,BEIRA INTERIOR SUL,ACeS Beira Interior Sul (ULS Castelo Branco),12,Centro
0507,Penamacor,HM,531,77,159,145,129,198,101,391,252,373,124,178,415,319,396,4768,161,400,400,19,16H0507,4,'0507,507,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1690507,207,BEIRA INTERIOR SUL,ACeS Beira Interior Sul (ULS Castelo Branco),12,Centro
0508,Proença-a-Nova,HM,551,140,298,254,248,356,194,629,404,578,224,307,659,464,615,7167,262,433,518,33,16H0508,4,'0508,508,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1660508,208,PINHAL INTERIOR SUL,ACeS Pinhal Interior Sul (ULS Castelo Branco),12,Centro
0508,Proença-a-Nova,H,181,65,163,140,116,166,102,309,207,294,117,170,326,249,317,3469,155,157,217,18,16H0508,4,'0508,508,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1660508,208,PINHAL INTERIOR SUL,ACeS Pinhal Interior Sul (ULS Castelo Branco),12,Centro
0508,Proença-a-Nova,M,370,75,135,114,132,190,92,320,197,284,107,137,333,215,298,3698,107,276,301,15,16H0508,4,'0508,508,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1660508,208,PINHAL INTERIOR SUL,ACeS Pinhal Interior Sul (ULS Castelo Branco),12,Centro
0511,Vila Velha de Ródão,H,133,44,53,40,49,81,49,162,85,110,52,79,126,86,122,1565,56,111,119,8,16H0511,4,'0511,511,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1690511,207,BEIRA INTERIOR SUL,ACeS Beira Interior Sul (ULS Castelo Branco),12,Centro
0511,Vila Velha de Ródão,M,223,36,52,53,41,80,43,176,74,105,52,57,114,87,142,1720,66,157,156,6,16H0511,4,'0511,511,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1690511,207,BEIRA INTERIOR SUL,ACeS Beira Interior Sul (ULS Castelo Branco),12,Centro
0511,Vila Velha de Ródão,HM,356,80,105,93,90,161,92,338,159,215,104,136,240,173,264,3285,122,268,275,14,16H0511,4,'0511,511,'16H,Beira Baixa,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1690511,207,BEIRA INTERIOR SUL,ACeS Beira Interior Sul (ULS Castelo Branco),12,Centro
1401,Abrantes,HM,1971,808,1606,1300,1601,2135,1140,2333,2456,2748,1387,1668,2791,2473,2690,34329,1350,1760,1933,179,16I1401,4,'1401,1401,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1401,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1401,Abrantes,H,668,427,810,702,906,1056,577,1049,1215,1364,703,810,1383,1212,1256,16434,676,704,829,87,16I1401,4,'1401,1401,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1401,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1401,Abrantes,M,1303,381,796,598,695,1079,563,1284,1241,1384,684,858,1408,1261,1434,17895,674,1056,1104,92,16I1401,4,'1401,1401,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1401,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1402,Alcanena,HM,586,338,601,490,623,837,504,853,901,929,584,681,945,899,891,12472,525,547,670,68,16I1402,4,'1402,1402,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1402,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1402,Alcanena,H,196,178,323,231,327,426,248,386,456,456,311,326,445,439,417,5994,278,223,303,25,16I1402,4,'1402,1402,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1402,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1402,Alcanena,M,390,160,278,259,296,411,256,467,445,473,273,355,500,460,474,6478,247,324,367,43,16I1402,4,'1402,1402,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1402,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1408,Constância,H,53,55,78,87,121,124,80,111,142,154,96,101,118,157,129,1823,73,52,83,9,16I1408,4,'1408,1408,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1408,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1408,Constância,M,110,57,87,86,101,149,77,114,148,150,88,102,134,145,128,1975,83,93,115,8,16I1408,4,'1408,1408,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1408,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1408,Constância,HM,163,112,165,173,222,273,157,225,290,304,184,203,252,302,257,3798,156,145,198,17,16I1408,4,'1408,1408,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1408,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1410,Entroncamento,HM,693,716,1060,962,1115,1445,983,926,1583,1604,1103,1333,1306,1543,1027,20141,1018,725,845,154,16I1410,4,'1410,1410,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1410,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1410,Entroncamento,M,454,361,537,471,549,759,492,514,862,892,544,687,668,812,552,10652,520,389,523,66,16I1410,4,'1410,1410,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1410,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1410,Entroncamento,H,239,355,523,491,566,686,491,412,721,712,559,646,638,731,475,9489,498,336,322,88,16I1410,4,'1410,1410,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1410,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1411,Ferreira do Zêzere,H,159,107,207,173,171,239,125,250,223,279,174,192,273,265,277,3686,167,159,223,23,16I1411,4,'1411,1411,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1411,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1411,Ferreira do Zêzere,M,307,101,174,145,162,236,142,283,256,289,158,201,311,260,326,4114,179,285,276,23,16I1411,4,'1411,1411,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1411,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1411,Ferreira do Zêzere,HM,466,208,381,318,333,475,267,533,479,568,332,393,584,525,603,7800,346,444,499,46,16I1411,4,'1411,1411,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1411,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1413,Mação,H,244,56,134,122,118,160,93,247,146,273,87,139,253,216,257,3061,109,170,227,10,16I1413,4,'1413,1413,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1661413,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1413,Mação,M,455,61,111,88,104,151,74,277,183,235,100,117,257,207,260,3341,94,287,270,10,16I1413,4,'1413,1413,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1661413,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1413,Mação,HM,699,117,245,210,222,311,167,524,329,508,187,256,510,423,517,6402,203,457,497,20,16I1413,4,'1413,1413,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1661413,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1421,Ourém,H,707,672,1261,1143,1111,1449,902,1153,1421,1571,1000,1217,1496,1510,1348,20898,1095,780,877,185,16I1421,4,'1421,1421,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1421,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1421,Ourém,M,1541,647,1242,1077,1124,1506,846,1420,1604,1704,989,1266,1585,1724,1549,23640,1107,1232,1339,138,16I1421,4,'1421,1421,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1421,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1421,Ourém,HM,2248,1319,2503,2220,2235,2955,1748,2573,3025,3275,1989,2483,3081,3234,2897,44538,2202,2012,2216,323,16I1421,4,'1421,1421,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1421,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1417,Sardoal,H,74,38,92,78,86,130,49,108,138,134,62,70,143,115,135,1692,74,74,87,5,16I1417,4,'1417,1417,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1417,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1417,Sardoal,M,158,38,75,56,67,111,55,126,125,159,51,93,146,113,138,1821,64,119,119,8,16I1417,4,'1417,1417,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1417,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1417,Sardoal,HM,232,76,167,134,153,241,104,234,263,293,113,163,289,228,273,3513,138,193,206,13,16I1417,4,'1417,1417,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1417,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
0509,Sertã,H,249,202,375,327,373,442,271,463,468,572,293,349,582,521,586,7114,279,319,390,53,16I0509,4,'0509,509,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1660509,208,PINHAL INTERIOR SUL,ACeS Pinhal Interior Sul (ULS Castelo Branco),12,Centro
0509,Sertã,M,576,168,324,298,342,433,245,534,485,614,300,373,584,540,512,7655,310,464,501,52,16I0509,4,'0509,509,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1660509,208,PINHAL INTERIOR SUL,ACeS Pinhal Interior Sul (ULS Castelo Branco),12,Centro
0509,Sertã,HM,825,370,699,625,715,875,516,997,953,1186,593,722,1166,1061,1098,14769,589,783,891,105,16I0509,4,'0509,509,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1660509,208,PINHAL INTERIOR SUL,ACeS Pinhal Interior Sul (ULS Castelo Branco),12,Centro
1418,Tomar,H,648,471,943,824,896,1032,627,1143,1186,1350,778,852,1334,1262,1280,17079,768,677,887,121,16I1418,4,'1418,1418,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1418,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1418,Tomar,HM,1985,909,1835,1595,1719,2110,1220,2558,2486,2848,1457,1762,2895,2738,2708,36413,1495,1763,2125,205,16I1418,4,'1418,1418,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1418,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1418,Tomar,M,1337,438,892,771,823,1078,593,1415,1300,1498,679,910,1561,1476,1428,19334,727,1086,1238,84,16I1418,4,'1418,1418,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1418,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1419,Torres Novas,HM,1669,986,1674,1321,1660,2284,1340,2188,2467,2577,1596,1964,2512,2379,2376,34111,1480,1532,1893,213,16I1419,4,'1419,1419,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1419,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1419,Torres Novas,H,533,503,846,693,885,1105,719,1025,1220,1207,824,975,1170,1137,1125,16248,737,608,831,105,16I1419,4,'1419,1419,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1419,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1419,Torres Novas,M,1136,483,828,628,775,1179,621,1163,1247,1370,772,989,1342,1242,1251,17863,743,924,1062,108,16I1419,4,'1419,1419,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1419,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
0510,Vila de Rei,HM,372,67,151,115,127,152,108,229,163,211,103,162,229,196,275,3279,137,245,219,18,16I0510,4,'0510,510,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1660510,208,PINHAL INTERIOR SUL,ACeS Pinhal Interior Sul (ULS Castelo Branco),12,Centro
0510,Vila de Rei,H,108,35,77,58,75,71,54,110,82,98,51,79,109,105,139,1538,83,105,88,11,16I0510,4,'0510,510,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1660510,208,PINHAL INTERIOR SUL,ACeS Pinhal Interior Sul (ULS Castelo Branco),12,Centro
0510,Vila de Rei,M,264,32,74,57,52,81,54,119,81,113,52,83,120,91,136,1741,54,140,131,7,16I0510,4,'0510,510,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1660510,208,PINHAL INTERIOR SUL,ACeS Pinhal Interior Sul (ULS Castelo Branco),12,Centro
1420,Vila Nova da Barquinha,H,100,107,182,154,156,219,142,212,229,249,159,210,225,248,202,3309,170,149,169,27,16I1420,4,'1420,1420,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1420,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1420,Vila Nova da Barquinha,M,217,129,154,148,174,228,159,243,277,266,158,203,258,246,223,3707,178,196,226,24,16I1420,4,'1420,1420,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1420,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
1420,Vila Nova da Barquinha,HM,317,236,336,302,330,447,301,455,506,515,317,413,483,494,425,7016,348,345,395,51,16I1420,4,'1420,1420,'16I,Médio Tejo,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16C1420,314,MÉDIO TEJO,ACeS Médio Tejo,13,Lisboa e Vale do Tejo
0902,Almeida,HM,581,84,233,180,179,253,132,519,275,435,125,236,538,412,506,5887,188,483,509,19,16J0902,4,'0902,902,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1680902,209,GUARDA,ULS Guarda,12,Centro
0902,Almeida,H,179,43,123,109,85,129,71,234,142,220,61,110,279,194,242,2748,101,208,210,8,16J0902,4,'0902,902,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1680902,209,GUARDA,ULS Guarda,12,Centro
0902,Almeida,M,402,41,110,71,94,124,61,285,133,215,64,126,259,218,264,3139,87,275,299,11,16J0902,4,'0902,902,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1680902,209,GUARDA,ULS Guarda,12,Centro
0501,Belmonte,H,140,86,138,135,114,187,104,165,223,211,137,157,293,180,240,2962,122,126,190,14,16J0501,4,'0501,501,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16A0501,202,COVA DA BEIRA,ACeS Cova Da Beira,12,Centro
0501,Belmonte,M,290,83,142,110,115,204,99,181,200,258,116,162,263,212,274,3243,125,194,197,18,16J0501,4,'0501,501,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16A0501,202,COVA DA BEIRA,ACeS Cova Da Beira,12,Centro
0501,Belmonte,HM,430,169,280,245,229,391,203,346,423,469,253,319,556,392,514,6205,247,320,387,32,16J0501,4,'0501,501,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16A0501,202,COVA DA BEIRA,ACeS Cova Da Beira,12,Centro
0903,Celorico da Beira,H,175,65,150,115,155,172,103,228,213,226,119,174,273,207,260,3118,118,153,191,21,16J0903,4,'0903,903,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1680903,209,GUARDA,ULS Guarda,12,Centro
0903,Celorico da Beira,M,287,61,128,111,148,212,105,271,196,252,128,163,285,230,264,3465,125,233,249,17,16J0903,4,'0903,903,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1680903,209,GUARDA,ULS Guarda,12,Centro
0903,Celorico da Beira,HM,462,126,278,226,303,384,208,499,409,478,247,337,558,437,524,6583,243,386,440,38,16J0903,4,'0903,903,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1680903,209,GUARDA,ULS Guarda,12,Centro
0503,Covilhã,HM,2217,1176,2332,1990,2070,3055,1562,3240,3276,3440,1825,2513,3676,3282,3697,46455,2155,2073,2613,263,16J0503,4,'0503,503,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16A0503,202,COVA DA BEIRA,ACeS Cova Da Beira,12,Centro
0503,Covilhã,H,705,573,1217,1029,1049,1483,838,1476,1536,1663,927,1223,1768,1603,1805,22081,1133,818,1112,123,16J0503,4,'0503,503,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16A0503,202,COVA DA BEIRA,ACeS Cova Da Beira,12,Centro
0503,Covilhã,M,1512,603,1115,961,1021,1572,724,1764,1740,1777,898,1290,1908,1679,1892,24374,1022,1255,1501,140,16J0503,4,'0503,503,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16A0503,202,COVA DA BEIRA,ACeS Cova Da Beira,12,Centro
0904,Figueira de Castelo Rodrigo,H,132,57,104,99,103,147,95,185,145,186,81,113,209,147,209,2454,105,162,158,17,16J0904,4,'0904,904,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1680904,209,GUARDA,ULS Guarda,12,Centro
0904,Figueira de Castelo Rodrigo,M,250,58,101,81,84,127,98,202,137,177,90,135,224,163,219,2694,97,210,229,12,16J0904,4,'0904,904,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1680904,209,GUARDA,ULS Guarda,12,Centro
0904,Figueira de Castelo Rodrigo,HM,382,115,205,180,187,274,193,387,282,363,171,248,433,310,428,5148,202,372,387,29,16J0904,4,'0904,904,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1680904,209,GUARDA,ULS Guarda,12,Centro
0905,Fornos de Algodres,M,217,52,100,87,94,107,74,159,144,189,71,104,186,132,189,2364,76,178,192,13,16J0905,4,'0905,905,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1670905,209,GUARDA,ULS Guarda,12,Centro
0905,Fornos de Algodres,HM,332,102,189,164,176,220,129,289,273,341,141,211,372,284,354,4403,175,301,322,28,16J0905,4,'0905,905,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1670905,209,GUARDA,ULS Guarda,12,Centro
0905,Fornos de Algodres,H,115,50,89,77,82,113,55,130,129,152,70,107,186,152,165,2039,99,123,130,15,16J0905,4,'0905,905,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1670905,209,GUARDA,ULS Guarda,12,Centro
0504,Fundão,HM,1601,646,1186,1066,1142,1613,875,1827,1667,1976,1001,1433,2175,1789,2134,26503,1163,1401,1651,157,16J0504,4,'0504,504,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16A0504,202,COVA DA BEIRA,ACeS Cova Da Beira,12,Centro
0504,Fundão,H,526,343,648,564,595,804,457,855,818,942,505,732,1064,876,1034,12741,593,574,728,83,16J0504,4,'0504,504,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16A0504,202,COVA DA BEIRA,ACeS Cova Da Beira,12,Centro
0504,Fundão,M,1075,303,538,502,547,809,418,972,849,1034,496,701,1111,913,1100,13762,570,827,923,74,16J0504,4,'0504,504,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16A0504,202,COVA DA BEIRA,ACeS Cova Da Beira,12,Centro
0906,Gouveia,H,292,116,264,208,249,337,182,486,339,448,227,245,468,380,533,5705,214,309,377,31,16J0906,4,'0906,906,'16J,Beiras e Serra da Estrela,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1670906,209,GUARDA,ULS Guarda,12,Centro
