geocod.x,geodsg,dim_3,dim_3_t,dim_4,dim_4_t,valor,municip,ars,nuts3,aces2,nuts1,nuts2,cod_geo_nuts2002,geocod.y
11C0305,Celorico de Basto,1,H,71,60 - 64 anos,478,Celorico de Basto,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1150305,11C0305
11B1709,Ribeira de Pena,1,H,71,60 - 64 anos,176,Ribeira de Pena,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1151709,11B1709
11B1702,Boticas,1,H,71,60 - 64 anos,166,Boticas,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1181702,11B1702
1190311,Vieira do Minho,1,H,71,60 - 64 anos,356,Vieira do Minho,Norte,Ave,ACeS Gerês/Cabreira,Continente,Norte,1130311,1190311
1191705,Mondim de Basto,1,H,71,60 - 64 anos,191,Mondim de Basto,Norte,Ave,ACeS Guimarães/Vizela/Terras de Basto,Continente,Norte,1151705,1191705
1120302,Barcelos,1,H,71,60 - 64 anos,3222,Barcelos,Norte,Cávado,ACeS Barcelos/Esposende,Continente,Norte,1120302,1120302
1111606,Ponte da Barca,1,H,71,60 - 64 anos,291,Ponte da Barca,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111606,1111606
1111603,Melgaço,1,H,71,60 - 64 anos,210,Melgaço,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111603,1111603
16J0911,Sabugal,2,M,T,Total,6334,Sabugal,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680911,16J0911
16J0904,Figueira de Castelo Rodrigo,2,M,T,Total,3161,Figueira de Castelo Rodrigo,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680904,16J0904
16J0903,Celorico da Beira,2,M,T,Total,3944,Celorico da Beira,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680903,16J0903
16G1822,Vila Nova de Paiva,2,M,T,Total,2659,Vila Nova de Paiva,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651822,16G1822
16G1802,Carregal do Sal,2,M,T,Total,5071,Carregal do Sal,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651802,16G1802
16F1008,Figueiró dos Vinhos,2,M,51,40 - 44 anos,187,Figueiró dos Vinhos,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641008,16F1008
16E0617,Vila Nova de Poiares,2,M,51,40 - 44 anos,308,Vila Nova de Poiares,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640617,16E0617
16E0616,Tábua,2,M,51,40 - 44 anos,436,Tábua,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640616,16E0616
16D0108,Estarreja,2,M,51,40 - 44 anos,1005,Estarreja,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610108,16D0108
16D0101,Águeda,2,M,51,40 - 44 anos,1895,Águeda,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610101,16D0101
16B1113,Torres Vedras,2,M,51,40 - 44 anos,3244,Torres Vedras,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1113,16B1113
16B1012,Óbidos,2,M,51,40 - 44 anos,430,Óbidos,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1012,16B1012
16B1006,Caldas da Rainha,2,M,51,40 - 44 anos,2049,Caldas da Rainha,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1006,16B1006
11E0408,Mogadouro,2,M,51,40 - 44 anos,255,Mogadouro,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180408,11E0408
11E0405,Macedo de Cavaleiros,2,M,51,40 - 44 anos,476,Macedo de Cavaleiros,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180405,11E0405
11E0401,Alfândega da Fé,2,M,51,40 - 44 anos,144,Alfândega da Fé,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180401,11E0401
11D1818,Sernancelhe,2,M,51,40 - 44 anos,151,Sernancelhe,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171818,11D1818
11D1707,Murça,2,M,51,40 - 44 anos,178,Murça,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1181707,11D1707
11D1807,Moimenta da Beira,2,M,51,40 - 44 anos,315,Moimenta da Beira,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171807,11D1807
2004401,Santa Cruz da Graciosa,1,H,61,50 - 54 anos,167,Santa Cruz da Graciosa,Açores,Região Autónoma dos Açores,USI Graciosa,Região Autónoma dos Açores,Região Autónoma dos Açores,2004401,2004401
2004302,Vila da Praia da Vitória,1,H,61,50 - 54 anos,849,Vila da Praia da Vitória,Açores,Região Autónoma dos Açores,USI Terceira,Região Autónoma dos Açores,Região Autónoma dos Açores,2004302,2004302
2004301,Angra do Heroísmo,1,H,61,50 - 54 anos,1279,Angra do Heroísmo,Açores,Região Autónoma dos Açores,USI Terceira,Região Autónoma dos Açores,Região Autónoma dos Açores,2004301,2004301
1500816,Vila Real de Santo António,1,H,61,50 - 54 anos,621,Vila Real de Santo António,Algarve,Algarve,ACeS Sotavento,Continente,Algarve,1500816,1500816
16F1007,Castanheira de Pêra,2,M,T,Total,1569,Castanheira de Pêra,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641007,16F1007
16F1004,Batalha,2,M,T,Total,8241,Batalha,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631004,16F1004
16F,Região de Leiria,2,M,T,Total,151902,Região de Leiria,,,,,,,
16E0614,Penela,2,M,T,Total,3041,Penela,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640614,16E0614
16E0611,Oliveira do Hospital,2,M,T,Total,10610,Oliveira do Hospital,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640611,16E0611
16D0105,Aveiro,2,M,T,Total,41042,Aveiro,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610105,16D0105
16D0102,Albergaria-a-Velha,2,M,T,Total,12834,Albergaria-a-Velha,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610102,16D0102
16B1112,Sobral de Monte Agraço,2,M,T,Total,5195,Sobral de Monte Agraço,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1112,16B1112
16B1011,Nazaré,2,M,T,Total,7688,Nazaré,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1011,16B1011
11D1710,Sabrosa,2,M,T,Total,3208,Sabrosa,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171710,11D1710
11D1812,Penedono,2,M,T,Total,1475,Penedono,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171812,11D1812
11D1704,Mesão Frio,2,M,T,Total,2263,Mesão Frio,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171704,11D1704
11D0403,Carrazeda de Ansiães,2,M,T,Total,3170,Carrazeda de Ansiães,Norte,Douro,ULS Nordeste,Continente,Norte,1170403,11D0403
11D,Douro,2,M,T,Total,104287,Douro,,,,,,,
11C1813,Resende,2,M,T,Total,5608,Resende,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151813,11C1813
11C1302,Baião,2,M,T,Total,10374,Baião,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151302,11C1302
11B1713,Vila Pouca de Aguiar,2,M,T,Total,6628,Vila Pouca de Aguiar,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1181713,11B1713
11B1712,Valpaços,2,M,T,Total,8580,Valpaços,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1181712,11B1712
11B1709,Ribeira de Pena,2,M,T,Total,3225,Ribeira de Pena,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1151709,11B1709
11A1318,Trofa,2,M,T,Total,20108,Trofa,Norte,Área Metropolitana do Porto,ACeS Santo Tirso/Trofa,Continente,Norte,1131318,11A1318
11A1314,Santo Tirso,2,M,T,Total,36909,Santo Tirso,Norte,Área Metropolitana do Porto,ACeS Santo Tirso/Trofa,Continente,Norte,1131314,11A1314
11A,Área Metropolitana do Porto,2,M,T,Total,915496,Área Metropolitana do Porto,,,,,,,
1190311,Vieira do Minho,2,M,T,Total,6536,Vieira do Minho,Norte,Ave,ACeS Gerês/Cabreira,Continente,Norte,1130311,1190311
1190309,Póvoa de Lanhoso,2,M,T,Total,11464,Póvoa de Lanhoso,Norte,Ave,ACeS Gerês/Cabreira,Continente,Norte,1130309,1190309
1191705,Mondim de Basto,2,M,T,Total,3802,Mondim de Basto,Norte,Ave,ACeS Guimarães/Vizela/Terras de Basto,Continente,Norte,1151705,1191705
1190308,Guimarães,2,M,T,Total,80749,Guimarães,Norte,Ave,ACeS Guimarães/Vizela/Terras de Basto,Continente,Norte,1130308,1190308
1111603,Melgaço,2,M,T,Total,4918,Melgaço,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111603,1111603
1,Continente,2,M,T,Total,5204220,Continente,,,,,,,
3003110,São Vicente,1,H,T,Total,2500,São Vicente,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003110,3003110
3003107,Ribeira Brava,1,H,T,Total,5803,Ribeira Brava,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003107,3003107
3003103,Funchal,1,H,T,Total,49739,Funchal,Madeira,Região Autónoma da Madeira,ACeS Funchal,Região Autónoma da Madeira,Região Autónoma da Madeira,3003103,3003103
2004801,Lajes das Flores,1,H,T,Total,815,Lajes das Flores,Açores,Região Autónoma dos Açores,USI Flores,Região Autónoma dos Açores,Região Autónoma dos Açores,2004801,2004801
16I1410,Entroncamento,1,H,11,0 - 4 anos,477,Entroncamento,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1410,16I1410
16I1408,Constância,1,H,11,0 - 4 anos,91,Constância,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1408,16I1408
16F1013,Pedrógão Grande,1,H,11,0 - 4 anos,62,Pedrógão Grande,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641013,16F1013
16F1010,Marinha Grande,1,H,11,0 - 4 anos,873,Marinha Grande,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631010,16F1010
16F1007,Castanheira de Pêra,1,H,11,0 - 4 anos,36,Castanheira de Pêra,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641007,16F1007
16E0617,Vila Nova de Poiares,1,H,11,0 - 4 anos,118,Vila Nova de Poiares,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640617,16E0617
16E0615,Soure,1,H,11,0 - 4 anos,326,Soure,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620615,16E0615
16E0606,Góis,1,H,11,0 - 4 anos,49,Góis,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640606,16E0606
16D0115,Ovar,1,H,11,0 - 4 anos,1135,Ovar,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610115,16D0115
16D0114,Oliveira do Bairro,1,H,11,0 - 4 anos,574,Oliveira do Bairro,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610114,16D0114
16D0110,Ílhavo,1,H,11,0 - 4 anos,793,Ílhavo,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610110,16D0110
16D,Região de Aveiro,1,H,11,0 - 4 anos,7831,Região de Aveiro,,,,,,,
16B1112,Sobral de Monte Agraço,1,H,11,0 - 4 anos,268,Sobral de Monte Agraço,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1112,16B1112
16B1012,Óbidos,1,H,11,0 - 4 anos,216,Óbidos,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1012,16B1012
16B1011,Nazaré,1,H,11,0 - 4 anos,336,Nazaré,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1011,16B1011
16B1001,Alcobaça,1,H,11,0 - 4 anos,975,Alcobaça,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1001,16B1001
11E0410,Vila Flor,1,H,11,0 - 4 anos,92,Vila Flor,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1170410,11E0410
11D1711,Santa Marta de Penaguião,1,H,11,0 - 4 anos,125,Santa Marta de Penaguião,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171711,11D1711
11D1710,Sabrosa,1,H,11,0 - 4 anos,87,Sabrosa,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171710,11D1710
11D1704,Mesão Frio,1,H,11,0 - 4 anos,66,Mesão Frio,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171704,11D1704
11D1701,Alijó,1,H,11,0 - 4 anos,147,Alijó,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171701,11D1701
1851409,Coruche,2,M,22,15 - 19 anos,426,Coruche,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851409,1851409
1851103,Azambuja,2,M,22,15 - 19 anos,476,Azambuja,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Estuário do Tejo,Continente,Alentejo,1851103,1851103
1840205,Beja,2,M,22,15 - 19 anos,794,Beja,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840205,1840205
1840203,Alvito,2,M,22,15 - 19 anos,64,Alvito,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840203,1840203
1701506,Moita,2,M,22,15 - 19 anos,1724,Moita,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,Continente,Área Metropolitana de Lisboa,1721506,1701506
1701107,Loures,2,M,22,15 - 19 anos,5006,Loures,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Loures/Odivelas,Continente,Área Metropolitana de Lisboa,1711107,1701107
16I0510,Vila de Rei,2,M,22,15 - 19 anos,106,Vila de Rei,Centro,Médio Tejo,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660510,16I0510
1861203,Avis,1,H,61,50 - 54 anos,163,Avis,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821203,1861203
1851404,Alpiarça,1,H,61,50 - 54 anos,238,Alpiarça,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851404,1851404
1811505,Grândola,1,H,61,50 - 54 anos,581,Grândola,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811505,1811505
1701508,Palmela,1,H,61,50 - 54 anos,2011,Palmela,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arrábida,Continente,Área Metropolitana de Lisboa,1721508,1701508
1701504,Barreiro,1,H,61,50 - 54 anos,2245,Barreiro,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,Continente,Área Metropolitana de Lisboa,1721504,1701504
1701502,Alcochete,1,H,61,50 - 54 anos,546,Alcochete,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,Continente,Área Metropolitana de Lisboa,1721502,1701502
16J0909,Mêda,1,H,61,50 - 54 anos,176,Mêda,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680909,16J0909
16H0511,Vila Velha de Ródão,1,H,61,50 - 54 anos,114,Vila Velha de Ródão,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690511,16H0511
16G1802,Carregal do Sal,1,H,61,50 - 54 anos,303,Carregal do Sal,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651802,16G1802
16F1010,Marinha Grande,1,H,61,50 - 54 anos,1284,Marinha Grande,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631010,16F1010
16F,Região de Leiria,1,H,61,50 - 54 anos,10228,Região de Leiria,,,,,,,
16E0612,Pampilhosa da Serra,1,H,61,50 - 54 anos,124,Pampilhosa da Serra,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640612,16E0612
16E1808,Mortágua,1,H,61,50 - 54 anos,314,Mortágua,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1651808,16E1808
16E0607,Lousã,1,H,61,50 - 54 anos,589,Lousã,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640607,16E0607
16D0105,Aveiro,1,H,61,50 - 54 anos,2671,Aveiro,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610105,16D0105
16B1012,Óbidos,1,H,61,50 - 54 anos,427,Óbidos,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1012,16B1012
16B1108,Lourinhã,1,H,61,50 - 54 anos,854,Lourinhã,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1108,16B1108
16B1104,Cadaval,1,H,61,50 - 54 anos,446,Cadaval,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1104,16B1104
16G1802,Carregal do Sal,2,M,82,75 - 79 anos,314,Carregal do Sal,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651802,16G1802
16F1009,Leiria,2,M,82,75 - 79 anos,2527,Leiria,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631009,16F1009
16E0617,Vila Nova de Poiares,2,M,82,75 - 79 anos,180,Vila Nova de Poiares,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640617,16E0617
16E0615,Soure,2,M,82,75 - 79 anos,634,Soure,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620615,16E0615
16E1808,Mortágua,2,M,82,75 - 79 anos,335,Mortágua,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1651808,16E1808
16E0602,Cantanhede,2,M,82,75 - 79 anos,1172,Cantanhede,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620602,16E0602
16E0601,Arganil,2,M,82,75 - 79 anos,425,Arganil,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640601,16E0601
16E,Região de Coimbra,2,M,82,75 - 79 anos,13271,Região de Coimbra,,,,,,,
16D0101,Águeda,2,M,82,75 - 79 anos,1141,Águeda,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610101,16D0101
15,Algarve,1,H,T,Total,213656,Algarve,,,,,,,
16G1816,São Pedro do Sul,2,M,22,15 - 19 anos,404,São Pedro do Sul,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651816,16G1816
16G1802,Carregal do Sal,2,M,22,15 - 19 anos,281,Carregal do Sal,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651802,16G1802
3003201,Porto Santo,2,M,31,20 - 24 anos,173,Porto Santo,Madeira,Região Autónoma da Madeira,ACeS Porto Santo,Região Autónoma da Madeira,Região Autónoma da Madeira,3003201,3003201
3003110,São Vicente,2,M,31,20 - 24 anos,172,São Vicente,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003110,3003110
3003109,Santana,2,M,31,20 - 24 anos,200,Santana,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,Região Autónoma da Madeira,Região Autónoma da Madeira,3003109,3003109
1840213,Serpa,1,H,71,60 - 64 anos,498,Serpa,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840213,1840213
1811509,Santiago do Cacém,1,H,71,60 - 64 anos,1127,Santiago do Cacém,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811509,1811509
18,Alentejo,1,H,71,60 - 64 anos,22570,Alentejo,,,,,,,
1701503,Almada,1,H,71,60 - 64 anos,4971,Almada,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Almada/Seixal,Continente,Área Metropolitana de Lisboa,1721503,1701503
1701502,Alcochete,1,H,71,60 - 64 anos,434,Alcochete,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,Continente,Área Metropolitana de Lisboa,1721502,1701502
17,Área Metropolitana de Lisboa,1,H,71,60 - 64 anos,80372,Área Metropolitana de Lisboa,,,,,,,
16J0913,Trancoso,1,H,71,60 - 64 anos,277,Trancoso,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680913,16J0913
16J0908,Manteigas,1,H,71,60 - 64 anos,127,Manteigas,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680908,16J0908
16J0903,Celorico da Beira,1,H,71,60 - 64 anos,230,Celorico da Beira,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680903,16J0903
16I0510,Vila de Rei,1,H,71,60 - 64 anos,95,Vila de Rei,Centro,Médio Tejo,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660510,16I0510
16I1419,Torres Novas,1,H,71,60 - 64 anos,1158,Torres Novas,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1419,16I1419
16I1418,Tomar,1,H,71,60 - 64 anos,1156,Tomar,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1418,16I1418
16H0506,Oleiros,1,H,71,60 - 64 anos,189,Oleiros,Centro,Beira Baixa,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660506,16H0506
16H0505,Idanha-a-Nova,1,H,71,60 - 64 anos,275,Idanha-a-Nova,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690505,16H0505
119,Ave,2,M,22,15 - 19 anos,12427,Ave,,,,,,,
1120306,Esposende,2,M,22,15 - 19 anos,1006,Esposende,Norte,Cávado,ACeS Barcelos/Esposende,Continente,Norte,1120306,1120306
1120303,Braga,2,M,22,15 - 19 anos,5135,Braga,Norte,Cávado,ACeS Braga,Continente,Norte,1120303,1120303
1120302,Barcelos,2,M,22,15 - 19 anos,3735,Barcelos,Norte,Cávado,ACeS Barcelos/Esposende,Continente,Norte,1120302,1120302
PT,Portugal,2,M,22,15 - 19 anos,267655,Portugal,,,,,,,
3003201,Porto Santo,1,H,22,15 - 19 anos,160,Porto Santo,Madeira,Região Autónoma da Madeira,ACeS Porto Santo,Região Autónoma da Madeira,Região Autónoma da Madeira,3003201,3003201
2004601,Lajes do Pico,1,H,22,15 - 19 anos,113,Lajes do Pico,Açores,Região Autónoma dos Açores,USI Pico,Região Autónoma dos Açores,Região Autónoma dos Açores,2004601,2004601
2004101,Vila do Porto,1,H,22,15 - 19 anos,181,Vila do Porto,Açores,Região Autónoma dos Açores,USI Santa Maria,Região Autónoma dos Açores,Região Autónoma dos Açores,2004101,2004101
1500811,Portimão,1,H,22,15 - 19 anos,1430,Portimão,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500811,1500811
