geocod.x,geodsg,dim_3,dim_3_t,dim_4,dim_4_t,valor,municip,ars,nuts3,aces2,nuts1,nuts2,cod_geo_nuts2002,geocod.y
16J0911,Sabugal,1,H,11,0 - 4 anos,146,Sabugal,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680911,16J0911
16J0909,Mêda,1,H,11,0 - 4 anos,63,Mêda,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680909,16J0909
16J0908,Manteigas,1,H,11,0 - 4 anos,31,Manteigas,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680908,16J0908
16J0904,Figueira de Castelo Rodrigo,1,H,11,0 - 4 anos,95,Figueira de Castelo Rodrigo,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680904,16J0904
16H,Beira Baixa,1,H,31,20 - 24 anos,1887,Beira Baixa,,,,,,,
119,Ave,1,H,31,20 - 24 anos,12669,Ave,,,,,,,
300,Região Autónoma da Madeira,1,H,22,15 - 19 anos,8296,Região Autónoma da Madeira,,,,,,,
187,Alentejo Central,1,H,22,15 - 19 anos,3923,Alentejo Central,,,,,,,
18,Alentejo,1,H,41,30 - 34 anos,19576,Alentejo,,,,,,,
15,Algarve,1,H,32,25 - 29 anos,11046,Algarve,,,,,,,
18,Alentejo,1,H,31,20 - 24 anos,17330,Alentejo,,,,,,,
30,Região Autónoma da Madeira,1,H,22,15 - 19 anos,8296,Região Autónoma da Madeira,,,,,,,
11D1714,Vila Real,1,H,31,20 - 24 anos,1419,Vila Real,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171714,11D1714
11D1711,Santa Marta de Penaguião,1,H,31,20 - 24 anos,186,Santa Marta de Penaguião,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171711,11D1711
11D1701,Alijó,1,H,31,20 - 24 anos,262,Alijó,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171701,11D1701
11C1309,Paços de Ferreira,1,H,31,20 - 24 anos,1910,Paços de Ferreira,Norte,Tâmega e Sousa,ACeS Vale do Sousa Norte,Continente,Norte,1151309,11C1309
11A1312,Porto,1,H,31,20 - 24 anos,4916,Porto,Norte,Área Metropolitana do Porto,ACeS Porto Ocidental e Porto Oriental,Continente,Norte,1141312,11A1312
11A1306,Maia,1,H,31,20 - 24 anos,3542,Maia,Norte,Área Metropolitana do Porto,ACeS Maia/Valongo,Continente,Norte,1141306,11A1306
11A0104,Arouca,1,H,31,20 - 24 anos,600,Arouca,Norte,Área Metropolitana do Porto,ACeS Feira/Arouca,Continente,Norte,1160104,11A0104
1190309,Póvoa de Lanhoso,1,H,31,20 - 24 anos,693,Póvoa de Lanhoso,Norte,Ave,ACeS Gerês/Cabreira,Continente,Norte,1130309,1190309
16G1822,Vila Nova de Paiva,1,H,21,10 - 14 anos,126,Vila Nova de Paiva,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651822,16G1822
16G1814,Santa Comba Dão,1,H,21,10 - 14 anos,243,Santa Comba Dão,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651814,16G1814
16G1809,Nelas,1,H,21,10 - 14 anos,331,Nelas,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651809,16G1809
16G1806,Mangualde,1,H,21,10 - 14 anos,451,Mangualde,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651806,16G1806
16G0901,Aguiar da Beira,1,H,21,10 - 14 anos,95,Aguiar da Beira,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1650901,16G0901
11A,Área Metropolitana do Porto,2,M,62,55 - 59 anos,68492,Área Metropolitana do Porto,,,,,,,
112,Cávado,2,M,62,55 - 59 anos,15307,Cávado,,,,,,,
186,Alto Alentejo,2,M,61,50 - 54 anos,3904,Alto Alentejo,,,,,,,
181,Alentejo Litoral,2,M,61,50 - 54 anos,3220,Alentejo Litoral,,,,,,,
16G,Viseu Dão Lafões,2,M,61,50 - 54 anos,9462,Viseu Dão Lafões,,,,,,,
16F,Região de Leiria,2,M,61,50 - 54 anos,11086,Região de Leiria,,,,,,,
150,Algarve,2,M,61,50 - 54 anos,16148,Algarve,,,,,,,
200,Região Autónoma dos Açores,2,M,52,45 - 49 anos,8853,Região Autónoma dos Açores,,,,,,,
16H0507,Penamacor,1,H,12,5 - 9 anos,59,Penamacor,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690507,16H0507
16H0502,Castelo Branco,1,H,12,5 - 9 anos,1090,Castelo Branco,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690502,16H0502
16G1803,Castro Daire,1,H,12,5 - 9 anos,241,Castro Daire,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651803,16G1803
16G1802,Carregal do Sal,1,H,12,5 - 9 anos,192,Carregal do Sal,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651802,16G1802
150,Algarve,1,H,91,80 - 84 anos,5963,Algarve,,,,,,,
300,Região Autónoma da Madeira,1,H,82,75 - 79 anos,2642,Região Autónoma da Madeira,,,,,,,
186,Alto Alentejo,1,H,82,75 - 79 anos,2275,Alto Alentejo,,,,,,,
185,Lezíria do Tejo,2,M,31,20 - 24 anos,5720,Lezíria do Tejo,,,,,,,
11E,Terras de Trás-os-Montes,2,M,31,20 - 24 anos,2473,Terras de Trás-os-Montes,,,,,,,
11B,Alto Tâmega,2,M,31,20 - 24 anos,2158,Alto Tâmega,,,,,,,
112,Cávado,2,M,31,20 - 24 anos,11806,Cávado,,,,,,,
2,Região Autónoma dos Açores,1,H,12,5 - 9 anos,6819,Região Autónoma dos Açores,,,,,,,
PT,Portugal,2,M,,Total,5423335,Portugal,,,,,,,
PT,Portugal,2,M,32,25 - 29 anos,274677,Portugal,,,,,,,
PT,Portugal,1,H,82,75 - 79 anos,178645,Portugal,,,,,,,
1111610,Vila Nova de Cerveira,1,H,31,20 - 24 anos,231,Vila Nova de Cerveira,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111610,1111610
3003201,Porto Santo,1,H,22,15 - 19 anos,149,Porto Santo,Madeira,Região Autónoma da Madeira,ACeS Porto Santo,Região Autónoma da Madeira,Região Autónoma da Madeira,3003201,3003201
3003105,Ponta do Sol,1,H,22,15 - 19 anos,321,Ponta do Sol,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003105,3003105
2004302,Vila da Praia da Vitória,1,H,22,15 - 19 anos,636,Vila da Praia da Vitória,Açores,Região Autónoma dos Açores,USI Terceira,Região Autónoma dos Açores,Região Autónoma dos Açores,2004302,2004302
1870713,Viana do Alentejo,1,H,22,15 - 19 anos,150,Viana do Alentejo,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830713,1870713
1870712,Vendas Novas,1,H,22,15 - 19 anos,278,Vendas Novas,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830712,1870712
1111601,Arcos de Valdevez,1,H,21,10 - 14 anos,437,Arcos de Valdevez,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111601,1111601
3003110,São Vicente,1,H,12,5 - 9 anos,101,São Vicente,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003110,3003110
2004801,Lajes das Flores,1,H,12,5 - 9 anos,35,Lajes das Flores,Açores,Região Autónoma dos Açores,USI Flores,Região Autónoma dos Açores,Região Autónoma dos Açores,2004801,2004801
2004701,Horta,1,H,12,5 - 9 anos,365,Horta,Açores,Região Autónoma dos Açores,USI Faial,Região Autónoma dos Açores,Região Autónoma dos Açores,2004701,2004701
1870714,Vila Viçosa,1,H,12,5 - 9 anos,167,Vila Viçosa,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830714,1870714
1870703,Borba,1,H,12,5 - 9 anos,115,Borba,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830703,1870703
187,Alentejo Central,2,M,22,15 - 19 anos,3597,Alentejo Central,,,,,,,
185,Lezíria do Tejo,2,M,22,15 - 19 anos,6274,Lezíria do Tejo,,,,,,,
11D,Douro,2,M,22,15 - 19 anos,5122,Douro,,,,,,,
119,Ave,2,M,22,15 - 19 anos,11975,Ave,,,,,,,
1861209,Gavião,2,M,21,10 - 14 anos,41,Gavião,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821209,1861209
1861206,Crato,2,M,21,10 - 14 anos,33,Crato,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821206,1861206
1861204,Campo Maior,2,M,21,10 - 14 anos,170,Campo Maior,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821204,1861204
1851414,Rio Maior,2,M,21,10 - 14 anos,508,Rio Maior,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851414,1851414
16F1008,Figueiró dos Vinhos,2,M,62,55 - 59 anos,261,Figueiró dos Vinhos,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641008,16F1008
16E0608,Mira,2,M,62,55 - 59 anos,437,Mira,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620608,16E0608
16E0603,Coimbra,2,M,62,55 - 59 anos,5654,Coimbra,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620603,16E0603
16E0111,Mealhada,2,M,62,55 - 59 anos,762,Mealhada,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1610111,16E0111
16D0115,Ovar,2,M,62,55 - 59 anos,2197,Ovar,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610115,16D0115
11B1702,Boticas,2,M,81,70 - 74 anos,175,Boticas,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1181702,11B1702
11A1314,Santo Tirso,2,M,81,70 - 74 anos,1938,Santo Tirso,Norte,Área Metropolitana do Porto,ACeS Santo Tirso/Trofa,Continente,Norte,1131314,11A1314
1120301,Amares,2,M,81,70 - 74 anos,423,Amares,Norte,Cávado,ACeS Gerês/Cabreira,Continente,Norte,1120301,1120301
1111609,Viana do Castelo,2,M,81,70 - 74 anos,2431,Viana do Castelo,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111609,1111609
16F,Região de Leiria,1,H,82,75 - 79 anos,5511,Região de Leiria,,,,,,,
186,Alto Alentejo,1,H,81,70 - 74 anos,2575,Alto Alentejo,,,,,,,
1870701,Alandroal,1,H,22,15 - 19 anos,101,Alandroal,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830701,1870701
1861212,Nisa,1,H,22,15 - 19 anos,134,Nisa,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821212,1861212
1861204,Campo Maior,1,H,22,15 - 19 anos,243,Campo Maior,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821204,1861204
1861203,Avis,1,H,22,15 - 19 anos,71,Avis,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821203,1861203
1861201,Alter do Chão,1,H,22,15 - 19 anos,80,Alter do Chão,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821201,1861201
1851403,Almeirim,1,H,22,15 - 19 anos,666,Almeirim,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851403,1851403
16F1013,Pedrógão Grande,1,H,12,5 - 9 anos,73,Pedrógão Grande,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641013,16F1013
16E1808,Mortágua,1,H,12,5 - 9 anos,168,Mortágua,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1651808,16E1808
16E0615,Soure,1,H,12,5 - 9 anos,324,Soure,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620615,16E0615
16E0607,Lousã,1,H,12,5 - 9 anos,433,Lousã,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640607,16E0607
16E0601,Arganil,1,H,12,5 - 9 anos,177,Arganil,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640601,16E0601
16B1014,Peniche,1,H,12,5 - 9 anos,663,Peniche,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1014,16B1014
16H,Beira Baixa,1,H,81,70 - 74 anos,2172,Beira Baixa,,,,,,,
16F,Região de Leiria,1,H,81,70 - 74 anos,6366,Região de Leiria,,,,,,,
16E,Região de Coimbra,1,H,81,70 - 74 anos,10777,Região de Coimbra,,,,,,,
185,Lezíria do Tejo,2,M,21,10 - 14 anos,5828,Lezíria do Tejo,,,,,,,
16D,Região de Aveiro,2,M,21,10 - 14 anos,8445,Região de Aveiro,,,,,,,
16I1410,Entroncamento,2,M,61,50 - 54 anos,889,Entroncamento,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1410,16I1410
16H0506,Oleiros,2,M,61,50 - 54 anos,183,Oleiros,Centro,Beira Baixa,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660506,16H0506
16H0505,Idanha-a-Nova,2,M,61,50 - 54 anos,213,Idanha-a-Nova,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690505,16H0505
16G1823,Viseu,2,M,61,50 - 54 anos,3559,Viseu,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651823,16G1823
16G1809,Nelas,2,M,61,50 - 54 anos,514,Nelas,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651809,16G1809
16F1010,Marinha Grande,2,M,61,50 - 54 anos,1452,Marinha Grande,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631010,16F1010
16F1008,Figueiró dos Vinhos,2,M,61,50 - 54 anos,201,Figueiró dos Vinhos,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641008,16F1008
16E0616,Tábua,2,M,61,50 - 54 anos,452,Tábua,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640616,16E0616
16E0612,Pampilhosa da Serra,2,M,61,50 - 54 anos,128,Pampilhosa da Serra,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640612,16E0612
1190309,Póvoa de Lanhoso,2,M,51,40 - 44 anos,862,Póvoa de Lanhoso,Norte,Ave,ACeS Gerês/Cabreira,Continente,Norte,1130309,1190309
1120303,Braga,2,M,51,40 - 44 anos,8205,Braga,Norte,Cávado,ACeS Braga,Continente,Norte,1120303,1120303
1111604,Monção,2,M,51,40 - 44 anos,582,Monção,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111604,1111604
1111603,Melgaço,2,M,51,40 - 44 anos,229,Melgaço,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111603,1111603
1111602,Caminha,2,M,51,40 - 44 anos,581,Caminha,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111602,1111602
3003104,Machico,2,M,42,35 - 39 anos,651,Machico,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,Região Autónoma da Madeira,Região Autónoma da Madeira,3003104,3003104
1870705,Évora,2,M,31,20 - 24 anos,1232,Évora,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830705,1870705
1861212,Nisa,2,M,31,20 - 24 anos,154,Nisa,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821212,1861212
1851416,Santarém,2,M,31,20 - 24 anos,1336,Santarém,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851416,1851416
1701506,Moita,2,M,91,80 - 84 anos,1038,Moita,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,Continente,Área Metropolitana de Lisboa,1721506,1701506
1701503,Almada,2,M,91,80 - 84 anos,3688,Almada,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Almada/Seixal,Continente,Área Metropolitana de Lisboa,1721503,1701503
1701115,Amadora,2,M,91,80 - 84 anos,3615,Amadora,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Amadora,Continente,Área Metropolitana de Lisboa,1711115,1701115
1701109,Mafra,2,M,91,80 - 84 anos,1221,Mafra,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Oeste Sul,Continente,Área Metropolitana de Lisboa,1711109,1701109
1701106,Lisboa,2,M,91,80 - 84 anos,14895,Lisboa,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Lisboa Norte + Lisboa Central,Continente,Área Metropolitana de Lisboa,1711106,1701106
16J0912,Seia,2,M,91,80 - 84 anos,655,Seia,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1670912,16J0912
16G1822,Vila Nova de Paiva,2,M,31,20 - 24 anos,133,Vila Nova de Paiva,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651822,16G1822
16F1002,Alvaiázere,2,M,31,20 - 24 anos,154,Alvaiázere,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641002,16F1002
16E1808,Mortágua,2,M,31,20 - 24 anos,189,Mortágua,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1651808,16E1808
16E0607,Lousã,2,M,31,20 - 24 anos,473,Lousã,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640607,16E0607
16E0604,Condeixa-a-Nova,2,M,31,20 - 24 anos,393,Condeixa-a-Nova,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620604,16E0604
16D0115,Ovar,2,M,31,20 - 24 anos,1514,Ovar,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610115,16D0115
16D0114,Oliveira do Bairro,2,M,31,20 - 24 anos,660,Oliveira do Bairro,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610114,16D0114
1811501,Alcácer do Sal,2,M,12,5 - 9 anos,238,Alcácer do Sal,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811501,1811501
1701115,Amadora,2,M,12,5 - 9 anos,4730,Amadora,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Amadora,Continente,Área Metropolitana de Lisboa,1711115,1701115
1701109,Mafra,2,M,12,5 - 9 anos,2590,Mafra,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Oeste Sul,Continente,Área Metropolitana de Lisboa,1711109,1701109
16J0912,Seia,2,M,12,5 - 9 anos,359,Seia,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1670912,16J0912
16I1419,Torres Novas,2,M,12,5 - 9 anos,746,Torres Novas,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1419,16I1419
16H0506,Oleiros,2,M,12,5 - 9 anos,49,Oleiros,Centro,Beira Baixa,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660506,16H0506
16H0505,Idanha-a-Nova,2,M,42,35 - 39 anos,220,Idanha-a-Nova,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690505,16H0505
16F1010,Marinha Grande,2,M,42,35 - 39 anos,1523,Marinha Grande,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631010,16F1010
150,Algarve,1,H,72,65 - 69 anos,12193,Algarve,,,,,,,
3003104,Machico,1,H,31,20 - 24 anos,667,Machico,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,Região Autónoma da Madeira,Região Autónoma da Madeira,3003104,3003104
2004801,Lajes das Flores,1,H,31,20 - 24 anos,58,Lajes das Flores,Açores,Região Autónoma dos Açores,USI Flores,Região Autónoma dos Açores,Região Autónoma dos Açores,2004801,2004801
2004701,Horta,1,H,31,20 - 24 anos,432,Horta,Açores,Região Autónoma dos Açores,USI Faial,Região Autónoma dos Açores,Região Autónoma dos Açores,2004701,2004701
2004205,Ribeira Grande,1,H,31,20 - 24 anos,1308,Ribeira Grande,Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004205,2004205
2004202,Nordeste,1,H,31,20 - 24 anos,168,Nordeste,Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004202,2004202
2004201,Lagoa,1,H,31,20 - 24 anos,560,Lagoa [R.A. Açores],Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004201,2004201
1851103,Azambuja,2,M,31,20 - 24 anos,468,Azambuja,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Estuário do Tejo,Continente,Alentejo,1851103,1851103
1191705,Mondim de Basto,2,M,21,10 - 14 anos,161,Mondim de Basto,Norte,Ave,ACeS Guimarães/Vizela/Terras de Basto,Continente,Norte,1151705,1191705
1190304,Cabeceiras de Basto,2,M,21,10 - 14 anos,419,Cabeceiras de Basto,Norte,Ave,ACeS Guimarães/Vizela/Terras de Basto,Continente,Norte,1150304,1190304
3003108,Santa Cruz,2,M,12,5 - 9 anos,1218,Santa Cruz,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,Região Autónoma da Madeira,Região Autónoma da Madeira,3003108,3003108
3003106,Porto Moniz,2,M,12,5 - 9 anos,44,Porto Moniz,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003106,3003106
16H0506,Oleiros,1,H,61,50 - 54 anos,157,Oleiros,Centro,Beira Baixa,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660506,16H0506
16H0505,Idanha-a-Nova,1,H,61,50 - 54 anos,241,Idanha-a-Nova,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690505,16H0505
16H0502,Castelo Branco,1,H,61,50 - 54 anos,1846,Castelo Branco,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690502,16H0502
16G1814,Santa Comba Dão,1,H,61,50 - 54 anos,326,Santa Comba Dão,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651814,16G1814
16F1013,Pedrógão Grande,1,H,61,50 - 54 anos,112,Pedrógão Grande,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641013,16F1013
11A0107,Espinho,2,M,11,0 - 4 anos,511,Espinho,Norte,Área Metropolitana do Porto,ACeS Gaia e Espinho/Gaia,Continente,Norte,1140107,11A0107
1500811,Portimão,2,M,61,50 - 54 anos,1933,Portimão,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500811,1500811
1500803,Aljezur,2,M,61,50 - 54 anos,196,Aljezur,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500803,1500803
11E0411,Vimioso,2,M,61,50 - 54 anos,106,Vimioso,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180411,11E0411
11E0402,Bragança,2,M,61,50 - 54 anos,1259,Bragança,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180402,11E0402
2004301,Angra do Heroísmo,2,M,42,35 - 39 anos,1238,Angra do Heroísmo,Açores,Região Autónoma dos Açores,USI Terceira,Região Autónoma dos Açores,Região Autónoma dos Açores,2004301,2004301
2004204,Povoação,2,M,42,35 - 39 anos,223,Povoação,Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004204,2004204
2004202,Nordeste,2,M,42,35 - 39 anos,170,Nordeste,Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004202,2004202
1870706,Montemor-o-Novo,2,M,42,35 - 39 anos,436,Montemor-o-Novo,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830706,1870706
1870702,Arraiolos,2,M,42,35 - 39 anos,234,Arraiolos,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830702,1870702
1861208,Fronteira,2,M,42,35 - 39 anos,124,Fronteira,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821208,1861208
1861206,Crato,2,M,42,35 - 39 anos,106,Crato,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821206,1861206
