geocod.x,geodsg,dim_3,dim_3_t,dim_4,dim_4_t,valor,municip,ars,nuts3,aces2,nuts1,nuts2,cod_geo_nuts2002,geocod.y
16J0910,Pinhel,1,H,81,70 - 74 anos,230,Pinhel,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680910,16J0910
1701105,Cascais,1,H,81,70 - 74 anos,4913,Cascais,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Cascais,Continente,Área Metropolitana de Lisboa,1711105,1701105
1701109,Mafra,1,H,81,70 - 74 anos,1501,Mafra,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Oeste Sul,Continente,Área Metropolitana de Lisboa,1711109,1701109
16B1101,Alenquer,1,H,62,55 - 59 anos,1451,Alenquer,Lisboa e Vale do Tejo,Oeste,ACeS Estuário do Tejo,Continente,Centro,16B1101,16B1101
16G1817,Sátão,1,H,71,60 - 64 anos,428,Sátão,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651817,16G1817
1861207,Elvas,1,H,71,60 - 64 anos,736,Elvas,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821207,1861207
1861209,Gavião,1,H,71,60 - 64 anos,107,Gavião,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821209,1861209
11A1318,Trofa,1,H,,Total,18190,Trofa,Norte,Área Metropolitana do Porto,ACeS Santo Tirso/Trofa,Continente,Norte,1131318,11A1318
11B1702,Boticas,1,H,,Total,2300,Boticas,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1181702,11B1702
11B1703,Chaves,1,H,,Total,18554,Chaves,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1181703,11B1703
11B1709,Ribeira de Pena,1,H,,Total,2908,Ribeira de Pena,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1151709,11B1709
11C1305,Lousada,1,H,,Total,22363,Lousada,Norte,Tâmega e Sousa,ACeS Vale do Sousa Norte,Continente,Norte,1151305,11C1305
11C1307,Marco de Canaveses,1,H,,Total,24686,Marco de Canaveses,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151307,11C1307
1120306,Esposende,2,M,82,75 - 79 anos,639,Esposende,Norte,Cávado,ACeS Barcelos/Esposende,Continente,Norte,1120306,1120306
1120313,Vila Verde,2,M,82,75 - 79 anos,1006,Vila Verde,Norte,Cávado,ACeS Gerês/Cabreira,Continente,Norte,1120313,1120313
11B1706,Montalegre,2,M,91,80 - 84 anos,359,Montalegre,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1181706,11B1706
11C1301,Amarante,2,M,91,80 - 84 anos,954,Amarante,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151301,11C1301
11C1307,Marco de Canaveses,2,M,91,80 - 84 anos,715,Marco de Canaveses,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151307,11C1307
11C1804,Cinfães,2,M,91,80 - 84 anos,407,Cinfães,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151804,11C1804
11E0402,Bragança,2,M,92,85 e mais anos,739,Bragança,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180402,11E0402
11E0405,Macedo de Cavaleiros,2,M,92,85 e mais anos,669,Macedo de Cavaleiros,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180405,11E0405
11E0407,Mirandela,2,M,92,85 e mais anos,622,Mirandela,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180407,11E0407
11E0408,Mogadouro,2,M,92,85 e mais anos,423,Mogadouro,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180408,11E0408
11E0410,Vila Flor,2,M,92,85 e mais anos,207,Vila Flor,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1170410,11E0410
11E0412,Vinhais,2,M,92,85 e mais anos,486,Vinhais,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180412,11E0412
11A0113,Oliveira de Azeméis,2,M,82,75 - 79 anos,1659,Oliveira de Azeméis,Norte,Área Metropolitana do Porto,ACeS Aveiro Norte,Continente,Norte,1160113,11A0113
11D0409,Torre de Moncorvo,2,M,91,80 - 84 anos,291,Torre de Moncorvo,Norte,Douro,ULS Nordeste,Continente,Norte,1170409,11D0409
11D1711,Santa Marta de Penaguião,2,M,91,80 - 84 anos,188,Santa Marta de Penaguião,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171711,11D1711
11E0401,Alfândega da Fé,2,M,91,80 - 84 anos,147,Alfândega da Fé,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180401,11E0401
2004201,Lagoa,2,M,62,55 - 59 anos,507,Lagoa [R.A. Açores],Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004201,2004201
11E0406,Miranda do Douro,2,M,71,60 - 64 anos,248,Miranda do Douro,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180406,11E0406
11E0412,Vinhais,2,M,71,60 - 64 anos,293,Vinhais,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180412,11E0412
1500801,Albufeira,2,M,71,60 - 64 anos,1425,Albufeira,Algarve,Algarve,ACeS Central,Continente,Algarve,1500801,1500801
1500803,Aljezur,2,M,71,60 - 64 anos,173,Aljezur,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500803,1500803
1500806,Lagoa,2,M,71,60 - 64 anos,699,Lagoa,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500806,1500806
11B1713,Vila Pouca de Aguiar,2,M,81,70 - 74 anos,433,Vila Pouca de Aguiar,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1181713,11B1713
1701508,Palmela,2,M,91,80 - 84 anos,1092,Palmela,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arrábida,Continente,Área Metropolitana de Lisboa,1721508,1701508
1840204,Barrancos,2,M,92,85 e mais anos,47,Barrancos,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840204,1840204
1851404,Alpiarça,2,M,92,85 e mais anos,195,Alpiarça,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851404,1851404
1701106,Lisboa,2,M,82,75 - 79 anos,17031,Lisboa,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Lisboa Norte + Lisboa Central,Continente,Área Metropolitana de Lisboa,1711106,1701106
1701510,Seixal,2,M,82,75 - 79 anos,3847,Seixal,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Almada/Seixal,Continente,Área Metropolitana de Lisboa,1721510,1701510
1840212,Ourique,2,M,91,80 - 84 anos,146,Ourique,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840212,1840212
1851404,Alpiarça,2,M,91,80 - 84 anos,194,Alpiarça,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851404,1851404
1851409,Coruche,2,M,91,80 - 84 anos,628,Coruche,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851409,1851409
1851415,Salvaterra de Magos,2,M,91,80 - 84 anos,517,Salvaterra de Magos,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851415,1851415
1861201,Alter do Chão,2,M,91,80 - 84 anos,99,Alter do Chão,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821201,1861201
1840202,Almodôvar,2,M,82,75 - 79 anos,206,Almodôvar,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840202,1840202
1840204,Barrancos,2,M,82,75 - 79 anos,36,Barrancos,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840204,1840204
1840210,Moura,2,M,82,75 - 79 anos,417,Moura,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840210,1840210
1870706,Montemor-o-Novo,2,M,91,80 - 84 anos,517,Montemor-o-Novo,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830706,1870706
1870709,Portel,2,M,91,80 - 84 anos,192,Portel,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830709,1870709
1870713,Viana do Alentejo,2,M,92,85 e mais anos,118,Viana do Alentejo,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830713,1870713
2004203,Ponta Delgada,2,M,92,85 e mais anos,724,Ponta Delgada,Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004203,2004203
1870706,Montemor-o-Novo,1,H,71,60 - 64 anos,561,Montemor-o-Novo,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830706,1870706
1811501,Alcácer do Sal,1,H,81,70 - 74 anos,381,Alcácer do Sal,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811501,1811501
1840205,Beja,1,H,81,70 - 74 anos,808,Beja,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840205,1840205
1840207,Cuba,1,H,81,70 - 74 anos,107,Cuba,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840207,1840207
1840208,Ferreira do Alentejo,1,H,81,70 - 74 anos,184,Ferreira do Alentejo,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840208,1840208
16D0110,Ílhavo,1,H,62,55 - 59 anos,1411,Ílhavo,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610110,16D0110
16E0601,Arganil,1,H,62,55 - 59 anos,485,Arganil,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640601,16E0601
16E0603,Coimbra,1,H,62,55 - 59 anos,4739,Coimbra,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620603,16E0603
16E0606,Góis,1,H,62,55 - 59 anos,139,Góis,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640606,16E0606
1870713,Viana do Alentejo,1,H,71,60 - 64 anos,179,Viana do Alentejo,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830713,1870713
2004204,Povoação,1,H,71,60 - 64 anos,182,Povoação,Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004204,2004204
2004205,Ribeira Grande,1,H,71,60 - 64 anos,778,Ribeira Grande,Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004205,2004205
2004401,Santa Cruz da Graciosa,1,H,71,60 - 64 anos,128,Santa Cruz da Graciosa,Açores,Região Autónoma dos Açores,USI Graciosa,Região Autónoma dos Açores,Região Autónoma dos Açores,2004401,2004401
2004603,São Roque do Pico,1,H,71,60 - 64 anos,122,São Roque do Pico,Açores,Região Autónoma dos Açores,USI Pico,Região Autónoma dos Açores,Região Autónoma dos Açores,2004603,2004603
1851404,Alpiarça,1,H,81,70 - 74 anos,221,Alpiarça,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851404,1851404
1861204,Campo Maior,1,H,81,70 - 74 anos,166,Campo Maior,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821204,1861204
16E1808,Mortágua,1,H,62,55 - 59 anos,282,Mortágua,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1651808,16E1808
16F1002,Alvaiázere,1,H,62,55 - 59 anos,258,Alvaiázere,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641002,16F1002
16F1004,Batalha,1,H,62,55 - 59 anos,570,Batalha,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631004,16F1004
16F1008,Figueiró dos Vinhos,1,H,62,55 - 59 anos,205,Figueiró dos Vinhos,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641008,16F1008
2004901,Corvo,1,H,71,60 - 64 anos,14,Corvo,Açores,Região Autónoma dos Açores,USI Corvo,Região Autónoma dos Açores,Região Autónoma dos Açores,2004901,2004901
3003106,Porto Moniz,1,H,71,60 - 64 anos,51,Porto Moniz,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003106,3003106
3003201,Porto Santo,1,H,71,60 - 64 anos,167,Porto Santo,Madeira,Região Autónoma da Madeira,ACeS Porto Santo,Região Autónoma da Madeira,Região Autónoma da Madeira,3003201,3003201
1811509,Santiago do Cacém,1,H,72,65 - 69 anos,1108,Santiago do Cacém,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811509,1811509
1840204,Barrancos,1,H,72,65 - 69 anos,51,Barrancos,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840204,1840204
1840208,Ferreira do Alentejo,1,H,72,65 - 69 anos,251,Ferreira do Alentejo,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840208,1840208
1861210,Marvão,1,H,81,70 - 74 anos,81,Marvão,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821210,1861210
1870702,Arraiolos,1,H,81,70 - 74 anos,173,Arraiolos,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830702,1870702
1870707,Mora,1,H,81,70 - 74 anos,137,Mora,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1820707,1870707
16B1005,Bombarral,1,H,,Total,6101,Bombarral,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1005,16B1005
16B1011,Nazaré,1,H,,Total,6671,Nazaré,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1011,16B1011
16B1112,Sobral de Monte Agraço,1,H,,Total,5311,Sobral de Monte Agraço,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1112,16B1112
16D0115,Ovar,1,H,,Total,25975,Ovar,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610115,16D0115
16I1417,Sardoal,1,H,11,0 - 4 anos,41,Sardoal,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1417,16I1417
16J0503,Covilhã,1,H,11,0 - 4 anos,695,Covilhã,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,Continente,Centro,16A0503,16J0503
11D1807,Moimenta da Beira,1,H,11,0 - 4 anos,171,Moimenta da Beira,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171807,11D1807
11E0412,Vinhais,1,H,11,0 - 4 anos,83,Vinhais,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180412,11E0412
16B1001,Alcobaça,1,H,11,0 - 4 anos,944,Alcobaça,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1001,16B1001
16B1005,Bombarral,1,H,11,0 - 4 anos,247,Bombarral,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1005,16B1005
16B1011,Nazaré,1,H,11,0 - 4 anos,302,Nazaré,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1011,16B1011
16B1102,Arruda dos Vinhos,1,H,11,0 - 4 anos,320,Arruda dos Vinhos,Lisboa e Vale do Tejo,Oeste,ACeS Estuário do Tejo,Continente,Centro,16B1102,16B1102
16B1113,Torres Vedras,1,H,11,0 - 4 anos,1707,Torres Vedras,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1113,16B1113
16D0102,Albergaria-a-Velha,1,H,11,0 - 4 anos,516,Albergaria-a-Velha,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610102,16D0102
16E0610,Montemor-o-Velho,1,H,11,0 - 4 anos,467,Montemor-o-Velho,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620610,16E0610
16E0613,Penacova,1,H,11,0 - 4 anos,151,Penacova,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620613,16E0613
16E0615,Soure,1,H,11,0 - 4 anos,281,Soure,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620615,16E0615
16F1003,Ansião,1,H,11,0 - 4 anos,172,Ansião,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641003,16F1003
16F1008,Figueiró dos Vinhos,1,H,11,0 - 4 anos,85,Figueiró dos Vinhos,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641008,16F1008
16G1803,Castro Daire,1,H,11,0 - 4 anos,205,Castro Daire,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651803,16G1803
16G1811,Penalva do Castelo,1,H,11,0 - 4 anos,110,Penalva do Castelo,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651811,16G1811
11A1314,Santo Tirso,1,H,12,5 - 9 anos,1168,Santo Tirso,Norte,Área Metropolitana do Porto,ACeS Santo Tirso/Trofa,Continente,Norte,1131314,11A1314
11C0106,Castelo de Paiva,1,H,12,5 - 9 anos,292,Castelo de Paiva,Norte,Tâmega e Sousa,ACeS Vale do Sousa Sul,Continente,Norte,1150106,11C0106
11C1307,Marco de Canaveses,1,H,12,5 - 9 anos,1022,Marco de Canaveses,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151307,11C1307
11D1805,Lamego,1,H,12,5 - 9 anos,441,Lamego,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171805,11D1805
1701503,Almada,1,H,11,0 - 4 anos,4175,Almada,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Almada/Seixal,Continente,Área Metropolitana de Lisboa,1721503,1701503
2004301,Angra do Heroísmo,2,M,92,85 e mais anos,478,Angra do Heroísmo,Açores,Região Autónoma dos Açores,USI Terceira,Região Autónoma dos Açores,Região Autónoma dos Açores,2004301,2004301
1851407,Chamusca,2,M,82,75 - 79 anos,312,Chamusca,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851407,1851407
1861203,Avis,2,M,82,75 - 79 anos,118,Avis,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821203,1861203
1870714,Vila Viçosa,2,M,91,80 - 84 anos,202,Vila Viçosa,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830714,1870714
2004101,Vila do Porto,2,M,91,80 - 84 anos,65,Vila do Porto,Açores,Região Autónoma dos Açores,USI Santa Maria,Região Autónoma dos Açores,Região Autónoma dos Açores,2004101,2004101
2004204,Povoação,2,M,91,80 - 84 anos,91,Povoação,Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004204,2004204
16G1817,Sátão,1,H,51,40 - 44 anos,382,Sátão,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651817,16G1817
16G1822,Vila Nova de Paiva,1,H,51,40 - 44 anos,133,Vila Nova de Paiva,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651822,16G1822
16H0505,Idanha-a-Nova,1,H,51,40 - 44 anos,252,Idanha-a-Nova,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690505,16H0505
16I1417,Sardoal,1,H,51,40 - 44 anos,155,Sardoal,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1417,16I1417
16J0905,Fornos de Algodres,1,H,52,45 - 49 anos,147,Fornos de Algodres,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1670905,16J0905
3003201,Porto Santo,1,H,61,50 - 54 anos,168,Porto Santo,Madeira,Região Autónoma da Madeira,ACeS Porto Santo,Região Autónoma da Madeira,Região Autónoma da Madeira,3003201,3003201
16G1814,Santa Comba Dão,1,H,42,35 - 39 anos,287,Santa Comba Dão,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651814,16G1814
16H0505,Idanha-a-Nova,1,H,42,35 - 39 anos,181,Idanha-a-Nova,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690505,16H0505
16J0503,Covilhã,1,H,51,40 - 44 anos,1556,Covilhã,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,Continente,Centro,16A0503,16J0503
16J0902,Almeida,1,H,51,40 - 44 anos,180,Almeida,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680902,16J0902
16J0910,Pinhel,1,H,51,40 - 44 anos,250,Pinhel,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680910,16J0910
16J0912,Seia,1,H,52,45 - 49 anos,647,Seia,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1670912,16J0912
1701106,Lisboa,1,H,52,45 - 49 anos,17799,Lisboa,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Lisboa Norte + Lisboa Central,Continente,Área Metropolitana de Lisboa,1711106,1701106
1701111,Sintra,1,H,52,45 - 49 anos,15278,Sintra,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Sintra,Continente,Área Metropolitana de Lisboa,1711111,1701111
16J0504,Fundão,1,H,61,50 - 54 anos,893,Fundão,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,Continente,Centro,16A0504,16J0504
16J0903,Celorico da Beira,1,H,61,50 - 54 anos,221,Celorico da Beira,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680903,16J0903
16I0509,Sertã,1,H,42,35 - 39 anos,398,Sertã,Centro,Médio Tejo,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660509,16I0509
16I1413,Mação,1,H,42,35 - 39 anos,161,Mação,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,1661413,16I1413
16I1418,Tomar,1,H,42,35 - 39 anos,955,Tomar,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1418,16I1418
16J0902,Almeida,1,H,42,35 - 39 anos,140,Almeida,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680902,16J0902
1701115,Amadora,1,H,51,40 - 44 anos,6268,Amadora,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Amadora,Continente,Área Metropolitana de Lisboa,1711115,1701115
1811505,Grândola,1,H,51,40 - 44 anos,648,Grândola,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811505,1811505
1840201,Aljustrel,1,H,51,40 - 44 anos,260,Aljustrel,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840201,1840201
1840205,Beja,1,H,52,45 - 49 anos,1264,Beja,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840205,1840205
11C0106,Castelo de Paiva,2,M,,Total,7893,Castelo de Paiva,Norte,Tâmega e Sousa,ACeS Vale do Sousa Sul,Continente,Norte,1150106,11C0106
16J0903,Celorico da Beira,2,M,62,55 - 59 anos,272,Celorico da Beira,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680903,16J0903
11A1304,Gondomar,2,M,72,65 - 69 anos,5725,Gondomar,Norte,Área Metropolitana do Porto,ACeS Gondomar,Continente,Norte,1141304,11A1304
11A1315,Valongo,2,M,72,65 - 69 anos,3093,Valongo,Norte,Área Metropolitana do Porto,ACeS Maia/Valongo,Continente,Norte,1141315,11A1315
11A1318,Trofa,2,M,72,65 - 69 anos,1255,Trofa,Norte,Área Metropolitana do Porto,ACeS Santo Tirso/Trofa,Continente,Norte,1131318,11A1318
