geocod.x,geodsg,dim_3,dim_3_t,dim_4,dim_4_t,valor,municip,ars,nuts3,aces2,nuts1,nuts2,cod_geo_nuts2002,geocod.y
16B1108,Lourinhã,1,H,41,30 - 34 anos,808,Lourinhã,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1108,16B1108
16B1112,Sobral de Monte Agraço,1,H,41,30 - 34 anos,320,Sobral de Monte Agraço,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1112,16B1112
16D0105,Aveiro,1,H,41,30 - 34 anos,2494,Aveiro,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610105,16D0105
16E0614,Penela,1,H,41,30 - 34 anos,117,Penela,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640614,16E0614
16E0615,Soure,1,H,41,30 - 34 anos,468,Soure,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620615,16E0615
16E0616,Tábua,1,H,41,30 - 34 anos,331,Tábua,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640616,16E0616
16E1808,Mortágua,1,H,41,30 - 34 anos,249,Mortágua,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1651808,16E1808
16F1015,Pombal,1,H,41,30 - 34 anos,1541,Pombal,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631015,16F1015
16F1016,Porto de Mós,1,H,41,30 - 34 anos,689,Porto de Mós,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631016,16F1016
16G1810,Oliveira de Frades,1,H,41,30 - 34 anos,298,Oliveira de Frades,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651810,16G1810
16G1811,Penalva do Castelo,1,H,41,30 - 34 anos,158,Penalva do Castelo,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651811,16G1811
16H0506,Oleiros,1,H,41,30 - 34 anos,146,Oleiros,Centro,Beira Baixa,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660506,16H0506
16I1402,Alcanena,1,H,41,30 - 34 anos,390,Alcanena,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1402,16I1402
16I1420,Vila Nova da Barquinha,1,H,41,30 - 34 anos,181,Vila Nova da Barquinha,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1420,16I1420
16J0501,Belmonte,1,H,41,30 - 34 anos,181,Belmonte,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,Continente,Centro,16A0501,16J0501
16J0912,Seia,1,H,41,30 - 34 anos,629,Seia,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1670912,16J0912
16J0913,Trancoso,1,H,41,30 - 34 anos,220,Trancoso,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680913,16J0913
1701115,Amadora,1,H,41,30 - 34 anos,5433,Amadora,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Amadora,Continente,Área Metropolitana de Lisboa,1711115,1701115
1811501,Alcácer do Sal,1,H,41,30 - 34 anos,365,Alcácer do Sal,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811501,1811501
1840201,Aljustrel,1,H,41,30 - 34 anos,245,Aljustrel,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840201,1840201
1840203,Alvito,1,H,41,30 - 34 anos,78,Alvito,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840203,1840203
1851403,Almeirim,1,H,41,30 - 34 anos,634,Almeirim,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851403,1851403
1851407,Chamusca,1,H,41,30 - 34 anos,277,Chamusca,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851407,1851407
1851409,Coruche,1,H,41,30 - 34 anos,417,Coruche,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851409,1851409
1851415,Salvaterra de Magos,1,H,41,30 - 34 anos,592,Salvaterra de Magos,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851415,1851415
1861206,Crato,1,H,41,30 - 34 anos,73,Crato,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821206,1861206
1861208,Fronteira,1,H,41,30 - 34 anos,59,Fronteira,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821208,1861208
16I0509,Sertã,2,M,41,30 - 34 anos,414,Sertã,Centro,Médio Tejo,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660509,16I0509
16I0510,Vila de Rei,2,M,41,30 - 34 anos,90,Vila de Rei,Centro,Médio Tejo,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660510,16I0510
16I1418,Tomar,2,M,41,30 - 34 anos,938,Tomar,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1418,16I1418
16J0908,Manteigas,2,M,41,30 - 34 anos,65,Manteigas,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680908,16J0908
1701106,Lisboa,2,M,41,30 - 34 anos,15393,Lisboa,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Lisboa Norte + Lisboa Central,Continente,Área Metropolitana de Lisboa,1711106,1701106
1840208,Ferreira do Alentejo,2,M,41,30 - 34 anos,205,Ferreira do Alentejo,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840208,1840208
1840214,Vidigueira,2,M,41,30 - 34 anos,173,Vidigueira,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840214,1840214
1851405,Benavente,2,M,41,30 - 34 anos,1047,Benavente,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Estuário do Tejo,Continente,Alentejo,1851405,1851405
1861201,Alter do Chão,2,M,41,30 - 34 anos,110,Alter do Chão,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821201,1861201
1861209,Gavião,2,M,41,30 - 34 anos,53,Gavião,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821209,1861209
1861212,Nisa,2,M,41,30 - 34 anos,140,Nisa,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821212,1861212
1870701,Alandroal,2,M,41,30 - 34 anos,112,Alandroal,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830701,1870701
11,Norte,2,M,51,40 - 44 anos,150257,Norte,,,,,,,
18,Alentejo,2,M,51,40 - 44 anos,26366,Alentejo,,,,,,,
18,Alentejo,2,M,52,45 - 49 anos,25282,Alentejo,,,,,,,
20,Região Autónoma dos Açores,2,M,52,45 - 49 anos,8658,Região Autónoma dos Açores,,,,,,,
11,Norte,2,M,61,50 - 54 anos,149584,Norte,,,,,,,
1120302,Barcelos,1,H,,Total,56844,Barcelos,Norte,Cávado,ACeS Barcelos/Esposende,Continente,Norte,1120302,1120302
11A1316,Vila do Conde,1,H,,Total,38072,Vila do Conde,Norte,Área Metropolitana do Porto,ACeS Póvoa de Varzim/Vila do Conde,Continente,Norte,1141316,11A1316
11C1301,Amarante,1,H,,Total,25923,Amarante,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151301,11C1301
1701510,Seixal,1,H,91,80 - 84 anos,1405,Seixal,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Almada/Seixal,Continente,Área Metropolitana de Lisboa,1721510,1701510
1811501,Alcácer do Sal,1,H,91,80 - 84 anos,236,Alcácer do Sal,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811501,1811501
1811509,Santiago do Cacém,1,H,91,80 - 84 anos,522,Santiago do Cacém,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811509,1811509
1840201,Aljustrel,1,H,91,80 - 84 anos,135,Aljustrel,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840201,1840201
1851405,Benavente,1,H,91,80 - 84 anos,342,Benavente,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Estuário do Tejo,Continente,Alentejo,1851405,1851405
1861204,Campo Maior,1,H,91,80 - 84 anos,117,Campo Maior,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821204,1861204
1861205,Castelo de Vide,1,H,91,80 - 84 anos,80,Castelo de Vide,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821205,1861205
1861213,Ponte de Sor,1,H,91,80 - 84 anos,340,Ponte de Sor,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821213,1861213
1870713,Viana do Alentejo,1,H,91,80 - 84 anos,96,Viana do Alentejo,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830713,1870713
1870714,Vila Viçosa,1,H,91,80 - 84 anos,163,Vila Viçosa,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830714,1870714
2004602,Madalena,1,H,91,80 - 84 anos,91,Madalena,Açores,Região Autónoma dos Açores,USI Pico,Região Autónoma dos Açores,Região Autónoma dos Açores,2004602,2004602
3003104,Machico,1,H,91,80 - 84 anos,129,Machico,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,Região Autónoma da Madeira,Região Autónoma da Madeira,3003104,3003104
11A0104,Arouca,2,M,11,0 - 4 anos,430,Arouca,Norte,Área Metropolitana do Porto,ACeS Feira/Arouca,Continente,Norte,1160104,11A0104
11A0107,Espinho,2,M,11,0 - 4 anos,533,Espinho,Norte,Área Metropolitana do Porto,ACeS Gaia e Espinho/Gaia,Continente,Norte,1140107,11A0107
11A1314,Santo Tirso,2,M,11,0 - 4 anos,1182,Santo Tirso,Norte,Área Metropolitana do Porto,ACeS Santo Tirso/Trofa,Continente,Norte,1131314,11A1314
11A1318,Trofa,2,M,11,0 - 4 anos,723,Trofa,Norte,Área Metropolitana do Porto,ACeS Santo Tirso/Trofa,Continente,Norte,1131318,11A1318
11B1702,Boticas,2,M,11,0 - 4 anos,63,Boticas,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1181702,11B1702
11B1703,Chaves,2,M,11,0 - 4 anos,563,Chaves,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1181703,11B1703
11B1712,Valpaços,2,M,11,0 - 4 anos,197,Valpaços,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1181712,11B1712
11C1307,Marco de Canaveses,2,M,11,0 - 4 anos,968,Marco de Canaveses,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151307,11C1307
11C1804,Cinfães,2,M,11,0 - 4 anos,321,Cinfães,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151804,11C1804
11D1708,Peso da Régua,2,M,11,0 - 4 anos,253,Peso da Régua,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171708,11D1708
11D1807,Moimenta da Beira,2,M,11,0 - 4 anos,178,Moimenta da Beira,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171807,11D1807
11E0402,Bragança,2,M,11,0 - 4 anos,552,Bragança,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180402,11E0402
11E0405,Macedo de Cavaleiros,2,M,11,0 - 4 anos,170,Macedo de Cavaleiros,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180405,11E0405
1500803,Aljezur,2,M,11,0 - 4 anos,101,Aljezur,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500803,1500803
16D,Região de Aveiro,2,M,52,45 - 49 anos,14643,Região de Aveiro,,,,,,,
16I,Médio Tejo,2,M,52,45 - 49 anos,8739,Médio Tejo,,,,,,,
111,Alto Minho,2,M,61,50 - 54 anos,9298,Alto Minho,,,,,,,
11B,Alto Tâmega,2,M,61,50 - 54 anos,3548,Alto Tâmega,,,,,,,
16G,Viseu Dão Lafões,2,M,61,50 - 54 anos,9849,Viseu Dão Lafões,,,,,,,
185,Lezíria do Tejo,2,M,61,50 - 54 anos,8712,Lezíria do Tejo,,,,,,,
16B,Oeste,2,M,62,55 - 59 anos,12289,Oeste,,,,,,,
16H,Beira Baixa,2,M,62,55 - 59 anos,3007,Beira Baixa,,,,,,,
150,Algarve,2,M,71,60 - 64 anos,14142,Algarve,,,,,,,
16I,Médio Tejo,2,M,71,60 - 64 anos,7874,Médio Tejo,,,,,,,
170,Área Metropolitana de Lisboa,2,M,71,60 - 64 anos,94992,Área Metropolitana de Lisboa,,,,,,,
181,Alentejo Litoral,2,M,71,60 - 64 anos,3252,Alentejo Litoral,,,,,,,
119,Ave,2,M,72,65 - 69 anos,11063,Ave,,,,,,,
11B,Alto Tâmega,2,M,72,65 - 69 anos,3136,Alto Tâmega,,,,,,,
16D,Região de Aveiro,2,M,72,65 - 69 anos,11092,Região de Aveiro,,,,,,,
16I,Médio Tejo,2,M,72,65 - 69 anos,7395,Médio Tejo,,,,,,,
119,Ave,2,M,81,70 - 74 anos,9011,Ave,,,,,,,
119,Ave,2,M,82,75 - 79 anos,8140,Ave,,,,,,,
16F,Região de Leiria,2,M,82,75 - 79 anos,7511,Região de Leiria,,,,,,,
16G,Viseu Dão Lafões,2,M,92,85 e mais anos,5911,Viseu Dão Lafões,,,,,,,
181,Alentejo Litoral,2,M,92,85 e mais anos,2014,Alentejo Litoral,,,,,,,
200,Região Autónoma dos Açores,2,M,92,85 e mais anos,2464,Região Autónoma dos Açores,,,,,,,
300,Região Autónoma da Madeira,2,M,92,85 e mais anos,2872,Região Autónoma da Madeira,,,,,,,
16,Centro,2,M,71,60 - 64 anos,76950,Centro,,,,,,,
18,Alentejo,2,M,72,65 - 69 anos,22902,Alentejo,,,,,,,
18,Alentejo,2,M,82,75 - 79 anos,22756,Alentejo,,,,,,,
1120301,Amares,1,H,12,5 - 9 anos,429,Amares,Norte,Cávado,ACeS Gerês/Cabreira,Continente,Norte,1120301,1120301
1120313,Vila Verde,1,H,12,5 - 9 anos,1229,Vila Verde,Norte,Cávado,ACeS Gerês/Cabreira,Continente,Norte,1120313,1120313
1190312,Vila Nova de Famalicão,1,H,12,5 - 9 anos,3114,Vila Nova de Famalicão,Norte,Ave,ACeS Famalicão,Continente,Norte,1130312,1190312
11A0109,Santa Maria da Feira,1,H,12,5 - 9 anos,3268,Santa Maria da Feira,Norte,Área Metropolitana do Porto,ACeS Feira/Arouca,Continente,Norte,1160109,11A0109
11B1703,Chaves,1,H,12,5 - 9 anos,726,Chaves,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1181703,11B1703
11C1307,Marco de Canaveses,1,H,12,5 - 9 anos,1402,Marco de Canaveses,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151307,11C1307
11C1813,Resende,1,H,12,5 - 9 anos,241,Resende,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151813,11C1813
11D1708,Peso da Régua,1,H,12,5 - 9 anos,323,Peso da Régua,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171708,11D1708
11D1820,Tarouca,1,H,12,5 - 9 anos,176,Tarouca,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171820,11D1820
11E0411,Vimioso,1,H,12,5 - 9 anos,77,Vimioso,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180411,11E0411
1500803,Aljezur,1,H,12,5 - 9 anos,113,Aljezur,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500803,1500803
1500804,Castro Marim,1,H,12,5 - 9 anos,119,Castro Marim,Algarve,Algarve,ACeS Sotavento,Continente,Algarve,1500804,1500804
16B1005,Bombarral,1,H,12,5 - 9 anos,277,Bombarral,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1005,16B1005
16B1006,Caldas da Rainha,1,H,12,5 - 9 anos,1215,Caldas da Rainha,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1006,16B1006
16B1102,Arruda dos Vinhos,1,H,12,5 - 9 anos,422,Arruda dos Vinhos,Lisboa e Vale do Tejo,Oeste,ACeS Estuário do Tejo,Continente,Centro,16B1102,16B1102
16B1104,Cadaval,1,H,12,5 - 9 anos,319,Cadaval,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1104,16B1104
16B1113,Torres Vedras,1,H,12,5 - 9 anos,1955,Torres Vedras,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1113,16B1113
16D0101,Águeda,1,H,12,5 - 9 anos,981,Águeda,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610101,16D0101
16D0115,Ovar,1,H,12,5 - 9 anos,1224,Ovar,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610115,16D0115
16D0117,Sever do Vouga,1,H,12,5 - 9 anos,221,Sever do Vouga,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610117,16D0117
16F1002,Alvaiázere,1,H,12,5 - 9 anos,129,Alvaiázere,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641002,16F1002
16F1003,Ansião,1,H,12,5 - 9 anos,221,Ansião,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641003,16F1003
16F1009,Leiria,1,H,12,5 - 9 anos,3022,Leiria,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631009,16F1009
16F1015,Pombal,1,H,12,5 - 9 anos,1219,Pombal,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631015,16F1015
16G0901,Aguiar da Beira,1,H,12,5 - 9 anos,65,Aguiar da Beira,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1650901,16G0901
16G1809,Nelas,1,H,12,5 - 9 anos,308,Nelas,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651809,16G1809
16G1811,Penalva do Castelo,1,H,12,5 - 9 anos,156,Penalva do Castelo,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651811,16G1811
16H0511,Vila Velha de Ródão,1,H,12,5 - 9 anos,20,Vila Velha de Ródão,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690511,16H0511
11D1714,Vila Real,1,H,,Total,23993,Vila Real,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171714,11D1714
11D1807,Moimenta da Beira,1,H,,Total,4714,Moimenta da Beira,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171807,11D1807
