geocod.x,geodsg,dim_3,dim_3_t,dim_4,dim_4_t,valor,municip,ars,nuts3,aces2,nuts1,nuts2,cod_geo_nuts2002,geocod.y
1500816,Vila Real de Santo António,1,H,12,5 - 9 anos,464,Vila Real de Santo António,Algarve,Algarve,ACeS Sotavento,Continente,Algarve,1500816,1500816
1500801,Albufeira,1,H,12,5 - 9 anos,1190,Albufeira,Algarve,Algarve,ACeS Central,Continente,Algarve,1500801,1500801
11E0406,Miranda do Douro,1,H,12,5 - 9 anos,90,Miranda do Douro,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180406,11E0406
1861214,Portalegre,1,H,92,85 e mais anos,361,Portalegre,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821214,1861214
1861213,Ponte de Sor,1,H,92,85 e mais anos,293,Ponte de Sor,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821213,1861213
1851416,Santarém,1,H,92,85 e mais anos,692,Santarém,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851416,1851416
1851403,Almeirim,1,H,92,85 e mais anos,268,Almeirim,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851403,1851403
1840212,Ourique,1,H,92,85 e mais anos,80,Ourique,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840212,1840212
1840204,Barrancos,1,H,92,85 e mais anos,15,Barrancos,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840204,1840204
1810211,Odemira,1,H,92,85 e mais anos,539,Odemira,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1810211,1810211
16J0907,Guarda,1,H,92,85 e mais anos,388,Guarda,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680907,16J0907
16J0904,Figueira de Castelo Rodrigo,1,H,92,85 e mais anos,147,Figueira de Castelo Rodrigo,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1680904,16J0904
16J0503,Covilhã,1,H,92,85 e mais anos,596,Covilhã,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,Continente,Centro,16A0503,16J0503
16I1418,Tomar,1,H,92,85 e mais anos,576,Tomar,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1418,16I1418
16G1822,Vila Nova de Paiva,1,H,92,85 e mais anos,85,Vila Nova de Paiva,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651822,16G1822
16F1007,Castanheira de Pêra,1,H,92,85 e mais anos,61,Castanheira de Pêra,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641007,16F1007
16F1004,Batalha,1,H,92,85 e mais anos,169,Batalha,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631004,16F1004
16D0115,Ovar,1,H,92,85 e mais anos,373,Ovar,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610115,16D0115
16D0105,Aveiro,1,H,92,85 e mais anos,704,Aveiro,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610105,16D0105
16B1112,Sobral de Monte Agraço,1,H,92,85 e mais anos,62,Sobral de Monte Agraço,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1112,16B1112
16F1009,Leiria,1,H,52,45 - 49 anos,4493,Leiria,Centro,Região de Leiria,ACeS Pinhal Litoral,Continente,Centro,1631009,16F1009
16E0611,Oliveira do Hospital,1,H,52,45 - 49 anos,640,Oliveira do Hospital,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640611,16E0611
16D0114,Oliveira do Bairro,1,H,52,45 - 49 anos,913,Oliveira do Bairro,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610114,16D0114
16D0108,Estarreja,1,H,52,45 - 49 anos,950,Estarreja,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610108,16D0108
16D0105,Aveiro,1,H,52,45 - 49 anos,2761,Aveiro,Centro,Região de Aveiro,ACeS Baixo Vouga,Continente,Centro,1610105,16D0105
1500807,Lagos,1,H,52,45 - 49 anos,1079,Lagos,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500807,1500807
1500801,Albufeira,1,H,52,45 - 49 anos,1553,Albufeira,Algarve,Algarve,ACeS Central,Continente,Algarve,1500801,1500801
11E0405,Macedo de Cavaleiros,1,H,52,45 - 49 anos,432,Macedo de Cavaleiros,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180405,11E0405
11E0401,Alfândega da Fé,1,H,52,45 - 49 anos,146,Alfândega da Fé,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180401,11E0401
11D1819,Tabuaço,1,H,52,45 - 49 anos,218,Tabuaço,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171819,11D1819
11D1805,Lamego,1,H,52,45 - 49 anos,876,Lamego,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171805,11D1805
11D0914,Vila Nova de Foz Côa,1,H,52,45 - 49 anos,207,Vila Nova de Foz Côa,Centro,Douro,ULS Guarda,Continente,Norte,1170914,11D0914
11C1307,Marco de Canaveses,1,H,52,45 - 49 anos,2153,Marco de Canaveses,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151307,11C1307
11C1305,Lousada,1,H,52,45 - 49 anos,1814,Lousada,Norte,Tâmega e Sousa,ACeS Vale do Sousa Norte,Continente,Norte,1151305,11C1305
11C1301,Amarante,1,H,52,45 - 49 anos,1995,Amarante,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151301,11C1301
11B1713,Vila Pouca de Aguiar,1,H,52,45 - 49 anos,355,Vila Pouca de Aguiar,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1181713,11B1713
11B1706,Montalegre,1,H,52,45 - 49 anos,255,Montalegre,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1181706,11B1706
11A1314,Santo Tirso,1,H,52,45 - 49 anos,2496,Santo Tirso,Norte,Área Metropolitana do Porto,ACeS Santo Tirso/Trofa,Continente,Norte,1131314,11A1314
11A0116,São João da Madeira,1,H,52,45 - 49 anos,772,São João da Madeira,Norte,Área Metropolitana do Porto,ACeS Aveiro Norte,Continente,Norte,1160116,11A0116
11D1812,Penedono,1,H,12,5 - 9 anos,40,Penedono,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171812,11D1812
11D1707,Murça,1,H,12,5 - 9 anos,90,Murça,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1181707,11D1707
11D0409,Torre de Moncorvo,1,H,12,5 - 9 anos,88,Torre de Moncorvo,Norte,Douro,ULS Nordeste,Continente,Norte,1170409,11D0409
11D0404,Freixo de Espada à Cinta,1,H,12,5 - 9 anos,53,Freixo de Espada à Cinta,Norte,Douro,ULS Nordeste,Continente,Norte,1170404,11D0404
11C1813,Resende,1,H,12,5 - 9 anos,212,Resende,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151813,11C1813
11C1305,Lousada,1,H,12,5 - 9 anos,1058,Lousada,Norte,Tâmega e Sousa,ACeS Vale do Sousa Norte,Continente,Norte,1151305,11C1305
11C0106,Castelo de Paiva,1,H,12,5 - 9 anos,314,Castelo de Paiva,Norte,Tâmega e Sousa,ACeS Vale do Sousa Sul,Continente,Norte,1150106,11C0106
11A1310,Paredes,1,H,12,5 - 9 anos,2081,Paredes,Norte,Área Metropolitana do Porto,ACeS Vale do Sousa Sul,Continente,Norte,1151310,11A1310
11A1308,Matosinhos,1,H,12,5 - 9 anos,3861,Matosinhos,Norte,Área Metropolitana do Porto,ULS Matosinhos,Continente,Norte,1141308,11A1308
11A0109,Santa Maria da Feira,1,H,12,5 - 9 anos,3049,Santa Maria da Feira,Norte,Área Metropolitana do Porto,ACeS Feira/Arouca,Continente,Norte,1160109,11A0109
1111605,Paredes de Coura,1,H,12,5 - 9 anos,153,Paredes de Coura,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111605,1111605
3003109,Santana,1,H,11,0 - 4 anos,120,Santana,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,Região Autónoma da Madeira,Região Autónoma da Madeira,3003109,3003109
3003108,Santa Cruz,1,H,11,0 - 4 anos,1001,Santa Cruz,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,Região Autónoma da Madeira,Região Autónoma da Madeira,3003108,3003108
3003106,Porto Moniz,1,H,11,0 - 4 anos,42,Porto Moniz,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003106,3003106
3003101,Calheta,1,H,11,0 - 4 anos,185,Calheta [R.A. Madeira],Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003101,3003101
2004801,Lajes das Flores,1,H,11,0 - 4 anos,20,Lajes das Flores,Açores,Região Autónoma dos Açores,USI Flores,Região Autónoma dos Açores,Região Autónoma dos Açores,2004801,2004801
2004603,São Roque do Pico,1,H,11,0 - 4 anos,64,São Roque do Pico,Açores,Região Autónoma dos Açores,USI Pico,Região Autónoma dos Açores,Região Autónoma dos Açores,2004603,2004603
2004602,Madalena,1,H,11,0 - 4 anos,154,Madalena,Açores,Região Autónoma dos Açores,USI Pico,Região Autónoma dos Açores,Região Autónoma dos Açores,2004602,2004602
2004201,Lagoa,1,H,11,0 - 4 anos,377,Lagoa [R.A. Açores],Açores,Região Autónoma dos Açores,USI São Miguel,Região Autónoma dos Açores,Região Autónoma dos Açores,2004201,2004201
1870714,Vila Viçosa,1,H,11,0 - 4 anos,131,Vila Viçosa,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830714,1870714
1861213,Ponte de Sor,1,H,11,0 - 4 anos,240,Ponte de Sor,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821213,1861213
1861206,Crato,1,H,11,0 - 4 anos,45,Crato,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821206,1861206
1851415,Salvaterra de Magos,1,H,11,0 - 4 anos,360,Salvaterra de Magos,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851415,1851415
1840207,Cuba,1,H,11,0 - 4 anos,92,Cuba,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840207,1840207
1840204,Barrancos,1,H,11,0 - 4 anos,39,Barrancos,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840204,1840204
16F1007,Castanheira de Pêra,2,M,42,35 - 39 anos,61,Castanheira de Pêra,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641007,16F1007
16E0614,Penela,2,M,42,35 - 39 anos,137,Penela,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640614,16E0614
16E0608,Mira,2,M,42,35 - 39 anos,402,Mira,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620608,16E0608
16E0606,Góis,2,M,42,35 - 39 anos,99,Góis,Centro,Região de Coimbra,ACeS Pinhal Interior Norte,Continente,Centro,1640606,16E0606
16E0605,Figueira da Foz,2,M,42,35 - 39 anos,1897,Figueira da Foz,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1620605,16E0605
16B1104,Cadaval,2,M,42,35 - 39 anos,430,Cadaval,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Sul,Continente,Centro,16B1104,16B1104
16B1101,Alenquer,2,M,42,35 - 39 anos,1616,Alenquer,Lisboa e Vale do Tejo,Oeste,ACeS Estuário do Tejo,Continente,Centro,16B1101,16B1101
16B1011,Nazaré,2,M,42,35 - 39 anos,482,Nazaré,Lisboa e Vale do Tejo,Oeste,ACeS Oeste Norte,Continente,Centro,16B1011,16B1011
1500806,Lagoa,2,M,42,35 - 39 anos,762,Lagoa,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500806,1500806
1500804,Castro Marim,2,M,42,35 - 39 anos,174,Castro Marim,Algarve,Algarve,ACeS Sotavento,Continente,Algarve,1500804,1500804
1500801,Albufeira,2,M,42,35 - 39 anos,1609,Albufeira,Algarve,Algarve,ACeS Central,Continente,Algarve,1500801,1500801
11E0401,Alfândega da Fé,2,M,42,35 - 39 anos,117,Alfândega da Fé,Norte,Terras de Trás-os-Montes,ULS Nordeste,Continente,Norte,1180401,11E0401
11D1820,Tarouca,2,M,42,35 - 39 anos,245,Tarouca,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171820,11D1820
11D1714,Vila Real,2,M,42,35 - 39 anos,1764,Vila Real,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171714,11D1714
11D1710,Sabrosa,2,M,42,35 - 39 anos,177,Sabrosa,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171710,11D1710
11D1701,Alijó,2,M,42,35 - 39 anos,292,Alijó,Norte,Douro,ACeS Marão e Douro Norte,Continente,Norte,1171701,11D1701
11C1804,Cinfães,2,M,42,35 - 39 anos,519,Cinfães,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151804,11C1804
11C1305,Lousada,2,M,42,35 - 39 anos,1723,Lousada,Norte,Tâmega e Sousa,ACeS Vale do Sousa Norte,Continente,Norte,1151305,11C1305
11A1317,Vila Nova de Gaia,2,M,42,35 - 39 anos,11135,Vila Nova de Gaia,Norte,Área Metropolitana do Porto,ACeS Gaia e Espinho/Gaia,Continente,Norte,1141317,11A1317
1120313,Vila Verde,2,M,42,35 - 39 anos,1724,Vila Verde,Norte,Cávado,ACeS Gerês/Cabreira,Continente,Norte,1120313,1120313
1120303,Braga,2,M,42,35 - 39 anos,7296,Braga,Norte,Cávado,ACeS Braga,Continente,Norte,1120303,1120303
1111605,Paredes de Coura,2,M,42,35 - 39 anos,269,Paredes de Coura,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111605,1111605
1500810,Olhão,1,H,92,85 e mais anos,445,Olhão,Algarve,Algarve,ACeS Central,Continente,Algarve,1500810,1500810
1500806,Lagoa,1,H,92,85 e mais anos,208,Lagoa,Algarve,Algarve,ACeS Barlavento,Continente,Algarve,1500806,1500806
11D1819,Tabuaço,1,H,92,85 e mais anos,125,Tabuaço,Norte,Douro,ACeS Douro Sul,Continente,Norte,1171819,11D1819
11D0409,Torre de Moncorvo,1,H,92,85 e mais anos,255,Torre de Moncorvo,Norte,Douro,ULS Nordeste,Continente,Norte,1170409,11D0409
11C1307,Marco de Canaveses,1,H,92,85 e mais anos,314,Marco de Canaveses,Norte,Tâmega e Sousa,ACeS Baixo Tâmega,Continente,Norte,1151307,11C1307
11B1709,Ribeira de Pena,1,H,92,85 e mais anos,119,Ribeira de Pena,Norte,Alto Tâmega,ACeS Alto Tâmega e Barroso,Continente,Norte,1151709,11B1709
11A1318,Trofa,1,H,92,85 e mais anos,199,Trofa,Norte,Área Metropolitana do Porto,ACeS Santo Tirso/Trofa,Continente,Norte,1131318,11A1318
11A1316,Vila do Conde,1,H,92,85 e mais anos,519,Vila do Conde,Norte,Área Metropolitana do Porto,ACeS Póvoa de Varzim/Vila do Conde,Continente,Norte,1141316,11A1316
11A1308,Matosinhos,1,H,92,85 e mais anos,1201,Matosinhos,Norte,Área Metropolitana do Porto,ULS Matosinhos,Continente,Norte,1141308,11A1308
1190308,Guimarães,1,H,92,85 e mais anos,903,Guimarães,Norte,Ave,ACeS Guimarães/Vizela/Terras de Basto,Continente,Norte,1130308,1190308
1111609,Viana do Castelo,1,H,92,85 e mais anos,940,Viana do Castelo,Norte,Alto Minho,ULS Alto Minho,Continente,Norte,1111609,1111609
3003109,Santana,1,H,91,80 - 84 anos,81,Santana,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,Região Autónoma da Madeira,Região Autónoma da Madeira,3003109,3003109
3003102,Câmara de Lobos,1,H,91,80 - 84 anos,144,Câmara de Lobos,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003102,3003102
2004602,Madalena,1,H,91,80 - 84 anos,66,Madalena,Açores,Região Autónoma dos Açores,USI Pico,Região Autónoma dos Açores,Região Autónoma dos Açores,2004602,2004602
1870710,Redondo,1,H,91,80 - 84 anos,117,Redondo,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830710,1870710
1870702,Arraiolos,1,H,91,80 - 84 anos,164,Arraiolos,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830702,1870702
1861213,Ponte de Sor,1,H,91,80 - 84 anos,277,Ponte de Sor,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821213,1861213
1861208,Fronteira,1,H,91,80 - 84 anos,71,Fronteira,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821208,1861208
1861206,Crato,1,H,91,80 - 84 anos,69,Crato,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821206,1861206
3003101,Calheta,1,H,51,40 - 44 anos,453,Calheta [R.A. Madeira],Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,Região Autónoma da Madeira,Região Autónoma da Madeira,3003101,3003101
2004401,Santa Cruz da Graciosa,1,H,51,40 - 44 anos,165,Santa Cruz da Graciosa,Açores,Região Autónoma dos Açores,USI Graciosa,Região Autónoma dos Açores,Região Autónoma dos Açores,2004401,2004401
2004301,Angra do Heroísmo,1,H,51,40 - 44 anos,1311,Angra do Heroísmo,Açores,Região Autónoma dos Açores,USI Terceira,Região Autónoma dos Açores,Região Autónoma dos Açores,2004301,2004301
2004101,Vila do Porto,1,H,51,40 - 44 anos,241,Vila do Porto,Açores,Região Autónoma dos Açores,USI Santa Maria,Região Autónoma dos Açores,Região Autónoma dos Açores,2004101,2004101
1870701,Alandroal,1,H,51,40 - 44 anos,186,Alandroal,Alentejo,Alentejo Central,ACeS Alentejo Central,Continente,Alentejo,1830701,1870701
1861208,Fronteira,1,H,51,40 - 44 anos,72,Fronteira,Alentejo,Alto Alentejo,ULS Norte Alentejano,Continente,Alentejo,1821208,1861208
1851409,Coruche,1,H,51,40 - 44 anos,560,Coruche,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851409,1851409
1851407,Chamusca,1,H,51,40 - 44 anos,323,Chamusca,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,Continente,Alentejo,1851407,1851407
1811509,Santiago do Cacém,1,H,51,40 - 44 anos,1114,Santiago do Cacém,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811509,1811509
1701503,Almada,1,H,51,40 - 44 anos,6274,Almada,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Almada/Seixal,Continente,Área Metropolitana de Lisboa,1721503,1701503
16J0912,Seia,1,H,51,40 - 44 anos,652,Seia,Centro,Beiras e Serra da Estrela,ULS Guarda,Continente,Centro,1670912,16J0912
16I1419,Torres Novas,1,H,51,40 - 44 anos,1236,Torres Novas,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1419,16I1419
16I1418,Tomar,1,H,51,40 - 44 anos,1124,Tomar,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1418,16I1418
16I1401,Abrantes,1,H,51,40 - 44 anos,1183,Abrantes,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,Continente,Centro,16C1401,16I1401
16I0509,Sertã,1,H,51,40 - 44 anos,392,Sertã,Centro,Médio Tejo,ACeS Pinhal Interior Sul (ULS Castelo Branco),Continente,Centro,1660509,16I0509
16H0502,Castelo Branco,1,H,51,40 - 44 anos,1879,Castelo Branco,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),Continente,Centro,1690502,16H0502
16G1821,Tondela,1,H,51,40 - 44 anos,808,Tondela,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651821,16G1821
16G1809,Nelas,1,H,51,40 - 44 anos,471,Nelas,Centro,Viseu Dão Lafões,ACeS Dão Lafões,Continente,Centro,1651809,16G1809
16F1003,Ansião,1,H,51,40 - 44 anos,382,Ansião,Centro,Região de Leiria,ACeS Pinhal Interior Norte,Continente,Centro,1641003,16F1003
1701115,Amadora,1,H,11,0 - 4 anos,4935,Amadora,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Amadora,Continente,Área Metropolitana de Lisboa,1711115,1701115
1840209,Mértola,2,M,62,55 - 59 anos,233,Mértola,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840209,1840209
1840208,Ferreira do Alentejo,2,M,62,55 - 59 anos,279,Ferreira do Alentejo,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840208,1840208
1840201,Aljustrel,2,M,62,55 - 59 anos,321,Aljustrel,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,Continente,Alentejo,1840201,1840201
1811509,Santiago do Cacém,2,M,62,55 - 59 anos,1206,Santiago do Cacém,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,Continente,Alentejo,1811509,1811509
1701504,Barreiro,2,M,62,55 - 59 anos,2571,Barreiro,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,Continente,Área Metropolitana de Lisboa,1721504,1701504
1701116,Odivelas,2,M,62,55 - 59 anos,5047,Odivelas,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Loures/Odivelas,Continente,Área Metropolitana de Lisboa,1711116,1701116
16E1808,Mortágua,2,M,51,40 - 44 anos,301,Mortágua,Centro,Região de Coimbra,ACeS Baixo Mondego,Continente,Centro,1651808,16E1808
