Código;Disponível no Portal;Código de difusão;Data de entrada em uso;Data do último carregamento
6873;Sim;3904;13/07/2015;13/07/2015
6874;Sim;4280;08/06/2015;08/06/2015
6883;Sim;4263;23/05/2018;23/05/2018
6898;Sim;4005;21/09/2015;21/09/2015
6911;Sim;3971;16/03/2015;16/03/2015
6912;Sim;3966;27/11/2013;27/11/2013
6914;Sim;3970;01/03/2010;01/03/2010
6917;Sim;3973;16/03/2015;16/03/2015
6918;Sim;3968;27/11/2013;27/11/2013
6928;Não;;;
6929;Não;;;
6937;Não;;;
6938;Não;;;
6943;Sim;2971;14/04/2020;14/04/2020
6944;Sim;1977;26/10/2010;26/10/2010
6945;Sim;1978;26/10/2010;26/10/2010
6946;Sim;100;26/10/2010;26/10/2010
6947;Sim;101;26/10/2010;26/10/2010
6948;Sim;102;26/10/2010;26/10/2010
6949;Sim;103;26/10/2010;26/10/2010
6950;Sim;1976;26/10/2010;26/10/2010
6951;Sim;4272;08/02/2021;08/02/2021
6952;Sim;4264;08/02/2021;08/02/2021
6953;Sim;4265;08/02/2021;08/02/2021
6954;Sim;4266;08/02/2021;08/02/2021
6955;Sim;4273;08/02/2021;08/02/2021
6956;Sim;4274;08/02/2021;08/02/2021
6957;Sim;4275;08/02/2021;08/02/2021
6958;Sim;4267;08/02/2021;08/02/2021
6959;Sim;4268;08/02/2021;08/02/2021
6960;Sim;4269;08/02/2021;08/02/2021
6961;Sim;4271;15/02/2021;15/02/2021
6963;Sim;3972;16/03/2015;16/03/2015
6964;Sim;3967;19/02/2014;19/02/2014
7000;Não;;;
7002;Não;;;
7014;Sim;4270;22/03/2022;22/03/2022
7036;Sim;7400;09/09/2013;09/09/2013
7037;Sim;7402;16/10/2015;16/10/2015
7038;Sim;7401;09/09/2013;09/09/2013
7040;Não;;;
7041;Sim;7403;09/09/2013;09/09/2013
7042;Não;;;
7043;Sim;4009;15/02/2016;15/02/2016
7044;Sim;4008;12/03/2010;12/03/2010
7045;Sim;4007;12/03/2010;12/03/2010
7046;Sim;4006;05/11/2012;05/11/2012
7052;Não;;;
7069;Sim;1223;03/06/2013;03/06/2013
7070;Sim;256;08/04/2015;08/04/2015
7071;Sim;2721;03/06/2013;03/06/2013
7074;Sim;4147;15/01/2015;15/01/2015
7075;Sim;4148;07/10/2014;07/10/2014
7078;Sim;4149;15/01/2015;15/01/2015
7079;Sim;4150;17/05/2010;17/05/2010
7081;Sim;4156;07/10/2014;07/10/2014
7082;Sim;4151;13/01/2015;13/01/2015
7083;Sim;4152;22/09/2014;22/09/2014
7084;Sim;1375;22/09/2014;22/09/2014
7085;Sim;4155;13/01/2015;13/01/2015
7086;Sim;4095;06/06/2020;06/06/2020
7087;Sim;4096;23/01/2014;23/01/2014
7088;Sim;4091;23/01/2014;23/01/2014
7089;Sim;4092;23/01/2014;23/01/2014
7090;Sim;4093;23/01/2014;23/01/2014
7091;Sim;4094;06/06/2020;06/06/2020
7093;Sim;4097;06/06/2020;06/06/2020
7094;Sim;4106;29/11/2019;29/11/2019
7095;Sim;4114;26/04/2010;26/04/2010
7096;Sim;4107;29/11/2019;29/11/2019
7097;Sim;4108;27/04/2010;27/04/2010
7098;Sim;4109;27/04/2010;27/04/2010
7099;Sim;4110;27/04/2010;27/04/2010
7100;Sim;4111;27/04/2010;27/04/2010
7101;Sim;4112;27/04/2010;27/04/2010
7102;Sim;4113;27/04/2010;27/04/2010
7103;Sim;4117;26/04/2010;26/04/2010
7104;Sim;4115;26/04/2010;26/04/2010
7105;Sim;4116;26/04/2010;26/04/2010
7106;Sim;4118;26/04/2010;26/04/2010
7107;Sim;4119;26/04/2010;26/04/2010
7108;Sim;4120;26/04/2010;26/04/2010
7109;Sim;4135;29/04/2010;29/04/2010
7110;Sim;4136;29/04/2010;29/04/2010
7111;Sim;4137;29/04/2010;29/04/2010
7112;Sim;4138;29/04/2010;29/04/2010
7113;Sim;4133;29/04/2010;29/04/2010
7114;Sim;4134;29/04/2010;29/04/2010
7115;Sim;4121;19/11/2013;19/11/2013
7116;Sim;4122;28/04/2010;28/04/2010
7117;Sim;4123;14/08/2015;14/08/2015
7118;Sim;4124;28/04/2010;28/04/2010
7119;Sim;4158;20/07/2010;20/07/2010
7121;Sim;4157;20/07/2010;20/07/2010
7122;Sim;4159;20/07/2010;20/07/2010
7123;Sim;4160;25/05/2016;25/05/2016
7124;Sim;4161;20/07/2010;20/07/2010
7125;Sim;4162;20/07/2010;20/07/2010
7127;Sim;4089;06/06/2020;06/06/2020
7128;Sim;4090;06/06/2020;06/06/2020
7129;Sim;4176;24/04/2013;24/04/2013
7131;Sim;4177;13/05/2013;13/05/2013
7132;Sim;7063;17/04/2015;17/04/2015
7133;Sim;4179;29/10/2015;29/10/2015
7134;Sim;4180;13/05/2015;13/05/2015
7168;Sim;7388;06/09/2013;06/09/2013
7169;Sim;7390;16/10/2015;16/10/2015
7170;Sim;7389;06/09/2013;06/09/2013
7172;Não;;;
7173;Sim;7391;06/09/2013;06/09/2013
7174;Não;;;
7176;Sim;1742;19/05/2015;19/05/2015
7177;Sim;1741;19/05/2015;19/05/2015
7178;Sim;1743;19/05/2015;19/05/2015
7179;Sim;1744;25/05/2016;25/05/2016
7180;Sim;1745;19/05/2015;19/05/2015
7181;Sim;1746;19/05/2015;19/05/2015
7182;Sim;5365;17/01/2011;17/01/2011
7183;Sim;5366;17/01/2011;17/01/2011
7184;Sim;5367;06/06/2020;06/06/2020
7185;Sim;5368;06/06/2020;06/06/2020
7186;Sim;5369;15/02/2011;15/02/2011
7195;Sim;4905;16/12/2010;16/12/2010
7198;Sim;4936;16/12/2010;16/12/2010
7201;Sim;4908;11/02/2022;11/02/2022
7202;Sim;4909;11/02/2022;11/02/2022
7203;Sim;4910;11/02/2022;11/02/2022
7204;Sim;4939;11/02/2022;11/02/2022
7205;Sim;4940;11/02/2022;11/02/2022
7206;Sim;4941;11/02/2022;11/02/2022
7207;Sim;4911;16/12/2010;16/12/2010
7208;Sim;4914;16/12/2010;16/12/2010
7209;Sim;4915;16/12/2010;16/12/2010
7210;Sim;4916;16/12/2010;16/12/2010
7211;Sim;4945;16/12/2010;16/12/2010
7212;Não;;;
7213;Sim;4947;16/12/2010;16/12/2010
7214;Sim;4942;16/12/2010;16/12/2010
7215;Sim;4943;16/12/2010;16/12/2010
7216;Sim;4944;16/12/2010;16/12/2010
7217;Sim;4381;01/10/2010;01/10/2010
7218;Sim;4382;01/10/2010;01/10/2010
7219;Sim;4383;01/10/2010;01/10/2010
7220;Sim;4384;01/10/2010;01/10/2010
7221;Sim;4385;01/10/2010;01/10/2010
7222;Sim;4386;01/10/2010;01/10/2010
7223;Sim;4351;30/09/2010;30/09/2010
7225;Sim;4352;30/09/2010;30/09/2010
7226;Sim;4353;30/09/2010;30/09/2010
7228;Sim;4354;30/09/2010;30/09/2010
7229;Sim;4355;30/09/2010;30/09/2010
7230;Sim;4356;30/09/2010;30/09/2010
7232;Sim;4962;16/12/2010;16/12/2010
7236;Sim;4965;16/12/2010;16/12/2010
7239;Sim;4327;27/09/2010;27/09/2010
7240;Sim;4328;27/09/2010;27/09/2010
7241;Sim;4329;27/09/2010;27/09/2010
7242;Sim;4330;27/09/2010;27/09/2010
7243;Sim;4331;27/09/2010;27/09/2010
7244;Sim;4332;27/09/2010;27/09/2010
7246;Sim;4456;04/10/2010;04/10/2010
7247;Sim;4457;04/10/2010;04/10/2010
7248;Sim;4458;04/10/2010;04/10/2010
7249;Sim;4459;20/03/2019;20/03/2019
7250;Sim;4460;20/03/2019;20/03/2019
7251;Sim;4461;20/03/2019;20/03/2019
7252;Sim;4396;14/10/2010;14/10/2010
7253;Sim;4397;14/10/2010;14/10/2010
7254;Sim;4398;14/10/2010;14/10/2010
7255;Sim;4399;01/10/2010;01/10/2010
7256;Sim;4400;01/10/2010;01/10/2010
7258;Sim;4401;01/10/2010;01/10/2010
7259;Sim;4644;06/10/2010;06/10/2010
7261;Sim;4645;06/10/2010;06/10/2010
7263;Sim;4646;06/10/2010;06/10/2010
7264;Sim;4977;16/12/2010;16/12/2010
7266;Sim;4978;16/12/2010;16/12/2010
7267;Sim;4979;16/12/2010;16/12/2010
7268;Sim;4980;16/12/2010;16/12/2010
7269;Sim;4981;16/12/2010;16/12/2010
7271;Sim;4982;16/12/2010;16/12/2010
7272;Sim;4983;16/12/2010;16/12/2010
7273;Sim;4984;16/12/2010;16/12/2010
7274;Sim;4985;16/12/2010;16/12/2010
7276;Sim;4986;16/12/2010;16/12/2010
7277;Sim;4987;16/12/2010;16/12/2010
7278;Sim;4988;16/12/2010;16/12/2010
7279;Sim;4989;16/12/2010;16/12/2010
7280;Sim;4990;16/12/2010;16/12/2010
7281;Sim;4991;16/12/2010;16/12/2010
7284;Não;;;
7285;Não;;;
7286;Sim;4625;22/03/2022;22/03/2022
7287;Sim;4626;20/03/2019;20/03/2019
7288;Sim;4627;20/03/2019;20/03/2019
7289;Sim;4628;20/03/2019;20/03/2019
7310;Sim;4169;18/12/2013;18/12/2013
7311;Sim;4172;18/12/2013;18/12/2013
7312;Sim;4170;18/12/2013;18/12/2013
7313;Sim;4173;18/12/2013;18/12/2013
7314;Sim;4171;18/12/2013;18/12/2013
7315;Sim;4174;18/12/2013;18/12/2013
7323;Sim;4175;05/02/2016;05/02/2016
7324;Sim;4163;28/05/2010;28/05/2010
7325;Sim;4164;14/11/2011;14/11/2011
7326;Sim;4165;14/11/2011;14/11/2011
7327;Sim;4166;14/11/2011;14/11/2011
7328;Sim;4167;02/06/2010;02/06/2010
7329;Sim;4168;03/06/2013;03/06/2013
7330;Sim;5746;02/06/2011;02/06/2011
7331;Sim;5747;02/06/2011;02/06/2011
7332;Sim;5745;02/06/2011;02/06/2011
7333;Sim;5749;02/06/2011;02/06/2011
7334;Sim;5750;02/06/2011;02/06/2011
7335;Sim;5748;02/06/2011;02/06/2011
7336;Sim;5752;02/06/2011;02/06/2011
7337;Sim;5753;02/06/2011;02/06/2011
7338;Sim;5751;02/06/2011;02/06/2011
7339;Sim;5755;02/06/2011;02/06/2011
7340;Sim;5756;02/06/2011;02/06/2011
7342;Sim;5754;02/06/2011;02/06/2011
7343;Não;;;
7344;Sim;5759;02/06/2011;02/06/2011
7345;Sim;5757;02/06/2011;02/06/2011
7346;Não;;;
7347;Sim;5762;02/06/2011;02/06/2011
7348;Sim;5760;02/06/2011;02/06/2011
7349;Sim;5686;01/06/2011;01/06/2011
7350;Sim;5687;01/06/2011;01/06/2011
7351;Sim;5685;01/06/2011;01/06/2011
7352;Sim;5689;01/06/2011;01/06/2011
7353;Sim;5690;01/06/2011;01/06/2011
7354;Sim;5688;01/06/2011;01/06/2011
7355;Sim;5692;01/06/2011;01/06/2011
7356;Sim;5693;01/06/2011;01/06/2011
7357;Sim;5691;01/06/2011;01/06/2011
7358;Sim;5695;01/06/2011;01/06/2011
7359;Sim;5696;01/06/2011;01/06/2011
7360;Sim;5694;01/06/2011;01/06/2011
7361;Sim;5698;01/06/2011;01/06/2011
7362;Sim;5699;01/06/2011;01/06/2011
7363;Sim;5697;01/06/2011;01/06/2011
7370;Não;;;
7371;Sim;5702;01/06/2011;01/06/2011
7372;Sim;5700;01/06/2011;01/06/2011
7373;Não;;;
7374;Sim;5933;29/06/2011;29/06/2011
7375;Sim;5931;29/06/2011;29/06/2011
7376;Não;;;
7377;Sim;5765;02/06/2011;02/06/2011
7378;Sim;5763;02/06/2011;02/06/2011
7379;Sim;5767;02/06/2011;02/06/2011
7380;Sim;5768;02/06/2011;02/06/2011
7381;Sim;5766;02/06/2011;02/06/2011
7382;Sim;5770;02/06/2011;02/06/2011
7383;Sim;5771;02/06/2011;02/06/2011
7384;Sim;5769;02/06/2011;02/06/2011
7385;Sim;5788;02/06/2011;02/06/2011
7386;Sim;5789;02/06/2011;02/06/2011
7387;Sim;5787;02/06/2011;02/06/2011
7388;Não;;;
7389;Sim;5792;02/06/2011;02/06/2011
7390;Sim;5790;02/06/2011;02/06/2011
7392;Sim;5794;02/06/2011;02/06/2011
7393;Sim;4191;29/12/2016;29/12/2016
7395;Sim;4192;29/12/2016;29/12/2016
7396;Sim;4193;29/06/2010;29/06/2010
7397;Sim;4194;29/06/2010;29/06/2010
7400;Sim;5795;02/06/2011;02/06/2011
7401;Sim;5793;02/06/2011;02/06/2011
7405;Sim;5797;02/06/2011;02/06/2011
7406;Sim;5798;02/06/2011;02/06/2011
7407;Sim;5796;02/06/2011;02/06/2011
7423;Sim;5818;02/06/2011;02/06/2011
7424;Sim;5819;02/06/2011;02/06/2011
7425;Sim;5817;02/06/2011;02/06/2011
7426;Sim;5722;02/06/2011;02/06/2011
7427;Sim;5723;02/06/2011;02/06/2011
7428;Sim;5721;02/06/2011;02/06/2011
7429;Sim;5725;02/06/2011;02/06/2011
7430;Sim;5726;02/06/2011;02/06/2011
7431;Sim;5724;02/06/2011;02/06/2011
7432;Sim;5728;02/06/2011;02/06/2011
7433;Sim;5729;02/06/2011;02/06/2011
7434;Sim;5727;02/06/2011;02/06/2011
7435;Sim;5731;02/06/2011;02/06/2011
7436;Sim;5732;02/06/2011;02/06/2011
7437;Sim;5730;02/06/2011;02/06/2011
7438;Sim;5734;02/06/2011;02/06/2011
7439;Sim;5735;02/06/2011;02/06/2011
7440;Sim;5733;02/06/2011;02/06/2011
7441;Sim;5737;01/03/2019;01/03/2019
7442;Sim;5738;01/03/2019;01/03/2019
7443;Sim;5736;01/03/2019;01/03/2019
7444;Sim;5743;18/11/2014;18/11/2014
7445;Sim;5744;18/11/2014;18/11/2014
7446;Sim;5742;18/11/2014;18/11/2014
7447;Sim;5740;18/11/2014;18/11/2014
7448;Sim;5741;18/11/2014;18/11/2014
7449;Sim;5739;18/11/2014;18/11/2014
7450;Sim;5773;02/06/2011;02/06/2011
7451;Sim;5774;02/06/2011;02/06/2011
7452;Sim;5772;02/06/2011;02/06/2011
7455;Sim;4197;06/06/2018;06/06/2018
7456;Sim;4198;07/06/2018;07/06/2018
7457;Não;;;
7461;Sim;4949;16/12/2010;16/12/2010
7462;Sim;4950;16/12/2010;16/12/2010
7463;Sim;4948;16/12/2010;16/12/2010
7470;Sim;4960;16/12/2010;16/12/2010
7473;Sim;4932;16/12/2010;16/12/2010
7498;Não;;;
7499;Sim;4922;22/03/2022;22/03/2022
7500;Não;;;
7501;Não;;;
7502;Sim;4953;22/03/2022;22/03/2022
7503;Sim;4951;22/03/2022;22/03/2022
7507;Sim;4924;16/12/2010;16/12/2010
7508;Sim;4925;16/12/2010;16/12/2010
7509;Sim;4923;16/12/2010;16/12/2010
7510;Sim;4955;16/12/2010;16/12/2010
7511;Sim;4956;16/12/2010;16/12/2010
7512;Sim;4954;16/12/2010;16/12/2010
7513;Sim;4361;30/09/2010;30/09/2010
7514;Sim;4362;30/09/2010;30/09/2010
7515;Sim;4360;30/09/2010;30/09/2010
7516;Sim;4358;30/09/2010;30/09/2010
7517;Sim;4359;30/09/2010;30/09/2010
7518;Sim;4357;30/09/2010;30/09/2010
7519;Sim;4367;30/09/2010;30/09/2010
7520;Sim;4368;30/09/2010;30/09/2010
7521;Sim;4366;30/09/2010;30/09/2010
7522;Sim;4364;30/09/2010;30/09/2010
7523;Sim;4365;30/09/2010;30/09/2010
7524;Sim;4363;30/09/2010;30/09/2010
7526;Sim;4973;16/12/2010;16/12/2010
7527;Sim;4971;16/12/2010;16/12/2010
7530;Sim;4968;16/12/2010;16/12/2010
7531;Sim;4337;27/09/2010;27/09/2010
7532;Sim;4338;27/09/2010;27/09/2010
7533;Sim;4336;27/09/2010;27/09/2010
7534;Sim;4334;27/09/2010;27/09/2010
7535;Sim;4335;27/09/2010;27/09/2010
7536;Sim;4333;27/09/2010;27/09/2010
7537;Não;;;
7538;Sim;4323;27/09/2010;27/09/2010
7539;Não;;;
7541;Não;;;
7542;Sim;4928;16/12/2010;16/12/2010
7543;Não;;;
7544;Não;;;
7545;Sim;4959;16/12/2010;16/12/2010
7546;Não;;;
7547;Não;;;
7548;Sim;4931;16/12/2010;16/12/2010
7549;Não;;;
7550;Sim;4373;30/09/2010;30/09/2010
7551;Sim;4374;30/09/2010;30/09/2010
7552;Sim;4372;30/09/2010;30/09/2010
7553;Sim;4370;30/09/2010;30/09/2010
7554;Sim;4371;30/09/2010;30/09/2010
7555;Sim;4369;30/09/2010;30/09/2010
7556;Sim;4964;16/12/2010;16/12/2010
7557;Sim;4966;16/12/2010;16/12/2010
7558;Sim;4963;16/12/2010;16/12/2010
7559;Sim;4975;16/12/2010;16/12/2010
7560;Sim;4976;16/12/2010;16/12/2010
7561;Sim;4974;16/12/2010;16/12/2010
7562;Sim;4343;27/09/2010;27/09/2010
7563;Sim;4344;27/09/2010;27/09/2010
7564;Sim;4342;27/09/2010;27/09/2010
7565;Sim;4340;27/09/2010;27/09/2010
7566;Sim;4341;27/09/2010;27/09/2010
7567;Sim;4339;27/09/2010;27/09/2010
7572;Sim;4391;01/10/2010;01/10/2010
7573;Sim;4392;01/10/2010;01/10/2010
7574;Sim;4390;01/10/2010;01/10/2010
7575;Sim;4388;01/10/2010;01/10/2010
7576;Sim;4389;01/10/2010;01/10/2010
7577;Sim;4387;01/10/2010;01/10/2010
7578;Sim;4394;01/10/2010;01/10/2010
7579;Sim;4395;01/10/2010;01/10/2010
7580;Sim;4393;01/10/2010;01/10/2010
7586;Sim;4405;13/09/2021;13/09/2021
7587;Sim;4409;18/11/2014;18/11/2014
7588;Sim;4410;18/11/2014;18/11/2014
7589;Sim;4408;18/11/2014;18/11/2014
7592;Sim;4402;13/09/2021;13/09/2021
7595;Sim;4411;13/09/2021;13/09/2021
7596;Sim;4415;18/11/2014;18/11/2014
7597;Sim;4416;18/11/2014;18/11/2014
7598;Sim;4414;18/11/2014;18/11/2014
7599;Sim;4418;18/11/2014;18/11/2014
7600;Sim;4419;18/11/2014;18/11/2014
7601;Sim;4417;18/11/2014;18/11/2014
7602;Sim;4421;18/11/2014;18/11/2014
7603;Sim;4422;18/11/2014;18/11/2014
7604;Sim;4420;18/11/2014;18/11/2014
7605;Sim;4424;18/11/2014;18/11/2014
7606;Sim;4425;18/11/2014;18/11/2014
7607;Sim;4423;18/11/2014;18/11/2014
7608;Sim;4912;16/12/2010;16/12/2010
7609;Sim;4913;16/12/2010;16/12/2010
7610;Sim;4445;04/10/2010;04/10/2010
7611;Sim;4446;04/10/2010;04/10/2010
7612;Sim;4444;04/10/2010;04/10/2010
7613;Sim;4439;04/10/2010;04/10/2010
7614;Sim;4440;04/10/2010;04/10/2010
7615;Sim;4438;04/10/2010;04/10/2010
7616;Sim;4466;16/12/2010;16/12/2010
7617;Sim;4467;16/12/2010;16/12/2010
7618;Sim;4465;16/12/2010;16/12/2010
7619;Sim;4500;04/10/2010;04/10/2010
7620;Sim;4501;04/10/2010;04/10/2010
7621;Sim;4499;04/10/2010;04/10/2010
7622;Sim;4532;04/10/2010;04/10/2010
7623;Sim;4533;04/10/2010;04/10/2010
7624;Sim;4531;04/10/2010;04/10/2010
7625;Não;;;
7626;Sim;4464;22/03/2022;22/03/2022
7627;Não;;;
7628;Sim;4430;12/07/2019;12/07/2019
7629;Sim;4431;01/03/2019;01/03/2019
7630;Sim;4429;01/03/2019;01/03/2019
7631;Sim;4436;01/03/2019;01/03/2019
7632;Sim;4437;01/03/2019;01/03/2019
7633;Sim;4435;01/03/2019;01/03/2019
7634;Sim;4451;01/03/2019;01/03/2019
7635;Sim;4452;01/03/2019;01/03/2019
7636;Sim;4450;01/03/2019;01/03/2019
7637;Sim;4475;01/03/2019;01/03/2019
7638;Sim;4476;01/03/2019;01/03/2019
7639;Sim;4474;01/03/2019;01/03/2019
7640;Sim;4481;01/03/2019;01/03/2019
7641;Sim;4482;01/03/2019;01/03/2019
7642;Sim;4480;01/03/2019;01/03/2019
7643;Sim;4490;01/03/2019;01/03/2019
7644;Sim;4491;01/03/2019;01/03/2019
7645;Sim;4489;01/03/2019;01/03/2019
7646;Sim;4509;01/03/2019;01/03/2019
7647;Sim;4510;01/03/2019;01/03/2019
7648;Sim;4508;01/03/2019;01/03/2019
7649;Sim;4516;01/03/2019;01/03/2019
7650;Sim;4515;01/03/2019;01/03/2019
7651;Sim;4514;01/03/2019;01/03/2019
7652;Sim;4524;01/03/2019;01/03/2019
7653;Sim;4525;01/03/2019;01/03/2019
7654;Sim;4523;01/03/2019;01/03/2019
7655;Sim;4541;01/03/2019;01/03/2019
7656;Sim;4542;01/03/2019;01/03/2019
7657;Sim;4540;01/03/2019;01/03/2019
7658;Sim;4547;01/03/2019;01/03/2019
7659;Sim;4548;01/03/2019;01/03/2019
7660;Sim;4546;01/03/2019;01/03/2019
7661;Sim;4556;01/03/2019;01/03/2019
7662;Sim;4557;01/03/2019;01/03/2019
7663;Sim;4555;01/03/2019;01/03/2019
7664;Sim;4565;01/03/2019;01/03/2019
7665;Sim;4566;01/03/2019;01/03/2019
7666;Sim;4564;01/03/2019;01/03/2019
7667;Sim;4571;01/03/2019;01/03/2019
7668;Sim;4572;01/03/2019;01/03/2019
7669;Sim;4570;01/03/2019;01/03/2019
7670;Sim;4580;01/03/2019;01/03/2019
7671;Sim;4581;01/03/2019;01/03/2019
7672;Sim;4579;01/03/2019;01/03/2019
7673;Sim;4427;04/10/2010;04/10/2010
7674;Sim;4428;04/10/2010;04/10/2010
7675;Sim;4426;04/10/2010;04/10/2010
7676;Sim;4433;04/10/2010;04/10/2010
7677;Sim;4434;04/10/2010;04/10/2010
7678;Sim;4432;04/10/2010;04/10/2010
7679;Sim;4448;04/10/2010;04/10/2010
7680;Sim;4449;04/10/2010;04/10/2010
7681;Sim;4447;04/10/2010;04/10/2010
7682;Sim;4442;04/10/2010;04/10/2010
7683;Sim;4443;04/10/2010;04/10/2010
7684;Sim;4441;04/10/2010;04/10/2010
7685;Sim;4454;04/10/2010;04/10/2010
7686;Sim;4455;04/10/2010;04/10/2010
7687;Sim;4453;04/10/2010;04/10/2010
7688;Sim;4472;30/06/2011;30/06/2011
7689;Sim;4473;16/12/2010;16/12/2010
7690;Sim;4471;16/12/2010;16/12/2010
7691;Sim;4478;16/12/2010;16/12/2010
7692;Sim;4479;16/12/2010;16/12/2010
7693;Sim;4477;16/12/2010;16/12/2010
7694;Sim;4487;16/12/2010;16/12/2010
7695;Sim;4488;16/12/2010;16/12/2010
7696;Sim;4486;16/12/2010;16/12/2010
7697;Sim;4469;16/12/2010;16/12/2010
7698;Sim;4470;16/12/2010;16/12/2010
7699;Sim;4468;16/12/2010;16/12/2010
7700;Sim;4506;20/03/2019;20/03/2019
7701;Sim;4507;20/03/2019;20/03/2019
7702;Sim;4505;20/03/2019;20/03/2019
7703;Sim;4512;20/03/2019;20/03/2019
7704;Sim;4513;20/03/2019;20/03/2019
7705;Sim;4511;20/03/2019;20/03/2019
7706;Sim;4521;20/03/2019;20/03/2019
7707;Sim;4522;20/03/2019;20/03/2019
7708;Sim;4520;20/03/2019;20/03/2019
7709;Sim;4503;01/03/2019;01/03/2019
7710;Sim;4504;01/03/2019;01/03/2019
7711;Sim;4502;01/03/2019;01/03/2019
7712;Sim;4538;04/10/2010;04/10/2010
7713;Sim;4539;04/10/2010;04/10/2010
7714;Sim;4537;04/10/2010;04/10/2010
7715;Sim;4544;04/10/2010;04/10/2010
7716;Sim;4545;04/10/2010;04/10/2010
7717;Sim;4543;04/10/2010;04/10/2010
7718;Sim;4553;04/10/2010;04/10/2010
7719;Sim;4554;04/10/2010;04/10/2010
7720;Sim;4552;04/10/2010;04/10/2010
7721;Sim;4562;04/10/2010;04/10/2010
7722;Sim;4563;04/10/2010;04/10/2010
7723;Sim;4561;04/10/2010;04/10/2010
7724;Sim;4568;04/10/2010;04/10/2010
7725;Sim;4569;04/10/2010;04/10/2010
7726;Sim;4567;04/10/2010;04/10/2010
7727;Sim;4577;04/10/2010;04/10/2010
7728;Sim;4578;04/10/2010;04/10/2010
7729;Sim;4576;04/10/2010;04/10/2010
7730;Sim;4588;06/10/2010;06/10/2010
7731;Sim;4589;06/10/2010;06/10/2010
7732;Sim;4587;06/10/2010;06/10/2010
7733;Sim;4594;06/10/2010;06/10/2010
7734;Sim;4595;06/10/2010;06/10/2010
7735;Sim;4593;06/10/2010;06/10/2010
7736;Sim;4603;06/10/2010;06/10/2010
7737;Sim;4604;06/10/2010;06/10/2010
7738;Sim;4602;06/10/2010;06/10/2010
7739;Sim;4609;06/10/2010;06/10/2010
7740;Sim;4610;06/10/2010;06/10/2010
7741;Sim;4608;06/10/2010;06/10/2010
7742;Sim;4618;06/10/2010;06/10/2010
7743;Sim;4619;06/10/2010;06/10/2010
7744;Sim;4617;06/10/2010;06/10/2010
7745;Sim;4535;01/03/2019;01/03/2019
7746;Sim;4536;01/03/2019;01/03/2019
