geocod,geodsg,dim_3_t,municip,<1 ano,ars,nuts3,aces2,0 - 4 anos,5 - 9 anos,10 - 14 anos,15 - 19 anos,20 - 24 anos,25 - 29 anos,30 - 34 anos,35 - 39 anos,40 - 44 anos,45 - 49 anos,50 - 54 anos,55 - 59 anos,60 - 64 anos,65 - 69 anos,70 - 74 anos,75 - 80 anos,81 - 84 anos,85 e mais anos,Total
0202,Almodôvar,M,Almodôvar,19,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,95,103,142,149,128,122,142,187,211,194,221,235,248,259,274,207,237,231,3404
0203,Alvito,H,Alvito,8,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,42,53,48,55,63,39,56,62,67,82,73,67,79,82,65,60,45,43,1089
0203,Alvito,M,Alvito,9,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,38,48,47,73,43,40,60,67,82,70,59,79,86,83,66,82,75,84,1191
0204,Barrancos,H,Barrancos,3,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,27,31,30,42,34,26,30,32,40,54,74,60,55,53,30,25,35,22,703
0204,Barrancos,M,Barrancos,6,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,19,26,34,39,31,21,31,43,30,57,77,53,38,42,46,42,44,56,735
0205,Beja,M,Beja,127,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,575,718,850,870,790,712,797,1008,1240,1243,1212,1211,1154,1044,1016,822,790,919,17098
0205,Beja,H,Beja,134,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,626,822,869,880,966,850,905,1050,1267,1222,1171,1173,1090,981,798,582,467,443,16296
0206,Castro Verde,H,Castro Verde,23,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,118,149,131,166,165,152,176,202,216,252,242,277,256,261,169,136,119,114,3324
0206,Castro Verde,M,Castro Verde,28,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,113,132,139,173,161,140,137,214,223,244,250,290,250,224,221,182,207,221,3549
0207,Cuba,H,Cuba,13,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,59,115,118,101,107,85,117,139,166,141,152,182,159,125,120,109,71,73,2152
0207,Cuba,M,Cuba,25,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,75,79,93,105,107,99,112,134,132,133,170,153,134,142,144,123,132,129,2221
0208,Ferreira do Alentejo,H,Ferreira do Alentejo,20,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,127,163,164,176,187,229,252,269,281,264,237,267,275,280,246,169,136,126,3868
0208,Ferreira do Alentejo,M,Ferreira do Alentejo,27,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,120,125,159,153,166,155,180,178,271,214,249,261,277,301,290,229,198,263,3816
0209,Mértola,H,Mértola,15,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,68,100,105,106,125,115,132,141,168,236,236,269,266,256,246,182,177,135,3078
0209,Mértola,M,Mértola,19,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,67,90,82,104,103,84,127,125,164,177,203,247,248,247,280,230,261,270,3128
0210,Moura,H,Moura,79,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,262,317,359,371,369,296,287,344,426,418,507,469,477,450,343,277,232,149,6432
0210,Moura,M,Moura,52,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,221,331,344,391,341,245,273,338,411,452,428,466,506,483,392,429,348,375,6826
0212,Ourique,H,Ourique,9,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,56,81,88,118,97,94,113,113,137,170,183,201,153,185,176,148,131,115,2368
0212,Ourique,M,Ourique,17,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,57,79,99,98,97,71,91,112,172,161,155,183,169,178,193,189,157,193,2471
0213,Serpa,H,Serpa,58,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,216,268,296,323,375,341,320,351,435,449,561,559,579,498,416,320,267,208,6840
0213,Serpa,M,Serpa,47,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,188,252,263,301,298,287,282,328,408,448,520,554,560,527,429,392,399,434,6917
0214,Vidigueira,H,Vidigueira,24,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,83,132,107,122,145,125,133,157,152,170,165,196,191,168,167,98,90,83,2508
0214,Vidigueira,M,Vidigueira,14,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,81,105,117,123,121,102,115,151,156,184,189,191,180,169,170,151,155,193,2667
1403,Almeirim,H,Almeirim,96,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,337,489,562,597,569,460,531,650,802,814,785,689,647,602,654,505,375,288,10452
1403,Almeirim,M,Almeirim,70,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,304,458,614,540,547,498,499,668,870,881,787,802,771,753,739,653,490,616,11560
1404,Alpiarça,H,Alpiarça,20,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,108,149,201,175,200,149,128,193,244,252,218,216,218,238,228,153,139,97,3326
1404,Alpiarça,M,Alpiarça,16,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,87,125,149,174,148,133,142,170,268,240,273,264,260,270,270,222,206,232,3649
1103,Azambuja,H,Azambuja,81,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Estuário do Tejo,358,446,539,537,575,557,667,797,889,888,783,745,643,606,543,471,325,251,10701
1103,Azambuja,M,Azambuja,82,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Estuário do Tejo,316,468,511,545,577,485,484,620,821,794,734,723,709,690,649,593,466,453,10720
1405,Benavente,H,Benavente,125,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Estuário do Tejo,577,723,883,844,910,740,787,979,1087,1147,1088,990,855,723,631,553,351,266,14259
1405,Benavente,M,Benavente,147,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Estuário do Tejo,467,738,883,860,802,755,778,967,1285,1287,1146,1073,925,797,837,670,533,500,15450
1406,Cartaxo,H,Cartaxo,71,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,380,468,555,646,602,503,570,708,837,882,800,817,727,699,667,542,421,228,11123
1406,Cartaxo,M,Cartaxo,88,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,360,491,504,561,560,518,536,708,846,1006,878,871,835,790,747,681,529,554,12063
1407,Chamusca,M,Chamusca,23,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,104,152,169,190,177,132,179,228,277,302,263,345,357,327,344,304,274,274,4421
1407,Chamusca,H,Chamusca,24,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,101,164,184,170,200,177,179,240,254,293,307,328,323,293,293,251,189,139,4109
1409,Coruche,H,Coruche,53,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,213,317,352,416,366,309,326,384,508,585,604,601,690,662,571,449,442,345,8193
1409,Coruche,M,Coruche,59,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,249,281,333,366,391,273,332,391,549,606,638,683,724,724,619,685,605,654,9162
1412,Golegã,H,Golegã,18,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,85,88,105,143,138,131,135,152,172,189,187,166,175,181,153,125,104,86,2533
1412,Golegã,M,Golegã,18,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,78,103,113,135,123,117,111,171,185,197,193,202,187,212,207,177,137,201,2867
1414,Rio Maior,H,Rio Maior,79,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,378,450,518,561,630,591,622,677,737,796,699,695,630,585,553,446,343,249,10239
1414,Rio Maior,M,Rio Maior,80,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,369,450,477,513,533,498,514,644,725,828,785,780,717,710,632,564,475,471,10765
1415,Salvaterra de Magos,H,Salvaterra de Magos,73,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,326,448,508,571,559,488,485,571,755,862,753,751,702,702,661,497,374,271,10357
1415,Salvaterra de Magos,M,Salvaterra de Magos,73,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,322,419,521,559,535,429,450,640,745,835,811,807,803,730,745,665,564,597,11250
1416,Santarém,H,Santarém,185,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,917,1228,1480,1624,1596,1303,1364,1613,2009,2189,1990,1926,1901,1725,1614,1254,964,831,27713
1416,Santarém,M,Santarém,194,Lisboa e Vale do Tejo,Lezíria do Tejo,ACeS Lezíria,879,1231,1408,1456,1391,1271,1354,1759,2155,2368,2122,2233,2118,2003,1985,1748,1521,1753,30949
1201,Alter do Chão,H,Alter do Chão,5,Alentejo,Alto Alentejo,ULS Norte Alentejano,38,60,57,61,59,56,53,75,85,78,87,115,110,112,105,76,65,93,1390
1201,Alter do Chão,M,Alter do Chão,15,Alentejo,Alto Alentejo,ULS Norte Alentejano,42,57,62,72,67,54,56,72,90,88,95,129,118,113,107,113,122,182,1654
1202,Arronches,H,Arronches,11,Alentejo,Alto Alentejo,ULS Norte Alentejano,45,42,57,64,69,68,67,77,83,99,115,97,113,87,65,79,68,73,1379
1202,Arronches,M,Arronches,3,Alentejo,Alto Alentejo,ULS Norte Alentejano,42,50,48,43,61,44,60,84,78,94,102,112,82,82,92,97,107,129,1410
1203,Avis,H,Avis,13,Alentejo,Alto Alentejo,ULS Norte Alentejano,53,79,65,59,89,74,81,82,115,141,114,128,166,136,121,99,98,78,1791
1203,Avis,M,Avis,14,Alentejo,Alto Alentejo,ULS Norte Alentejano,56,70,78,97,85,80,80,91,113,127,134,126,152,156,154,129,122,157,2021
1204,Campo Maior,H,Campo Maior,42,Alentejo,Alto Alentejo,ULS Norte Alentejano,126,197,232,240,227,210,191,229,286,321,273,253,219,237,187,167,122,117,3876
1204,Campo Maior,M,Campo Maior,37,Alentejo,Alto Alentejo,ULS Norte Alentejano,129,211,208,217,213,167,213,266,291,295,293,263,266,282,236,228,174,177,4166
1205,Castelo de Vide,H,Castelo de Vide,11,Alentejo,Alto Alentejo,ULS Norte Alentejano,41,52,58,54,80,60,50,73,87,103,113,121,100,120,109,83,80,101,1496
1205,Castelo de Vide,M,Castelo de Vide,6,Alentejo,Alto Alentejo,ULS Norte Alentejano,44,40,43,60,52,62,52,77,89,105,131,110,130,120,101,118,117,163,1620
1206,Crato,H,Crato,8,Alentejo,Alto Alentejo,ULS Norte Alentejano,41,47,43,63,64,42,61,50,102,85,117,126,119,118,120,117,81,81,1485
1206,Crato,M,Crato,10,Alentejo,Alto Alentejo,ULS Norte Alentejano,37,54,48,52,55,54,35,75,80,118,100,131,119,133,174,134,138,193,1740
1207,Elvas,H,Elvas,72,Alentejo,Alto Alentejo,ULS Norte Alentejano,367,493,558,558,536,486,490,551,664,706,737,753,732,595,534,393,328,320,9873
1207,Elvas,M,Elvas,82,Alentejo,Alto Alentejo,ULS Norte Alentejano,341,467,512,546,528,515,529,605,676,730,816,815,811,625,640,530,498,591,10857
1208,Fronteira,M,Fronteira,8,Alentejo,Alto Alentejo,ULS Norte Alentejano,34,45,50,55,60,45,58,79,103,88,90,111,113,130,108,101,96,128,1502
1208,Fronteira,H,Fronteira,13,Alentejo,Alto Alentejo,ULS Norte Alentejano,35,48,65,74,56,47,62,64,91,81,91,111,124,107,89,78,60,60,1356
1209,Gavião,H,Gavião,4,Alentejo,Alto Alentejo,ULS Norte Alentejano,35,43,60,64,55,53,44,69,81,112,114,132,129,135,107,113,113,118,1581
1209,Gavião,M,Gavião,9,Alentejo,Alto Alentejo,ULS Norte Alentejano,28,40,46,55,60,51,44,67,80,114,96,121,160,127,147,167,158,243,1813
1210,Marvão,M,Marvão,10,Alentejo,Alto Alentejo,ULS Norte Alentejano,52,44,52,50,59,53,61,65,96,105,109,116,118,110,129,102,99,149,1579
1210,Marvão,H,Marvão,6,Alentejo,Alto Alentejo,ULS Norte Alentejano,33,48,43,61,56,50,55,78,71,96,109,132,119,126,99,89,70,101,1442
1211,Monforte,H,Monforte,9,Alentejo,Alto Alentejo,ULS Norte Alentejano,59,64,79,88,61,71,54,64,98,91,100,103,97,78,78,60,70,84,1408
1211,Monforte,M,Monforte,16,Alentejo,Alto Alentejo,ULS Norte Alentejano,47,68,72,92,83,76,81,72,90,100,87,110,99,97,86,83,106,119,1584
1212,Nisa,H,Nisa,12,Alentejo,Alto Alentejo,ULS Norte Alentejano,55,65,94,106,124,79,108,123,165,194,196,248,221,238,243,189,154,190,2804
1212,Nisa,M,Nisa,12,Alentejo,Alto Alentejo,ULS Norte Alentejano,48,81,88,125,116,88,89,98,175,163,213,227,214,242,270,269,278,352,3148
1213,Ponte de Sor,H,Ponte de Sor,33,Alentejo,Alto Alentejo,ULS Norte Alentejano,228,290,319,351,345,352,361,389,468,544,523,578,636,539,427,334,299,311,7327
1213,Ponte de Sor,M,Ponte de Sor,55,Alentejo,Alto Alentejo,ULS Norte Alentejano,226,286,281,335,352,314,313,388,489,537,564,621,607,558,518,455,452,570,7921
1214,Portalegre,H,Portalegre,61,Alentejo,Alto Alentejo,ULS Norte Alentejano,335,458,505,564,537,476,480,636,771,822,713,772,782,729,658,475,404,414,10592
1214,Portalegre,M,Portalegre,95,Alentejo,Alto Alentejo,ULS Norte Alentejano,334,441,504,540,564,404,457,673,818,867,835,864,904,845,771,645,546,641,11748
1215,Sousel,H,Sousel,16,Alentejo,Alto Alentejo,ULS Norte Alentejano,53,83,92,93,112,77,80,100,143,148,154,152,137,139,118,95,104,131,2027
1215,Sousel,M,Sousel,14,Alentejo,Alto Alentejo,ULS Norte Alentejano,66,73,89,88,99,84,76,119,150,150,151,153,165,138,181,161,164,212,2333
0701,Alandroal,H,Alandroal,13,Alentejo,Alentejo Central,ACeS Alentejo Central,55,88,87,98,111,95,108,146,153,183,188,210,210,155,138,131,130,133,2432
0701,Alandroal,M,Alandroal,14,Alentejo,Alentejo Central,ACeS Alentejo Central,58,79,116,86,102,85,103,129,151,159,193,198,188,184,170,154,198,215,2582
0702,Arraiolos,H,Arraiolos,20,Alentejo,Alentejo Central,ACeS Alentejo Central,96,136,133,154,159,142,148,211,228,249,223,292,216,218,186,146,141,133,3231
0702,Arraiolos,M,Arraiolos,12,Alentejo,Alentejo Central,ACeS Alentejo Central,88,122,129,146,148,122,130,188,231,278,216,256,230,240,235,180,188,236,3375
0703,Borba,H,Borba,22,Alentejo,Alentejo Central,ACeS Alentejo Central,103,108,131,123,168,134,128,143,203,244,266,297,228,205,201,120,170,155,3149
0703,Borba,M,Borba,22,Alentejo,Alentejo Central,ACeS Alentejo Central,98,138,128,140,121,111,157,151,207,250,253,253,235,196,207,180,214,218,3279
0704,Estremoz,H,Estremoz,48,Alentejo,Alentejo Central,ACeS Alentejo Central,208,231,245,282,312,268,285,343,383,428,495,506,424,388,311,264,274,324,6019
0704,Estremoz,M,Estremoz,49,Alentejo,Alentejo Central,ACeS Alentejo Central,179,231,257,277,265,260,318,309,412,467,536,533,446,423,370,416,437,476,6661
0705,Évora,M,Évora,198,Alentejo,Alentejo Central,ACeS Alentejo Central,847,1047,1255,1306,1402,1293,1404,1718,2154,2097,2086,2079,1940,1883,1671,1252,1148,1352,28132
0705,Évora,H,Évora,217,Alentejo,Alentejo Central,ACeS Alentejo Central,965,1232,1323,1442,1466,1343,1421,1655,1960,1880,1767,1734,1717,1631,1317,909,713,753,25445
0706,Montemor-o-Novo,H,Montemor-o-Novo,52,Alentejo,Alentejo Central,ACeS Alentejo Central,235,321,328,353,354,346,354,474,543,554,531,528,547,498,461,386,339,389,7593
0706,Montemor-o-Novo,M,Montemor-o-Novo,43,Alentejo,Alentejo Central,ACeS Alentejo Central,223,297,319,364,340,296,366,464,554,581,523,538,592,548,566,540,490,562,8206
0707,Mora,H,Mora,6,Alentejo,Alentejo Central,ACeS Alentejo Central,52,64,68,79,92,71,74,85,119,113,127,151,169,195,156,113,114,126,1974
0707,Mora,M,Mora,11,Alentejo,Alentejo Central,ACeS Alentejo Central,48,52,67,74,72,69,65,104,111,114,131,142,202,189,175,154,178,203,2161
0708,Mourão,H,Mourão,13,Alentejo,Alentejo Central,ACeS Alentejo Central,38,58,58,63,69,57,59,60,65,75,93,89,94,89,63,49,58,38,1188
0708,Mourão,M,Mourão,6,Alentejo,Alentejo Central,ACeS Alentejo Central,41,47,60,61,45,49,51,55,68,74,83,84,78,89,68,56,74,74,1163
0709,Portel,H,Portel,20,Alentejo,Alentejo Central,ACeS Alentejo Central,89,111,129,132,173,122,151,159,187,206,208,217,208,191,170,126,117,95,2811
0709,Portel,M,Portel,19,Alentejo,Alentejo Central,ACeS Alentejo Central,78,88,132,115,136,117,133,166,174,211,221,193,195,209,216,173,169,191,2936
0710,Redondo,H,Redondo,13,Alentejo,Alentejo Central,ACeS Alentejo Central,85,123,138,149,170,147,157,181,229,227,249,242,217,204,168,114,139,124,3076
0710,Redondo,M,Redondo,10,Alentejo,Alentejo Central,ACeS Alentejo Central,94,134,111,155,134,132,156,173,227,226,228,212,233,215,190,200,164,216,3210
0711,Reguengos de Monsaraz,H,Reguengos de Monsaraz,45,Alentejo,Alentejo Central,ACeS Alentejo Central,150,195,243,282,246,216,241,270,332,366,361,357,376,306,250,203,177,162,4778
0711,Reguengos de Monsaraz,M,Reguengos de Monsaraz,43,Alentejo,Alentejo Central,ACeS Alentejo Central,150,193,196,214,238,221,237,280,343,383,343,353,370,336,304,281,268,340,5093
0712,Vendas Novas,H,Vendas Novas,37,Alentejo,Alentejo Central,ACeS Alentejo Central,168,240,270,312,293,263,248,314,386,420,370,331,327,308,346,326,241,206,5406
0712,Vendas Novas,M,Vendas Novas,39,Alentejo,Alentejo Central,ACeS Alentejo Central,143,222,247,269,278,225,226,292,421,479,407,360,338,370,470,395,334,324,5839
0713,Viana do Alentejo,H,Viana do Alentejo,21,Alentejo,Alentejo Central,ACeS Alentejo Central,92,98,129,149,129,108,151,160,170,184,176,191,197,149,126,102,106,98,2536
0713,Viana do Alentejo,M,Viana do Alentejo,19,Alentejo,Alentejo Central,ACeS Alentejo Central,95,114,116,128,130,114,129,152,175,215,185,206,195,145,157,179,157,171,2782
0714,Vila Viçosa,H,Vila Viçosa,20,Alentejo,Alentejo Central,ACeS Alentejo Central,94,144,170,162,183,161,182,214,229,271,287,307,305,245,172,149,138,131,3564
0714,Vila Viçosa,M,Vila Viçosa,24,Alentejo,Alentejo Central,ACeS Alentejo Central,100,134,122,192,169,158,141,216,244,280,293,325,314,259,242,201,215,194,3823
0801,Albufeira,H,Albufeira,187,Algarve,Algarve,ACeS Central,824,986,1166,1205,1251,1404,1383,1500,1738,1739,1532,1545,1432,1255,1036,688,442,312,21625
0801,Albufeira,M,Albufeira,170,Algarve,Algarve,ACeS Central,767,946,1055,1049,1134,1296,1427,1545,1864,1839,1859,1759,1545,1305,1026,743,559,651,22539
0802,Alcoutim,H,Alcoutim,6,Algarve,Algarve,ACeS Sotavento,19,29,29,36,53,42,32,38,68,75,77,98,95,108,122,112,89,108,1236
0802,Alcoutim,M,Alcoutim,0,Algarve,Algarve,ACeS Sotavento,21,22,32,44,35,30,34,38,55,61,78,80,97,125,138,111,131,155,1287
0803,Aljezur,M,Aljezur,19,Algarve,Algarve,ACeS Barlavento,117,121,116,108,120,134,155,179,223,241,211,210,208,195,198,155,142,174,3026
0803,Aljezur,H,Aljezur,17,Algarve,Algarve,ACeS Barlavento,94,132,158,127,126,142,169,199,215,236,207,204,231,203,182,137,129,111,3019
0804,Castro Marim,H,Castro Marim,20,Algarve,Algarve,ACeS Sotavento,92,107,123,122,147,128,143,178,168,215,220,238,253,276,265,185,141,142,3163
0804,Castro Marim,M,Castro Marim,12,Algarve,Algarve,ACeS Sotavento,103,118,130,135,141,119,148,146,179,231,245,218,267,244,249,218,152,221,3276
0805,Faro,H,Faro,270,Algarve,Algarve,ACeS Central,1305,1526,1567,1722,1858,1904,1869,2263,2483,2611,2262,2033,2040,1859,1707,1284,877,699,32139
0805,Faro,M,Faro,270,Algarve,Algarve,ACeS Central,1219,1409,1627,1644,1800,1818,1993,2380,2726,2744,2598,2384,2461,2238,1971,1460,1251,1490,35483
0806,Lagoa,H,Lagoa,106,Algarve,Algarve,ACeS Barlavento,391,550,624,651,612,563,605,691,762,908,866,836,839,804,746,493,326,233,11606
0806,Lagoa,M,Lagoa,74,Algarve,Algarve,ACeS Barlavento,401,484,590,589,625,540,628,708,855,956,925,945,848,856,709,533,392,461,12119
0807,Lagos,H,Lagos,99,Algarve,Algarve,ACeS Barlavento,537,737,838,878,826,767,881,881,1208,1153,1153,1215,1219,1245,1050,715,464,401,16267
0807,Lagos,M,Lagos,109,Algarve,Algarve,ACeS Barlavento,540,674,763,760,814,800,855,1015,1194,1333,1232,1357,1367,1280,1048,788,611,687,17227
0808,Loulé,H,Loulé,316,Algarve,Algarve,ACeS Central,1226,1674,1765,1790,1821,1820,1953,2241,2607,2742,2445,2343,2415,2236,2027,1520,1074,961,34976
0808,Loulé,M,Loulé,267,Algarve,Algarve,ACeS Central,1217,1606,1703,1728,1705,1806,1987,2478,2789,2921,2722,2784,2551,2448,2083,1667,1348,1546,37356
0809,Monchique,H,Monchique,18,Algarve,Algarve,ACeS Barlavento,80,77,112,90,107,101,114,115,159,175,204,247,245,234,202,149,169,140,2738
0809,Monchique,M,Monchique,14,Algarve,Algarve,ACeS Barlavento,71,96,82,95,113,106,117,132,145,167,184,232,225,196,203,172,187,187,2724
0810,Olhão,H,Olhão,173,Algarve,Algarve,ACeS Central,823,1128,1238,1239,1101,1107,1154,1451,1674,1795,1500,1412,1368,1345,1321,968,601,422,21820
0810,Olhão,M,Olhão,170,Algarve,Algarve,ACeS Central,773,968,1109,1166,1048,1052,1170,1484,1820,1856,1603,1541,1460,1502,1427,1097,780,768,22794
0811,Portimão,H,Portimão,235,Algarve,Algarve,ACeS Barlavento,1151,1460,1522,1653,1507,1526,1730,1965,2152,2250,1982,1800,1773,1821,1605,1163,771,672,28738
0811,Portimão,M,Portimão,263,Algarve,Algarve,ACeS Barlavento,1039,1433,1464,1451,1427,1505,1721,2161,2395,2561,2183,2052,2053,2066,1803,1265,1032,1233,31107
0812,São Brás de Alportel,H,São Brás de Alportel,49,Algarve,Algarve,ACeS Central,196,254,280,290,260,236,282,340,381,438,377,376,352,377,337,233,194,174,5426
0812,São Brás de Alportel,M,São Brás de Alportel,42,Algarve,Algarve,ACeS Central,182,253,247,235,245,264,307,343,424,481,430,382,376,403,351,296,259,302,5822
0813,Silves,H,Silves,157,Algarve,Algarve,ACeS Barlavento,678,850,925,897,894,876,1001,1241,1438,1362,1250,1324,1291,1316,1177,784,607,519,18587
0813,Silves,M,Silves,153,Algarve,Algarve,ACeS Barlavento,622,846,876,837,802,901,960,1263,1451,1414,1301,1393,1327,1274,1085,992,808,874,19179
0814,Tavira,H,Tavira,85,Algarve,Algarve,ACeS Sotavento,392,539,617,641,612,610,660,811,897,998,927,949,1013,1165,1017,720,487,439,13579
0814,Tavira,M,Tavira,88,Algarve,Algarve,ACeS Sotavento,396,476,606,585,551,498,625,780,977,969,1028,1037,1092,1105,1052,803,594,682,13944
0815,Vila do Bispo,H,Vila do Bispo,20,Algarve,Algarve,ACeS Barlavento,92,128,122,123,98,119,162,147,208,207,226,203,199,218,188,143,99,90,2792
0815,Vila do Bispo,M,Vila do Bispo,25,Algarve,Algarve,ACeS Barlavento,94,139,109,121,110,116,161,185,217,203,198,206,201,223,182,171,113,151,2925
0816,Vila Real de Santo António,H,Vila Real de Santo António,63,Algarve,Algarve,ACeS Sotavento,313,394,487,514,452,433,448,551,600,658,622,583,654,718,656,440,275,203,9064
0816,Vila Real de Santo António,M,Vila Real de Santo António,62,Algarve,Algarve,ACeS Sotavento,289,400,514,497,412,428,470,560,703,726,660,681,729,713,678,476,373,389,9760
4301,Angra do Heroísmo,H,Angra do Heroísmo,139,Açores,Região Autónoma dos Açores,USI Terceira,541,735,852,933,959,955,1118,1218,1312,1299,1217,1229,1101,998,729,483,323,226,16367
4301,Angra do Heroísmo,M,Angra do Heroísmo,128,Açores,Região Autónoma dos Açores,USI Terceira,537,756,806,907,963,952,1112,1214,1287,1307,1234,1256,1193,1087,841,712,528,584,17404
4501,Calheta,H,Calheta [R.A. Açores],15,Açores,Região Autónoma dos Açores,USI São Jorge,53,81,81,92,88,86,100,121,131,127,134,119,116,104,87,74,51,47,1707
4501,Calheta,M,Calheta [R.A. Açores],5,Açores,Região Autónoma dos Açores,USI São Jorge,46,68,78,93,71,86,88,125,121,126,120,119,134,109,108,95,69,69,1730
4901,Corvo,H,Corvo,1,Açores,Região Autónoma dos Açores,USI Corvo,5,6,14,14,15,8,9,18,23,21,11,19,13,10,10,3,5,0,205
4901,Corvo,M,Corvo,2,Açores,Região Autónoma dos Açores,USI Corvo,5,9,7,9,7,7,14,17,19,18,11,9,14,10,6,10,2,3,179
4701,Horta,H,Horta,57,Açores,Região Autónoma dos Açores,USI Faial,248,329,379,400,399,347,399,484,596,589,542,538,454,416,331,235,150,96,6989
4701,Horta,M,Horta,63,Açores,Região Autónoma dos Açores,USI Faial,208,310,335,344,375,371,435,507,627,576,544,532,486,443,423,324,221,218,7342
4201,Lagoa,H,Lagoa [R.A. Açores],77,Açores,Região Autónoma dos Açores,USI São Miguel,284,406,462,475,482,470,499,490,639,560,510,487,351,294,228,131,80,51,6976
4201,Lagoa,M,Lagoa [R.A. Açores],67,Açores,Região Autónoma dos Açores,USI São Miguel,267,340,442,516,454,410,505,521,631,633,513,474,404,304,250,213,140,129,7213
4801,Lajes das Flores,H,Lajes das Flores,7,Açores,Região Autónoma dos Açores,USI Flores,23,20,37,39,39,42,43,46,48,69,59,68,57,42,23,38,19,11,730
4801,Lajes das Flores,M,Lajes das Flores,5,Açores,Região Autónoma dos Açores,USI Flores,16,22,27,31,44,31,39,41,64,46,54,41,58,43,45,32,21,18,678
4601,Lajes do Pico,H,Lajes do Pico,15,Açores,Região Autónoma dos Açores,USI Pico,71,89,112,103,103,103,108,131,156,163,175,190,145,142,123,95,58,44,2126
4601,Lajes do Pico,M,Lajes do Pico,22,Açores,Região Autónoma dos Açores,USI Pico,57,81,87,95,115,100,109,137,168,162,158,155,151,153,134,138,90,102,2214
4602,Madalena,H,Madalena,23,Açores,Região Autónoma dos Açores,USI Pico,119,154,153,168,158,163,204,203,269,265,224,257,189,186,137,83,69,55,3079
4602,Madalena,M,Madalena,28,Açores,Região Autónoma dos Açores,USI Pico,114,162,130,155,172,168,216,223,243,252,210,232,203,170,169,125,115,153,3240
4202,Nordeste,H,Nordeste,13,Açores,Região Autónoma dos Açores,USI São Miguel,81,89,117,129,130,123,132,113,163,174,161,169,155,146,102,60,48,49,2154
4202,Nordeste,M,Nordeste,13,Açores,Região Autónoma dos Açores,USI São Miguel,57,85,121,125,131,118,108,144,149,154,176,158,156,128,114,95,82,100,2214
4203,Ponta Delgada,H,Ponta Delgada,289,Açores,Região Autónoma dos Açores,USI São Miguel,1230,1568,1828,2038,2171,2119,2257,2516,2815,2614,2405,2274,2093,1568,1147,777,397,279,32385
4203,Ponta Delgada,M,Ponta Delgada,277,Açores,Região Autónoma dos Açores,USI São Miguel,1130,1543,1765,1931,2140,2155,2252,2634,2933,2844,2497,2560,2249,1698,1449,1117,782,888,34844
4204,Povoação,H,Povoação,21,Açores,Região Autónoma dos Açores,USI São Miguel,86,145,149,187,177,171,186,174,227,219,233,245,200,135,123,77,55,40,2850
4204,Povoação,M,Povoação,17,Açores,Região Autónoma dos Açores,USI São Miguel,90,119,150,170,190,164,188,185,210,231,233,225,198,160,132,111,94,74,2941
