Nível;Código;Designação;pair;municip
3;160427;Segude;1604;1111604
3;160428;Tangil;1604;1111604
3;160431;Trute;1604;1111604
3;160434;União das freguesias de Anhões e Luzio;1604;1111604
3;160435;União das freguesias de Ceivães e Badim;1604;1111604
3;160436;União das freguesias de Mazedo e Cortes;1604;1111604
3;160437;União das freguesias de Messegães, Valadares e Sá;1604;1111604
3;160438;União das freguesias de Monção e Troviscoso;1604;1111604
3;160439;União das freguesias de Sago, Lordelo e Parada;1604;1111604
3;160440;União das freguesias de Troporiz e Lapela;1604;1111604
3;160501;Agualonga;1605;1111605
3;160503;Castanheira;1605;1111605
3;160505;Coura;1605;1111605
3;160507;Cunha;1605;1111605
3;160510;Infesta;1605;1111605
3;160513;Mozelos;1605;1111605
3;160514;Padornelo;1605;1111605
3;160515;Parada;1605;1111605
3;160519;Romarigães;1605;1111605
3;160520;Rubiães;1605;1111605
3;160521;Vascões;1605;1111605
3;160522;União das freguesias de Bico e Cristelo;1605;1111605
3;160523;União das freguesias de Cossourado e Linhares;1605;1111605
3;160524;União das freguesias de Formariz e Ferreira;1605;1111605
3;160525;União das freguesias de Insalde e Porreiras;1605;1111605
3;160526;União das freguesias de Paredes de Coura e Resende;1605;1111605
3;160601;Azias;1606;1111606
3;160602;Boivães;1606;1111606
3;160603;Bravães;1606;1111606
3;160604;Britelo;1606;1111606
3;160606;Cuide de Vila Verde;1606;1111606
3;160611;Lavradas;1606;1111606
3;160612;Lindoso;1606;1111606
3;160613;Nogueira;1606;1111606
3;160614;Oleiros;1606;1111606
3;160619;Sampriz;1606;1111606
3;160623;Vade (São Pedro);1606;1111606
3;160624;Vade (São Tomé);1606;1111606
3;160626;União das freguesias de Crasto, Ruivos e Grovelas;1606;1111606
3;160627;União das freguesias de Entre Ambos-os-Rios, Ermida e Germil;1606;1111606
3;160628;União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães;1606;1111606
3;160629;União das freguesias de Touvedo (São Lourenço e Salvador);1606;1111606
3;160630;União das freguesias de Vila Chã (São João Baptista e Santiago);1606;1111606
3;160701;Anais;1607;1111607
3;160703;São Pedro d'Arcos;1607;1111607
3;160704;Arcozelo;1607;1111607
3;160707;Beiral do Lima;1607;1111607
3;160708;Bertiandos;1607;1111607
3;160709;Boalhosa;1607;1111607
3;160710;Brandara;1607;1111607
3;160713;Calheiros;1607;1111607
3;160714;Calvelo;1607;1111607
3;160716;Correlhã;1607;1111607
3;160717;Estorãos;1607;1111607
3;160718;Facha;1607;1111607
3;160719;Feitosa;1607;1111607
3;160721;Fontão;1607;1111607
3;160724;Friastelas;1607;1111607
3;160726;Gandra;1607;1111607
3;160727;Gemieira;1607;1111607
3;160728;Gondufe;1607;1111607
3;160729;Labruja;1607;1111607
3;160734;Poiares;1607;1111607
3;160737;Refóios do Lima;1607;1111607
3;160739;Ribeira;1607;1111607
3;160740;Sá;1607;1111607
3;160742;Santa Comba;1607;1111607
3;160743;Santa Cruz do Lima;1607;1111607
3;160744;Rebordões (Santa Maria);1607;1111607
3;160745;Seara;1607;1111607
3;160746;Serdedelo;1607;1111607
3;160747;Rebordões (Souto);1607;1111607
3;160750;Vitorino das Donas;1607;1111607
3;160752;Arca e Ponte de Lima;1607;1111607
3;160753;Ardegão, Freixo e Mato;1607;1111607
3;160754;Associação de freguesias do Vale do Neiva;1607;1111607
3;160755;Bárrio e Cepões;1607;1111607
3;160756;Cabaços e Fojo Lobal;1607;1111607
3;160757;Cabração e Moreira do Lima;1607;1111607
3;160758;Fornelos e Queijada;1607;1111607
3;160759;Labrujó, Rendufe e Vilar do Monte;1607;1111607
3;160760;Navió e Vitorino dos Piães;1607;1111607
3;160802;Boivão;1608;1111608
3;160803;Cerdal;1608;1111608
3;160805;Fontoura;1608;1111608
3;160806;Friestas;1608;1111608
3;160808;Ganfei;1608;1111608
3;160812;São Pedro da Torre;1608;1111608
3;160816;Verdoejo;1608;1111608
3;160817;União das freguesias de Gandra e Taião;1608;1111608
3;160818;União das freguesias de Gondomil e Sanfins;1608;1111608
3;160819;União das freguesias de São Julião e Silva;1608;1111608
3;160820;União das freguesias de Valença, Cristelo Covo e Arão;1608;1111608
3;160901;Afife;1609;1111609
3;160902;Alvarães;1609;1111609
3;160903;Amonde;1609;1111609
3;160904;Anha;1609;1111609
3;160905;Areosa;1609;1111609
3;160908;Carreço;1609;1111609
3;160910;Castelo do Neiva;1609;1111609
3;160911;Darque;1609;1111609
3;160914;Freixieiro de Soutelo;1609;1111609
3;160915;Lanheses;1609;1111609
3;160920;Montaria;1609;1111609
3;160922;Mujães;1609;1111609
3;160923;São Romão de Neiva;1609;1111609
3;160925;Outeiro;1609;1111609
3;160926;Perre;1609;1111609
3;160928;Santa Marta de Portuzelo;1609;1111609
3;160935;Vila Franca;1609;1111609
3;160938;Vila de Punhe;1609;1111609
3;160940;Chafé;1609;1111609
3;160941;União das freguesias de Barroselas e Carvoeiro;1609;1111609
3;160942;União das freguesias de Cardielos e Serreleis;1609;1111609
3;160943;União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão;1609;1111609
3;160944;União das freguesias de Mazarefes e Vila Fria;1609;1111609
3;160945;União das freguesias de Nogueira, Meixedo e Vilar de Murteda;1609;1111609
3;160946;União das freguesias de Subportela, Deocriste e Portela Susã;1609;1111609
3;160947;União das freguesias de Torre e Vila Mou;1609;1111609
3;160948;União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela;1609;1111609
3;161003;Cornes;1610;1111610
3;161004;Covas;1610;1111610
3;161006;Gondarém;1610;1111610
3;161007;Loivo;1610;1111610
3;161009;Mentrestido;1610;1111610
3;161012;Sapardos;1610;1111610
3;161013;Sopo;1610;1111610
3;161016;União das freguesias de Campos e Vila Meã;1610;1111610
3;161017;União das freguesias de Candemil e Gondar;1610;1111610
3;161018;União das freguesias de Reboreda e Nogueira;1610;1111610
3;161019;União das freguesias de Vila Nova de Cerveira e Lovelhe;1610;1111610
3;170101;Alijó;1701;1171701
3;170107;Favaios;1701;1171701
3;170108;Pegarinhos;1701;1171701
3;170109;Pinhão;1701;1171701
3;170112;Sanfins do Douro;1701;1171701
3;170113;Santa Eugénia;1701;1171701
3;170114;São Mamede de Ribatua;1701;1171701
3;170116;Vila Chã;1701;1171701
3;170117;Vila Verde;1701;1171701
3;170118;Vilar de Maçada;1701;1171701
3;170120;União das freguesias de Carlão e Amieiro;1701;1171701
3;170121;União das freguesias de Castedo e Cotas;1701;1171701
3;170122;União das freguesias de Pópulo e Ribalonga;1701;1171701
3;170123;União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;1701;1171701
3;170203;Beça;1702;1181702
3;170208;Covas do Barroso;1702;1181702
3;170210;Dornelas;1702;1181702
3;170213;Pinho;1702;1181702
3;170215;Sapiãos;1702;1181702
3;170217;Alturas do Barroso e Cerdedo;1702;1181702
3;170218;Ardãos e Bobadela;1702;1181702
3;170219;Boticas e Granja;1702;1181702
3;170220;Codessoso, Curros e Fiães do Tâmega;1702;1181702
3;170221;Vilar e Viveiro;1702;1181702
3;170301;Águas Frias;1703;1181703
3;170302;Anelhe;1703;1181703
3;170305;Bustelo;1703;1181703
3;170309;Cimo de Vila da Castanheira;1703;1181703
3;170310;Curalha;1703;1181703
3;170312;Ervededo;1703;1181703
3;170313;Faiões;1703;1181703
3;170314;Lama de Arcos;1703;1181703
3;170316;Mairos;1703;1181703
3;170317;Moreiras;1703;1181703
3;170318;Nogueira da Montanha;1703;1181703
3;170320;Oura;1703;1181703
3;170321;Outeiro Seco;1703;1181703
3;170322;Paradela;1703;1181703
3;170324;Redondelo;1703;1181703
3;170327;Sanfins;1703;1181703
3;170329;Santa Leocádia;1703;1181703
3;170330;Santo António de Monforte;1703;1181703
3;170331;Santo Estêvão;1703;1181703
3;170333;São Pedro de Agostém;1703;1181703
3;170334;São Vicente;1703;1181703
3;170340;Tronco;1703;1181703
3;170341;Vale de Anta;1703;1181703
3;170343;Vila Verde da Raia;1703;1181703
3;170344;Vilar de Nantes;1703;1181703
3;170345;Vilarelho da Raia;1703;1181703
3;170347;Vilas Boas;1703;1181703
3;170348;Vilela Seca;1703;1181703
3;170349;Vilela do Tâmega;1703;1181703
3;170350;Santa Maria Maior;1703;1181703
3;170353;Planalto de Monforte (União das freguesias de Oucidres e Bobadela);1703;1181703
3;170354;União das freguesias da Madalena e Samaiões;1703;1181703
3;170355;União das freguesias das Eiras, São Julião de Montenegro e Cela;1703;1181703
3;170356;União das freguesias de Calvão e Soutelinho da Raia;1703;1181703
3;170357;União das freguesias de Loivos e Póvoa de Agrações;1703;1181703
3;170358;União das freguesias de Santa Cruz/Trindade e Sanjurge;1703;1181703
3;170359;União das freguesias de Soutelo e Seara Velha;1703;1181703
3;170360;União das freguesias de Travancas e Roriz;1703;1181703
3;170361;Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras);1703;1181703
3;170401;Barqueiros;1704;1171704
3;170402;Cidadelhe;1704;1171704
3;170403;Oliveira;1704;1171704
3;170407;Vila Marim;1704;1171704
3;170408;Mesão Frio (Santo André);1704;1171704
3;170501;Atei;1705;1151705
3;170502;Bilhó;1705;1151705
3;170505;São Cristóvão de Mondim de Basto;1705;1151705
3;170508;Vilar de Ferreiros;1705;1151705
3;170509;União das freguesias de Campanhó e Paradança;1705;1151705
3;170510;União das freguesias de Ermelo e Pardelhas;1705;1151705
3;170601;Cabril;1706;1181706
3;170603;Cervos;1706;1181706
3;170604;Chã;1706;1181706
3;170607;Covelo do Gerês;1706;1181706
3;170609;Ferral;1706;1181706
3;170612;Gralhas;1706;1181706
3;170616;Morgade;1706;1181706
3;170618;Negrões;1706;1181706
3;170619;Outeiro;1706;1181706
3;170623;Pitões das Junias;1706;1181706
3;170625;Reigoso;1706;1181706
3;170626;Salto;1706;1181706
3;170627;Santo André;1706;1181706
3;170629;Sarraquinhos;1706;1181706
3;170631;Solveira;1706;1181706
3;170632;Tourém;1706;1181706
3;170635;Vila da Ponte;1706;1181706
3;170636;União das freguesias de Cambeses do Rio, Donões e Mourilhe;1706;1181706
3;170637;União das freguesias de Meixedo e Padornelos;1706;1181706
3;170638;União das freguesias de Montalegre e Padroso;1706;1181706
3;170639;União das freguesias de Paradela, Contim e Fiães;1706;1181706
3;170640;União das freguesias de Sezelhe e Covelães;1706;1181706
3;170641;União das freguesias de Venda Nova e Pondras;1706;1181706
3;170642;União das freguesias de Viade de Baixo e Fervidelas;1706;1181706
3;170643;União das freguesias de Vilar de Perdizes e Meixide;1706;1181706
3;170701;Candedo;1707;1181707
3;170703;Fiolhoso;1707;1181707
3;170704;Jou;1707;1181707
3;170705;Murça;1707;1181707
3;170708;Valongo de Milhais;1707;1181707
3;170710;União das freguesias de Carva e Vilares;1707;1181707
3;170711;União das freguesias de Noura e Palheiros;1707;1181707
3;170802;Fontelas;1708;1171708
3;170805;Loureiro;1708;1171708
3;170809;Sedielos;1708;1171708
3;170810;Vilarinho dos Freires;1708;1171708
3;170813;União das freguesias de Galafura e Covelinhas;1708;1171708
3;170814;União das freguesias de Moura Morta e Vinhós;1708;1171708
3;170815;União das freguesias de Peso da Régua e Godim;1708;1171708
3;170816;União das freguesias de Poiares e Canelas;1708;1171708
3;170901;Alvadia;1709;1151709
3;170902;Canedo;1709;1151709
3;170906;Santa Marinha;1709;1151709
3;170908;União das freguesias de Cerva e Limões;1709;1151709
3;170909;União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;1709;1151709
3;171001;Celeirós;1710;1171710
3;171002;Covas do Douro;1710;1171710
3;171004;Gouvinhas;1710;1171710
3;171005;Parada de Pinhão;1710;1171710
3;171007;Paços;1710;1171710
3;171009;Sabrosa;1710;1171710
3;171011;São Lourenço de Ribapinhão;1710;1171710
3;171013;Souto Maior;1710;1171710
3;171014;Torre do Pinhão;1710;1171710
3;171015;Vilarinho de São Romão;1710;1171710
3;171016;União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;1710;1171710
3;171017;União das freguesias de São Martinho de Antas e Paradela de Guiães;1710;1171710
3;171101;Alvações do Corgo;1711;1171711
3;171102;Cumieira;1711;1171711
3;171103;Fontes;1711;1171711
3;171106;Medrões;1711;1171711
3;171110;Sever;1711;1171711
3;171111;União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;1711;1171711
3;171112;União das freguesias de Louredo e Fornelos;1711;1171711
3;171201;Água Revés e Crasto;1712;1181712
3;171203;Algeriz;1712;1181712
3;171205;Bouçoães;1712;1181712
3;171206;Canaveses;1712;1181712
3;171209;Ervões;1712;1181712
3;171211;Fornos do Pinhal;1712;1181712
3;171212;Friões;1712;1181712
3;171215;Padrela e Tazem;1712;1181712
3;171216;Possacos;1712;1181712
3;171217;Rio Torto;1712;1181712
3;171219;Santa Maria de Emeres;1712;1181712
3;171220;Santa Valha;1712;1181712
3;171221;Santiago da Ribeira de Alhariz;1712;1181712
3;171222;São João da Corveira;1712;1181712
3;171223;São Pedro de Veiga de Lila;1712;1181712
3;171224;Serapicos;1712;1181712
3;171227;Vales;1712;1181712
3;171229;Vassal;1712;1181712
3;171230;Veiga de Lila;1712;1181712
3;171231;Vilarandelo;1712;1181712
3;171232;Carrazedo de Montenegro e Curros;1712;1181712
3;171233;Lebução, Fiães e Nozelos;1712;1181712
3;171234;Sonim e Barreiros;1712;1181712
3;171235;Tinhela e Alvarelhos;1712;1181712
3;171236;Valpaços e Sanfins;1712;1181712
3;171302;Alfarela de Jales;1713;1181713
3;171303;Bornes de Aguiar;1713;1181713
3;171304;Bragado;1713;1181713
3;171305;Capeludos;1713;1181713
3;171310;Soutelo de Aguiar;1713;1181713
3;171311;Telões;1713;1181713
3;171312;Tresminas;1713;1181713
3;171313;Valoura;1713;1181713
3;171314;Vila Pouca de Aguiar;1713;1181713
3;171315;Vreia de Bornes;1713;1181713
3;171316;Vreia de Jales;1713;1181713
3;171317;Sabroso de Aguiar;1713;1181713
3;171319;Alvão;1713;1181713
3;171320;União das freguesias de Pensalvos e Parada de Monteiros;1713;1181713
3;171401;Abaças;1714;1171714
3;171403;Andrães;1714;1171714
3;171404;Arroios;1714;1171714
3;171406;Campeã;1714;1171714
3;171409;Folhadela;1714;1171714
3;171410;Guiães;1714;1171714
3;171414;Lordelo;1714;1171714
3;171415;Mateus;1714;1171714
3;171416;Mondrões;1714;1171714
3;171420;Parada de Cunhos;1714;1171714
3;171426;Torgueda;1714;1171714
3;171429;Vila Marim;1714;1171714
3;171431;União das freguesias de Adoufe e Vilarinho de Samardã;1714;1171714
3;171432;União das freguesias de Borbela e Lamas de Olo;1714;1171714
3;171433;União das freguesias de Constantim e Vale de Nogueiras;1714;1171714
3;171434;União das freguesias de Mouçós e Lamares;1714;1171714
3;171435;União das freguesias de Nogueira e Ermida;1714;1171714
3;171436;União das freguesias de Pena, Quintã e Vila Cova;1714;1171714
3;171437;União das freguesias de São Tomé do Castelo e Justes;1714;1171714
3;171438;Vila Real;1714;1171714
3;180101;Aldeias;1801;1171801
3;180104;Cimbres;1801;1171801
3;180106;Folgosa;1801;1171801
3;180107;Fontelo;1801;1171801
3;180109;Queimada;1801;1171801
3;180110;Queimadela;1801;1171801
3;180111;Santa Cruz;1801;1171801
3;180114;São Cosmado;1801;1171801
3;180115;São Martinho das Chãs;1801;1171801
3;180118;Vacalar;1801;1171801
3;180120;Armamar;1801;1171801
3;180121;União das freguesias de Aricera e Goujoim;1801;1171801
3;180122;União das freguesias de São Romão e Santiago;1801;1171801
3;180123;União das freguesias de Vila Seca e Santo Adrião;1801;1171801
3;180201;Beijós;1802;1651802
3;180202;Cabanas de Viriato;1802;1651802
3;180204;Oliveira do Conde;1802;1651802
3;180206;Parada;1802;1651802
3;180208;Carregal do Sal;1802;1651802
3;180301;Almofala;1803;1651803
3;180303;Cabril;1803;1651803
3;180304;Castro Daire;1803;1651803
3;180305;Cujó;1803;1651803
3;180309;Gosende;1803;1651803
3;180312;Mões;1803;1651803
3;180313;Moledo;1803;1651803
3;180314;Monteiras;1803;1651803
3;180317;Pepim;1803;1651803
3;180319;Pinheiro;1803;1651803
3;180322;São Joaninho;1803;1651803
3;180323;União das freguesias de Mamouros, Alva e Ribolhos;1803;1651803
3;180324;União das freguesias de Mezio e Moura Morta;1803;1651803
3;180325;União das freguesias de Parada de Ester e Ester;1803;1651803
3;180326;União das freguesias de Picão e Ermida;1803;1651803
3;180327;União das freguesias de Reriz e Gafanhão;1803;1651803
3;180403;Cinfães;1804;1151804
3;180404;Espadanedo;1804;1151804
3;180405;Ferreiros de Tendais;1804;1151804
3;180406;Fornelos;1804;1151804
3;180408;Moimenta;1804;1151804
3;180409;Nespereira;1804;1151804
3;180410;Oliveira do Douro;1804;1151804
3;180412;Santiago de Piães;1804;1151804
3;180413;São Cristóvão de Nogueira;1804;1151804
3;180414;Souselo;1804;1151804
3;180415;Tarouquela;1804;1151804
3;180416;Tendais;1804;1151804
3;180417;Travanca;1804;1151804
3;180418;União das freguesias de Alhões, Bustelo, Gralheira e Ramires;1804;1151804
3;180502;Avões;1805;1171805
3;180504;Britiande;1805;1171805
3;180505;Cambres;1805;1171805
3;180507;Ferreirim;1805;1171805
3;180508;Ferreiros de Avões;1805;1171805
3;180509;Figueira;1805;1171805
3;180510;Lalim;1805;1171805
3;180511;Lazarim;1805;1171805
3;180516;Penajóia;1805;1171805
3;180517;Penude;1805;1171805
3;180519;Samodães;1805;1171805
3;180520;Sande;1805;1171805
3;180523;Várzea de Abrunhais;1805;1171805
3;180524;Vila Nova de Souto d'El-Rei;1805;1171805
3;180525;Lamego (Almacave e Sé);1805;1171805
3;180526;União das freguesias de Bigorne, Magueija e Pretarouca;1805;1171805
3;180527;União das freguesias de Cepões, Meijinhos e Melcões;1805;1171805
3;180528;União das freguesias de Parada do Bispo e Valdigem;1805;1171805
3;180601;Abrunhosa-a-Velha;1806;1651806
3;180602;Alcafache;1806;1651806
3;180605;Cunha Baixa;1806;1651806
3;180606;Espinho;1806;1651806
3;180607;Fornos de Maceira Dão;1806;1651806
3;180608;Freixiosa;1806;1651806
3;180614;Quintela de Azurara;1806;1651806
3;180616;São João da Fresta;1806;1651806
3;180619;União das freguesias de Mangualde, Mesquitela e Cunha Alta;1806;1651806
3;180620;União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;1806;1651806
3;180621;União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;1806;1651806
3;180622;União das freguesias de Tavares (Chãs, Várzea e Travanca);1806;1651806
3;180702;Alvite;1807;1171807
3;180703;Arcozelos;1807;1171807
3;180705;Baldos;1807;1171807
3;180706;Cabaços;1807;1171807
3;180707;Caria;1807;1171807
3;180708;Castelo;1807;1171807
3;180709;Leomil;1807;1171807
3;180710;Moimenta da Beira;1807;1171807
3;180713;Passô;1807;1171807
3;180716;Vila da Rua;1807;1171807
3;180717;Sarzedo;1807;1171807
3;180719;Sever;1807;1171807
3;180720;Vilar;1807;1171807
3;180721;União das freguesias de Paradinha e Nagosa;1807;1171807
3;180722;União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;1807;1171807
3;180723;União das freguesias de Peva e Segões;1807;1171807
3;180802;Cercosa;1808;1651808
3;180804;Espinho;1808;1651808
3;180805;Marmeleira;1808;1651808
3;180807;Pala;1808;1651808
3;180808;Sobral;1808;1651808
3;180809;Trezói;1808;1651808
3;180811;União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;1808;1651808
3;180901;Canas de Senhorim;1809;1651809
3;180903;Nelas;1809;1651809
3;180905;Senhorim;1809;1651809
3;180906;Vilar Seco;1809;1651809
3;180908;Lapa do Lobo;1809;1651809
3;180910;União das freguesias de Carvalhal Redondo e Aguieira;1809;1651809
3;180911;União das freguesias de Santar e Moreira;1809;1651809
3;181002;Arcozelo das Maias;1810;1651810
3;181005;Pinheiro;1810;1651810
3;181007;Ribeiradio;1810;1651810
3;181008;São João da Serra;1810;1651810
3;181009;São Vicente de Lafões;1810;1651810
3;181013;União das freguesias de Arca e Varzielas;1810;1651810
3;181014;União das freguesias de Destriz e Reigoso;1810;1651810
3;181015;União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;1810;1651810
3;181102;Castelo de Penalva;1811;1651811
3;181103;Esmolfe;1811;1651811
3;181104;Germil;1811;1651811
3;181105;Ínsua;1811;1651811
3;181106;Lusinde;1811;1651811
3;181109;Pindo;1811;1651811
3;181110;Real;1811;1651811
3;181111;Sezures;1811;1651811
3;181112;Trancozelos;1811;1651811
3;181114;União das freguesias de Antas e Matela;1811;1651811
3;181115;União das freguesias de Vila Cova do Covelo/Mareco;1811;1651811
3;181202;Beselga;1812;1171812
3;181203;Castainço;1812;1171812
3;181207;Penela da Beira;1812;1171812
3;181208;Póvoa de Penela;1812;1171812
3;181209;Souto;1812;1171812
3;181210;União das freguesias de Antas e Ourozinho;1812;1171812
3;181211;União das freguesias de Penedono e Granja;1812;1171812
3;181302;Barrô;1813;1151813
3;181303;Cárquere;1813;1151813
3;181310;Paus;1813;1151813
3;181311;Resende;1813;1151813
3;181312;São Cipriano;1813;1151813
3;181313;São João de Fontoura;1813;1151813
3;181314;São Martinho de Mouros;1813;1151813
3;181316;União das freguesias de Anreade e São Romão de Aregos;1813;1151813
3;181317;União das freguesias de Felgueiras e Feirão;1813;1151813
3;181318;União das freguesias de Freigil e Miomães;1813;1151813
3;181319;União das freguesias de Ovadas e Panchorra;1813;1151813
3;181403;Pinheiro de Ázere;1814;1651814
3;181405;São Joaninho;1814;1651814
3;181406;São João de Areias;1814;1651814
3;181410;União das freguesias de Ovoa e Vimieiro;1814;1651814
3;181411;União das freguesias de Santa Comba Dão e Couto do Mosteiro;1814;1651814
3;181412;União das freguesias de Treixedo e Nagozela;1814;1651814
3;181501;Castanheiro do Sul;1815;1171815
3;181502;Ervedosa do Douro;1815;1171815
3;181504;Nagozelo do Douro;1815;1171815
3;181505;Paredes da Beira;1815;1171815
3;181507;Riodades;1815;1171815
3;181509;Soutelo do Douro;1815;1171815
3;181511;Vale de Figueira;1815;1171815
3;181512;Valongo dos Azeites;1815;1171815
3;181515;União das freguesias de São João da Pesqueira e Várzea de Trevões;1815;1171815
3;181516;União das freguesias de Trevões e Espinhosa;1815;1171815
3;181517;União das freguesias de Vilarouco e Pereiros;1815;1171815
3;181602;Bordonhos;1816;1651816
3;181606;Figueiredo de Alva;1816;1651816
3;181607;Manhouce;1816;1651816
3;181608;Pindelo dos Milagres;1816;1651816
3;181609;Pinho;1816;1651816
3;181612;São Félix;1816;1651816
3;181615;Serrazes;1816;1651816
3;181616;Sul;1816;1651816
3;181617;Valadares;1816;1651816
3;181619;Vila Maior;1816;1651816
3;181620;União das freguesias de Carvalhais e Candal;1816;1651816
3;181621;União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;1816;1651816
3;181622;União das freguesias de São Martinho das Moitas e Covas do Rio;1816;1651816
3;181623;União das freguesias de São Pedro do Sul, Várzea e Baiões;1816;1651816
3;181702;Avelal;1817;1651817
3;181704;Ferreira de Aves;1817;1651817
3;181706;Mioma;1817;1651817
3;181707;Rio de Moinhos;1817;1651817
3;181709;São Miguel de Vila Boa;1817;1651817
3;181710;Sátão;1817;1651817
3;181711;Silvã de Cima;1817;1651817
3;181713;União das freguesias de Águas Boas e Forles;1817;1651817
3;181714;União das freguesias de Romãs, Decermilo e Vila Longa;1817;1651817
3;181801;Arnas;1818;1171818
3;181802;Carregal;1818;1171818
3;181803;Chosendo;1818;1171818
3;181804;Cunha;1818;1171818
3;181806;Faia;1818;1171818
3;181810;Granjal;1818;1171818
3;181811;Lamosa;1818;1171818
3;181814;Quintela;1818;1171818
3;181817;Vila da Ponte;1818;1171818
3;181818;União das freguesias de Ferreirim e Macieira;1818;1171818
3;181819;União das freguesias de Fonte Arcada e Escurquela;1818;1171818
3;181820;União das freguesias de Penso e Freixinho;1818;1171818
3;181821;União das freguesias de Sernancelhe e Sarzeda;1818;1171818
3;181901;Adorigo;1819;1171819
3;181902;Arcos;1819;1171819
3;181904;Chavães;1819;1171819
3;181905;Desejosa;1819;1171819
3;181906;Granja do Tedo;1819;1171819
3;181908;Longa;1819;1171819
3;181913;Sendim;1819;1171819
3;181914;Tabuaço;1819;1171819
3;181917;Valença do Douro;1819;1171819
3;181918;União das freguesias de Barcos e Santa Leocádia;1819;1171819
3;181919;União das freguesias de Paradela e Granjinha;1819;1171819
3;181920;União das freguesias de Pinheiros e Vale de Figueira;1819;1171819
3;181921;União das freguesias de Távora e Pereiro;1819;1171819
3;182004;Mondim da Beira;1820;1171820
3;182005;Salzedas;1820;1171820
3;182006;São João de Tarouca;1820;1171820
3;182009;Várzea da Serra;1820;1171820
3;182011;União das freguesias de Gouviães e Ucanha;1820;1171820
3;182012;União das freguesias de Granja Nova e Vila Chã da Beira;1820;1171820
3;182013;União das freguesias de Tarouca e Dálvares;1820;1171820
3;182102;Campo de Besteiros;1821;1651821
3;182103;Canas de Santa Maria;1821;1651821
3;182105;Castelões;1821;1651821
3;182106;Dardavaz;1821;1651821
3;182107;Ferreirós do Dão;1821;1651821
3;182108;Guardão;1821;1651821
3;182109;Lajeosa do Dão;1821;1651821
3;182110;Lobão da Beira;1821;1651821
3;182111;Molelos;1821;1651821
3;182116;Parada de Gonta;1821;1651821
3;182118;Santiago de Besteiros;1821;1651821
3;182122;Tonda;1821;1651821
3;182127;União das freguesias de Barreiro de Besteiros e Tourigo;1821;1651821
3;182128;União das freguesias de Caparrosa e Silvares;1821;1651821
3;182129;União das freguesias de Mouraz e Vila Nova da Rainha;1821;1651821
3;182130;União das freguesias de São João do Monte e Mosteirinho;1821;1651821
3;182131;União das freguesias de São Miguel do Outeiro e Sabugosa;1821;1651821
3;182132;União das freguesias de Tondela e Nandufe;1821;1651821
3;182133;União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;1821;1651821
3;182203;Pendilhe;1822;1651822
3;182204;Queiriga;1822;1651822
3;182205;Touro;1822;1651822
3;182206;Vila Cova à Coelheira;1822;1651822
3;182208;União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;1822;1651822
3;182301;Abraveses;1823;1651823
3;182304;Bodiosa;1823;1651823
3;182305;Calde;1823;1651823
3;182306;Campo;1823;1651823
3;182307;Cavernães;1823;1651823
3;182310;Cota;1823;1651823
3;182315;Fragosela;1823;1651823
3;182316;Lordosa;1823;1651823
3;182317;Silgueiros;1823;1651823
3;182318;Mundão;1823;1651823
3;182319;Orgens;1823;1651823
3;182320;Povolide;1823;1651823
3;182321;Ranhados;1823;1651823
3;182322;Ribafeita;1823;1651823
3;182323;Rio de Loba;1823;1651823
3;182325;Santos Evos;1823;1651823
3;182327;São João de Lourosa;1823;1651823
3;182329;São Pedro de France;1823;1651823
3;182335;União das freguesias de Barreiros e Cepões;1823;1651823
3;182336;União das freguesias de Boa Aldeia, Farminhão e Torredeita;1823;1651823
3;182337;Coutos de Viseu;1823;1651823
3;182338;União das freguesias de Faíl e Vila Chã de Sá;1823;1651823
3;182339;Repeses e São Salvador;1823;1651823
3;182340;São Cipriano e Vil de Souto;1823;1651823
3;182341;Viseu;1823;1651823
3;182401;Alcofra;1824;1651824
3;182403;Campia;1824;1651824
3;182407;Fornelo do Monte;1824;1651824
3;182409;Queirã;1824;1651824
3;182410;São Miguel do Mato;1824;1651824
3;182411;Ventosa;1824;1651824
3;182413;União das freguesias de Cambra e Carvalhal de Vermilhas;1824;1651824
3;182414;União das freguesias de Fataunços e Figueiredo das Donas;1824;1651824
3;182415;União das freguesias de Vouzela e Paços de Vilharigues;1824;1651824
3;310101;Arco da Calheta;3101;3003101
3;310102;Calheta;3101;3003101
